t,a,v,e,n
14.27,3139.8,87.4,-0.018817,4127
14.299,3140.5,86.981,-0.018505,4129
14.328,3141.2,86.562,-0.018189,4131.1
14.358,3141.9,86.145,-0.017868,4133.1
14.387,3142.7,85.73,-0.017543,4135.2
14.417,3143.3,85.316,-0.017215,4137.3
14.447,3144,84.903,-0.016881,4139.4
14.477,3144.7,84.492,-0.016544,4141.4
14.508,3145.4,84.082,-0.016202,4143.5
14.539,3146.1,83.674,-0.015856,4145.6
14.569,3146.7,83.267,-0.015505,4147.7
14.6,3147.4,82.862,-0.015149,4149.8
14.632,3148,82.458,-0.014789,4151.9
14.663,3148.7,82.056,-0.014424,4154
14.695,3149.3,81.656,-0.014054,4156.1
14.726,3149.9,81.257,-0.01368,4158.3
14.759,3150.5,80.86,-0.0133,4160.4
14.791,3151.1,80.465,-0.012915,4162.5
14.823,3151.7,80.071,-0.012526,4164.6
14.856,3152.3,79.68,-0.012131,4166.8
14.889,3152.9,79.29,-0.01173,4168.9
14.922,3153.4,78.902,-0.011325,4171
14.955,3154,78.516,-0.010914,4173.2
14.989,3154.5,78.132,-0.010497,4175.3
15.022,3155.1,77.749,-0.010075,4177.5
15.056,3155.6,77.369,-0.0096476,4179.6
15.091,3156.1,76.991,-0.0092141,4181.8
15.125,3156.6,76.614,-0.0087748,4183.9
15.16,3157.1,76.24,-0.0083296,4186.1
15.194,3157.6,75.868,-0.0078784,4188.3
15.23,3158.1,75.498,-0.0074211,4190.4
15.265,3158.6,75.131,-0.0069576,4192.6
15.3,3159,74.765,-0.0064879,4194.8
15.336,3159.4,74.402,-0.0060118,4196.9
15.372,3159.9,74.041,-0.0055292,4199.1
15.408,3160.3,73.682,-0.0050401,4201.3
15.444,3160.7,73.326,-0.0045444,4203.5
15.481,3161.1,72.972,-0.004042,4205.7
15.518,3161.5,72.621,-0.0035327,4207.9
15.555,3161.8,72.272,-0.0030165,4210.1
15.592,3162.2,71.925,-0.0024933,4212.3
15.63,3162.5,71.581,-0.0019629,4214.5
15.668,3162.9,71.24,-0.0014254,4216.7
15.706,3163.2,70.901,-8.80E-04,4218.9
15.744,3163.5,70.565,-3.28E-04,4221.1
15.782,3163.8,70.232,2.32E-04,4223.3
15.821,3164.1,69.901,7.99E-04,4225.5
15.86,3164.3,69.574,0.0013743,4227.7
15.899,3164.6,69.249,0.0019574,4229.9
15.938,3164.8,68.927,0.0025484,4232.1
15.978,3165,68.608,0.0031474,4234.3
16.018,3165.2,68.291,0.0037547,4236.5
16.058,3165.4,67.978,0.0043702,4238.8
16.098,3165.6,67.668,0.0049942,4241
16.138,3165.7,67.361,0.0056266,4243.2
16.179,3165.9,67.057,0.0062677,4245.4
16.22,3166,66.756,0.0069175,4247.7
16.261,3166.1,66.458,0.0075762,4249.9
16.303,3166.2,66.164,0.0082438,4252.1
16.345,3166.2,65.873,0.0089206,4254.3
16.386,3166.3,65.585,0.0096066,4256.6
16.429,3166.3,65.301,0.010302,4258.8
16.471,3166.4,65.02,0.011007,4261
16.514,3166.4,64.742,0.011721,4263.3
16.556,3166.3,64.468,0.012445,4265.5
16.6,3166.3,64.197,0.013179,4267.7
16.643,3166.3,63.93,0.013923,4270
16.686,3166.2,63.667,0.014677,4272.2
16.73,3166.1,63.407,0.015442,4274.4
16.774,3166,63.151,0.016216,4276.7
16.818,3165.9,62.899,0.017001,4278.9
16.863,3165.7,62.65,0.017797,4281.1
16.908,3165.5,62.405,0.018604,4283.4
16.953,3165.4,62.164,0.019421,4285.6
16.998,3165.2,61.927,0.02025,4287.8
17.043,3164.9,61.694,0.02109,4290.1
17.089,3164.7,61.465,0.021941,4292.3
17.135,3164.4,61.24,0.022803,4294.5
17.181,3164.1,61.019,0.023678,4296.7
17.228,3163.8,60.801,0.024564,4299
17.274,3163.5,60.588,0.025462,4301.2
17.321,3163.1,60.379,0.026372,4303.4
17.368,3162.7,60.175,0.027294,4305.7
17.416,3162.4,59.974,0.028229,4307.9
17.463,3161.9,59.778,0.029176,4310.1
17.511,3161.5,59.586,0.030136,4312.3
17.559,3161,59.398,0.031109,4314.6
17.607,3160.5,59.214,0.032094,4316.8
17.656,3160,59.035,0.033093,4319
17.705,3159.5,58.86,0.034106,4321.2
17.754,3158.9,58.69,0.035132,4323.4
17.803,3158.3,58.524,0.036171,4325.7
17.852,3157.7,58.362,0.037225,4327.9
17.902,3157.1,58.205,0.038292,4330.1
17.952,3156.4,58.053,0.039374,4332.3
18.002,3155.8,57.905,0.04047,4334.5
18.053,3155.1,57.761,0.041581,4336.7
18.104,3154.3,57.622,0.042706,4338.9
18.155,3153.6,57.487,0.043846,4341.1
18.206,3152.8,57.357,0.045002,4343.3
18.257,3152,57.232,0.046173,4345.5
18.309,3151.1,57.111,0.047359,4347.7
18.361,3150.3,56.995,0.048561,4349.9
18.413,3149.4,56.884,0.049779,4352.1
18.465,3148.5,56.777,0.051013,4354.3
18.518,3147.5,56.675,0.052264,4356.5
18.571,3146.6,56.577,0.053531,4358.7
18.624,3145.6,56.484,0.054814,4360.8
18.678,3144.5,56.396,0.056115,4363
18.731,3143.5,56.312,0.057433,4365.2
18.785,3142.4,56.233,0.058768,4367.4
18.84,3141.3,56.159,0.060121,4369.5
18.894,3140.1,56.09,0.061492,4371.7
18.949,3139,56.025,0.062881,4373.9
19.004,3137.8,55.964,0.064289,4376
19.059,3136.5,55.909,0.065715,4378.2
19.115,3135.3,55.858,0.067159,4380.3
19.17,3134,55.811,0.068623,4382.5
19.227,3132.7,55.769,0.070107,4384.6
19.283,3131.3,55.732,0.07161,4386.8
19.339,3129.9,55.7,0.073132,4388.9
19.396,3128.5,55.672,0.074675,4391
19.454,3127.1,55.648,0.076239,4393.2
19.511,3125.6,55.629,0.077823,4395.3
19.569,3124.1,55.615,0.079428,4397.4
19.627,3122.5,55.605,0.081055,4399.6
19.685,3120.9,55.6,0.082703,4401.7
19.744,3119.3,55.599,0.084373,4403.8
19.803,3117.7,55.602,0.086066,4405.9
19.862,3116,55.61,0.087781,4408
19.921,3114.3,55.623,0.089519,4410.1
19.981,3112.5,55.639,0.09128,4412.2
20.041,3110.8,55.661,0.093065,4414.3
20.102,3108.9,55.686,0.094874,4416.4
20.162,3107.1,55.716,0.096707,4418.5
20.224,3105.2,55.75,0.098565,4420.6
20.285,3103.3,55.788,0.10045,4422.7
20.347,3101.3,55.83,0.10236,4424.8
20.409,3099.3,55.877,0.10429,4426.8
20.471,3097.2,55.927,0.10625,4428.9
20.534,3095.2,55.982,0.10824,4431
20.597,3093,56.041,0.11025,4433
20.66,3090.9,56.104,0.11229,4435.1
20.724,3088.7,56.17,0.11436,4437.1
20.788,3086.4,56.241,0.11646,4439.2
20.853,3084.2,56.316,0.11859,4441.2
20.918,3081.8,56.394,0.12075,4443.3
20.983,3079.5,56.477,0.12293,4445.3
21.049,3077.1,56.563,0.12515,4447.4
21.115,3074.6,56.652,0.1274,4449.4
21.181,3072.1,56.746,0.12968,4451.4
21.248,3069.6,56.843,0.13199,4453.4
21.316,3067,56.944,0.13433,4455.5
21.383,3064.4,57.048,0.13671,4457.5
21.452,3061.7,57.156,0.13912,4459.5
21.52,3059,57.267,0.14157,4461.5
21.589,3056.2,57.381,0.14405,4463.5
21.659,3053.4,57.499,0.14656,4465.5
21.729,3050.5,57.621,0.14912,4467.5
21.799,3047.6,57.745,0.15171,4469.5
21.87,3044.6,57.873,0.15433,4471.4
21.941,3041.6,58.004,0.157,4473.4
22.013,3038.5,58.138,0.1597,4475.4
22.086,3035.4,58.276,0.16245,4477.4
22.159,3032.2,58.416,0.16524,4479.3
22.232,3029,58.559,0.16806,4481.3
22.306,3025.7,58.705,0.17093,4483.2
22.381,3022.4,58.854,0.17384,4485.2
22.456,3019,59.006,0.1768,4487.1
22.532,3015.5,59.161,0.1798,4489.1
22.608,3012,59.318,0.18285,4491
22.685,3008.4,59.478,0.18595,4492.9
22.763,3004.8,59.641,0.18909,4494.9
22.841,3001.1,59.806,0.19228,4496.8
22.92,2997.3,59.974,0.19553,4498.7
22.999,2993.4,60.144,0.19882,4500.6
23.08,2989.5,60.317,0.20217,4502.5
23.161,2985.6,60.492,0.20557,4504.4
23.242,2981.5,60.669,0.20902,4506.3
23.325,2977.4,60.849,0.21253,4508.2
23.408,2973.2,61.031,0.2161,4510.1
23.492,2969,61.215,0.21973,4511.9
23.576,2964.7,61.401,0.22342,4513.8
23.662,2960.2,61.589,0.22717,4515.7
23.748,2955.8,61.779,0.23098,4517.5
23.835,2951.2,61.971,0.23486,4519.4
23.923,2946.5,62.165,0.23881,4521.2
24.012,2941.8,62.361,0.24282,4523.1
24.102,2937,62.558,0.2469,4524.9
24.193,2932.1,62.758,0.25106,4526.7
24.285,2927.1,62.959,0.25529,4528.5
24.378,2922,63.161,0.25959,4530.4
24.472,2916.8,63.365,0.26398,4532.2
24.567,2911.5,63.571,0.26844,4534
24.663,2906.1,63.778,0.27298,4535.8
24.76,2900.6,63.985,0.27761,4537.5
24.858,2895,64.192,0.28233,4539.3
24.958,2889.3,64.4,0.28714,4541.1
25.059,2883.5,64.61,0.29204,4542.8
25.161,2877.6,64.821,0.29704,4544.6
25.264,2871.5,65.033,0.30213,4546.3
25.369,2865.4,65.246,0.30733,4548.1
25.476,2859.1,65.461,0.31263,4549.8
25.583,2852.7,65.676,0.31804,4551.5
25.693,2846.1,65.892,0.32356,4553.2
25.803,2839.4,66.109,0.3292,4554.9
25.916,2832.6,66.326,0.33496,4556.6
26.03,2825.6,66.545,0.34084,4558.2
26.146,2818.4,66.763,0.34685,4559.9
26.264,2811.1,66.983,0.35299,4561.5
26.384,2803.7,67.203,0.35927,4563.2
26.505,2796.1,67.423,0.36569,4564.8
26.629,2788.3,67.644,0.37226,4566.4
26.755,2780.3,67.865,0.37899,4568
26.883,2772.1,68.086,0.38588,4569.6
27.013,2763.7,68.307,0.39293,4571.1
27.146,2755.2,68.528,0.40015,4572.7
27.281,2746.4,68.749,0.40756,4574.2
27.419,2737.4,68.97,0.41515,4575.7
27.56,2728.1,69.19,0.42294,4577.2
27.703,2718.7,69.41,0.43094,4578.7
27.85,2709,69.63,0.43914,4580.1
28,2699,69.849,0.44758,4581.6
28.153,2688.7,70.067,0.45625,4583
28.309,2678.2,70.285,0.46516,4584.4
28.469,2667.3,70.501,0.47434,4585.7
28.633,2656.2,70.717,0.48378,4587
28.801,2644.7,70.931,0.49351,4588.3
28.974,2632.8,71.144,0.50355,4589.6
29.151,2620.6,71.355,0.5139,4590.8
29.333,2608,71.565,0.52458,4592
29.519,2595,71.773,0.53562,4593.2
29.712,2581.5,71.978,0.54704,4594.3
29.91,2567.6,72.182,0.55886,4595.4
30.114,2553.2,72.383,0.57111,4596.4
30.324,2538.2,72.582,0.5838,4597.4
30.542,2522.7,72.777,0.59698,4598.3
30.768,2506.6,72.97,0.61068,4599.2
31.001,2489.9,73.159,0.62493,4600
31.243,2472.4,73.344,0.63978,4600.7
31.495,2454.2,73.525,0.65528,4601.3
31.757,2435.2,73.702,0.67147,4601.9
32.03,2415.3,73.874,0.68841,4602.3
32.315,2394.5,74.041,0.70617,4602.7
32.613,2372.6,74.202,0.72483,4603
32.927,2349.5,74.356,0.74448,4603.1
33.256,2325.2,74.504,0.76521,4603.1
33.604,2299.4,74.643,0.78715,4602.9
33.972,2272.1,74.774,0.81042,4602.5
34.363,2243.1,74.894,0.83518,4602
34.78,2212,75.005,0.86163,4601.2
35.226,2178.7,75.103,0.88998,4600.1
35.706,2142.8,75.187,0.92051,4598.7
36.206,2105.3,75.257,0.95234,4597
36.706,2067.8,75.307,0.98416,4595.1
37.206,2030.2,75.336,1.016,4593
37.706,1992.7,75.347,1.0478,4590.7
38.206,1955.1,75.341,1.0795,4588.2
38.706,1917.5,75.32,1.1112,4585.6
39.206,1879.9,75.286,1.1428,4582.8
39.706,1842.4,75.24,1.1743,4579.8
40.206,1804.9,75.183,1.2057,4576.7
40.706,1767.4,75.115,1.2371,4573.5
41.206,1729.9,75.039,1.2683,4570.2
41.706,1692.5,74.956,1.2994,4566.8
42.206,1655.1,74.865,1.3304,4563.3
42.706,1617.7,74.769,1.3613,4559.7
43.206,1580.4,74.667,1.3921,4556
43.706,1543.2,74.562,1.4228,4552.3
44.206,1506,74.452,1.4533,4548.5
44.706,1468.9,74.34,1.4837,4544.6
45.206,1431.8,74.225,1.514,4540.7
45.706,1394.8,74.107,1.5441,4536.8
46.206,1357.8,73.988,1.5741,4532.8
46.706,1320.9,73.867,1.604,4528.8
47.206,1284.1,73.744,1.6337,4524.7
47.706,1247.3,73.619,1.6633,4520.7
48.206,1210.6,73.493,1.6928,4516.6
48.706,1173.9,73.366,1.7222,4512.5
49.206,1137.4,73.238,1.7514,4508.4
49.706,1100.8,73.109,1.7805,4504.2
50.206,1064.4,72.98,1.8094,4500.1
50.706,1028,72.851,1.8383,4496
51.206,991.65,72.722,1.867,4491.8
51.706,955.39,72.593,1.8956,4487.7
52.206,919.19,72.465,1.9241,4483.6
52.706,883.05,72.336,1.9524,4479.5
53.206,846.98,72.21,1.9806,4475.4
53.706,810.97,72.083,2.0087,4471.3
54.206,775.03,71.957,2.0367,4467.2
54.706,739.15,71.832,2.0646,4463.2
55.206,703.33,71.706,2.0924,4459.2
55.706,667.58,71.581,2.12,4455.3
56.206,631.9,71.457,2.1476,4451.4
56.706,596.28,71.332,2.175,4447.6
57.206,560.72,71.208,2.2024,4443.9
57.706,525.23,71.085,2.2297,4440.2
58.206,489.8,70.962,2.2568,4436.6
58.706,454.43,70.839,2.2839,4433.1
59.206,419.12,70.717,2.3109,4429.7
59.706,383.88,70.596,2.3378,4426.4
59.706,383.85,70.475,2.3378,4426.4
59.706,383.83,69.975,2.3378,4426.4
59.707,383.8,69.475,2.3379,4426.4
59.707,383.77,68.975,2.3379,4426.4
59.708,383.75,68.475,2.3379,4426.4
59.708,383.72,67.975,2.3379,4426.4
59.708,383.69,67.476,2.338,4426.4
59.709,383.66,66.976,2.338,4426.4
59.709,383.64,66.476,2.338,4426.4
59.71,383.61,65.976,2.338,4426.4
59.71,383.58,65.476,2.338,4426.4
59.711,383.55,64.976,2.3381,4426.4
59.711,383.52,64.476,2.3381,4426.4
59.712,383.49,63.976,2.3381,4426.4
59.712,383.46,63.476,2.3381,4426.4
59.712,383.43,62.976,2.3381,4426.4
59.713,383.4,62.476,2.3382,4426.4
59.713,383.37,61.976,2.3382,4426.4
59.714,383.34,61.476,2.3382,4426.4
59.714,383.31,60.976,2.3382,4426.4
59.715,383.28,60.476,2.3383,4426.4
59.715,383.25,59.976,2.3383,4426.4
59.716,383.22,59.476,2.3383,4426.3
59.717,383.19,58.976,2.3383,4426.3
59.717,383.16,58.476,2.3384,4426.3
59.718,383.12,57.976,2.3384,4426.3
59.718,383.09,57.476,2.3384,4426.3
59.719,383.06,56.976,2.3384,4426.3
59.719,383.03,56.476,2.3385,4426.3
59.72,382.99,55.976,2.3385,4426.3
59.721,382.96,55.476,2.3385,4426.3
59.721,382.93,54.976,2.3385,4426.3
59.722,382.89,54.476,2.3386,4426.3
59.722,382.86,53.976,2.3386,4426.3
59.723,382.82,53.476,2.3386,4426.3
59.724,382.79,52.976,2.3386,4426.3
59.724,382.75,52.476,2.3387,4426.3
59.725,382.71,51.976,2.3387,4426.3
59.726,382.68,51.476,2.3387,4426.3
59.727,382.64,50.976,2.3388,4426.3
59.727,382.6,50.476,2.3388,4426.3
59.728,382.57,49.976,2.3388,4426.3
59.729,382.53,49.476,2.3388,4426.3
59.73,382.49,48.976,2.3389,4426.3
59.73,382.45,48.476,2.3389,4426.3
59.731,382.41,47.976,2.3389,4426.3
59.732,382.37,47.476,2.339,4426.3
59.733,382.33,46.976,2.339,4426.3
59.734,382.29,46.476,2.339,4426.2
59.735,382.25,45.976,2.339,4426.2
59.736,382.21,45.476,2.3391,4426.2
59.737,382.17,44.976,2.3391,4426.2
59.738,382.13,44.476,2.3391,4426.2
59.738,382.08,43.976,2.3392,4426.2
59.739,382.04,43.476,2.3392,4426.2
59.741,382,42.976,2.3392,4426.2
59.742,381.95,42.476,2.3393,4426.2
59.743,381.91,41.976,2.3393,4426.2
59.744,381.86,41.476,2.3393,4426.2
59.745,381.82,40.976,2.3394,4426.2
59.746,381.77,40.476,2.3394,4426.2
59.747,381.72,39.976,2.3395,4426.2
59.748,381.68,39.476,2.3395,4426.2
59.75,381.63,38.976,2.3395,4426.2
59.751,381.58,38.476,2.3396,4426.2
59.752,381.53,37.976,2.3396,4426.1
59.754,381.48,37.476,2.3396,4426.1
59.755,381.43,36.976,2.3397,4426.1
59.756,381.38,36.476,2.3397,4426.1
59.758,381.32,35.976,2.3398,4426.1
59.759,381.27,35.476,2.3398,4426.1
59.761,381.22,34.976,2.3398,4426.1
59.763,381.16,34.476,2.3399,4426.1
59.764,381.1,33.976,2.3399,4426.1
59.766,381.05,33.476,2.34,4426.1
59.768,380.99,32.976,2.34,4426.1
59.77,380.93,32.476,2.3401,4426.1
59.771,380.87,31.976,2.3401,4426
59.773,380.81,31.476,2.3401,4426
59.775,380.75,30.976,2.3402,4426
59.778,380.69,30.476,2.3402,4426
59.78,380.62,29.976,2.3403,4426
59.782,380.56,29.476,2.3403,4426
59.784,380.49,28.977,2.3404,4426
59.787,380.42,28.477,2.3404,4426
59.789,380.35,27.977,2.3405,4426
59.792,380.28,27.477,2.3405,4425.9
59.794,380.21,26.977,2.3406,4425.9
59.797,380.14,26.477,2.3407,4425.9
59.8,380.07,25.977,2.3407,4425.9
59.803,379.99,25.477,2.3408,4425.9
59.806,379.91,24.977,2.3408,4425.9
59.81,379.83,24.477,2.3409,4425.9
59.813,379.75,23.977,2.3409,4425.8
59.817,379.67,23.477,2.341,4425.8
59.82,379.58,22.977,2.3411,4425.8
59.824,379.49,22.477,2.3411,4425.8
59.828,379.4,21.977,2.3412,4425.8
59.833,379.31,21.477,2.3413,4425.8
59.837,379.21,20.977,2.3413,4425.7
59.842,379.12,20.477,2.3414,4425.7
59.847,379.02,19.977,2.3415,4425.7
59.853,378.91,19.477,2.3416,4425.7
59.858,378.81,18.977,2.3417,4425.6
59.865,378.69,18.477,2.3417,4425.6
59.871,378.58,17.977,2.3418,4425.6
59.878,378.46,17.477,2.3419,4425.6
59.885,378.34,16.977,2.342,4425.5
59.893,378.21,16.477,2.3421,4425.5
59.902,378.08,15.977,2.3422,4425.5
59.911,377.94,15.477,2.3423,4425.4
59.921,377.79,14.977,2.3424,4425.4
59.931,377.64,14.477,2.3425,4425.3
59.943,377.48,13.978,2.3426,4425.3
59.956,377.31,13.478,2.3427,4425.2
59.97,377.13,12.978,2.3429,4425.2
59.985,376.94,12.478,2.343,4425.1
60.003,376.74,11.978,2.3431,4425
60.022,376.52,11.478,2.3433,4424.9
60.044,376.29,10.978,2.3434,4424.9
60.069,376.03,10.478,2.3436,4424.8
60.099,375.75,9.9783,2.3438,4424.6
60.133,375.43,9.4785,2.344,4424.5
60.175,375.06,8.9787,2.3442,4424.3
60.227,374.63,8.479,2.3444,4424.1
60.295,374.11,7.9793,2.3447,4423.9
60.389,373.43,7.4798,2.345,4423.5
60.538,372.43,6.9807,2.3454,4422.9
60.86,370.42,6.4822,2.346,4421.7
61.36,367.41,5.9868,2.3463,4419.8
61.86,364.4,6.05,2.3465,4418
62.36,361.39,6.0091,2.3466,4416.2
62.86,358.37,6.0333,2.3467,4414.3
63.36,355.36,6.0167,2.3468,4412.5
63.86,352.35,6.0257,2.3469,4410.8
64.36,349.34,6.0186,2.347,4409
64.86,346.33,6.0216,2.3472,4407.2
65.36,343.32,6.0182,2.3473,4405.5
65.86,340.31,6.0189,2.3474,4403.7
66.36,337.31,6.017,2.3475,4402
66.86,334.3,6.0167,2.3476,4400.3
67.36,331.29,6.0154,2.3477,4398.6
67.86,328.28,6.0148,2.3478,4396.9
68.36,325.28,6.0137,2.3479,4395.2
68.86,322.27,6.0129,2.348,4393.5
69.36,319.26,6.012,2.3482,4391.9
69.86,316.26,6.0111,2.3483,4390.2
70.36,313.25,6.0102,2.3484,4388.6
70.86,310.25,6.0094,2.3485,4387
71.36,307.25,6.0085,2.3486,4385.3
71.86,304.24,6.0076,2.3487,4383.7
72.36,301.24,6.0067,2.3489,4382.2
72.86,298.24,6.0058,2.349,4380.6
73.36,295.23,6.0049,2.3491,4379
73.86,292.23,6.004,2.3492,4377.5
74.36,289.23,6.0032,2.3493,4375.9
74.86,286.23,6.0023,2.3495,4374.4
75.36,283.23,6.0014,2.3496,4372.9
75.86,280.23,6.0005,2.3497,4371.4
76.36,277.23,5.9996,2.3498,4369.9
76.86,274.23,5.9987,2.3499,4368.4
77.36,271.23,5.9979,2.3501,4367
77.86,268.23,5.997,2.3502,4365.5
78.36,265.24,5.9961,2.3503,4364.1
78.86,262.24,5.9952,2.3504,4362.6
79.36,259.24,5.9943,2.3506,4361.2
79.86,256.25,5.9935,2.3507,4359.8
80.36,253.25,5.9926,2.3508,4358.4
80.86,250.25,5.9917,2.351,4357
81.36,247.26,5.9908,2.3511,4355.7
81.86,244.26,5.99,2.3512,4354.3
82.36,241.27,5.9891,2.3513,4353
82.86,238.28,5.9882,2.3515,4351.6
83.36,235.28,5.9873,2.3516,4350.3
83.86,232.29,5.9865,2.3517,4349
84.36,229.3,5.9856,2.3519,4347.7
84.86,226.31,5.9847,2.352,4346.4
85.36,223.31,5.9839,2.3521,4345.1
85.86,220.32,5.983,2.3523,4343.9
86.36,217.33,5.9821,2.3524,4342.6
86.86,214.34,5.9813,2.3525,4341.4
87.36,211.35,5.9804,2.3527,4340.2
87.86,208.36,5.9795,2.3528,4339
88.36,205.37,5.9787,2.353,4337.8
88.86,202.38,5.9778,2.3531,4336.6
89.36,199.4,5.9769,2.3532,4335.4
89.86,196.41,5.9761,2.3534,4334.2
90.36,193.42,5.9752,2.3535,4333.1
90.86,190.43,5.9743,2.3537,4331.9
91.36,187.45,5.9735,2.3538,4330.8
91.86,184.46,5.9726,2.3539,4329.7
92.36,181.48,5.9717,2.3541,4328.6
92.86,178.49,5.9709,2.3542,4327.5
93.36,175.51,5.97,2.3544,4326.4
93.86,172.52,5.9692,2.3545,4325.3
94.36,169.54,5.9683,2.3547,4324.3
94.86,166.55,5.9675,2.3548,4323.2
95.36,163.57,5.9666,2.3549,4322.2
95.86,160.59,5.9657,2.3551,4321.2
96.36,157.61,5.9649,2.3552,4320.1
96.86,154.62,5.964,2.3554,4319.1
97.36,151.64,5.9632,2.3555,4318.2
97.86,148.66,5.9623,2.3557,4317.2
98.36,145.68,5.9615,2.3558,4316.2
98.86,142.7,5.9606,2.356,4315.3
99.36,139.72,5.9598,2.3561,4314.3
99.86,136.74,5.9589,2.3563,4313.4
100.36,133.76,5.9581,2.3564,4312.5
100.86,130.79,5.9572,2.3566,4311.6
101.36,127.81,5.9563,2.3568,4310.7
101.86,124.83,5.9555,2.3569,4309.8
102.36,121.85,5.9547,2.3571,4308.9
102.86,118.88,5.9538,2.3572,4308.1
103.36,115.9,5.953,2.3574,4307.2
103.86,112.92,5.9521,2.3575,4306.4
104.36,109.95,5.9513,2.3577,4305.6
104.86,106.97,5.9504,2.3579,4304.8
105.36,104,5.9496,2.358,4304
105.86,101.03,5.9487,2.3582,4303.2
106.36,98.051,5.9479,2.3583,4302.4
106.86,95.078,5.947,2.3585,4301.7
107.36,92.105,5.9462,2.3587,4300.9
107.86,89.133,5.9453,2.3588,4300.2
108.36,86.161,5.9445,2.359,4299.5
108.86,83.189,5.9437,2.3591,4298.7
109.36,80.218,5.9428,2.3593,4298
109.86,77.247,5.942,2.3595,4297.4
110.36,74.277,5.9411,2.3596,4296.7
110.86,71.307,5.9403,2.3598,4296
111.36,68.338,5.9395,2.36,4295.4
111.86,65.369,5.9386,2.3601,4294.7
112.36,62.4,5.9378,2.3603,4294.1
112.86,59.432,5.937,2.3605,4293.5
113.36,56.464,5.9361,2.3606,4292.9
113.86,53.497,5.9353,2.3608,4292.3
114.36,50.53,5.9344,2.361,4291.7
114.86,47.563,5.9336,2.3611,4291.1
115.36,44.597,5.9328,2.3613,4290.6
115.86,41.631,5.9319,2.3615,4290
116.36,38.666,5.9311,2.3617,4289.5
116.86,35.701,5.9303,2.3618,4289
117.36,32.736,5.9295,2.362,4288.4
117.86,29.772,5.9286,2.3622,4287.9
118.36,26.809,5.9278,2.3624,4287.5
118.86,23.845,5.927,2.3625,4287
119.36,20.883,5.9261,2.3627,4286.5
119.86,17.92,5.9253,2.3629,4286.1
120.36,14.958,5.9245,2.3631,4285.6
120.86,11.997,5.9236,2.3632,4285.2
121.36,9.0355,5.9228,2.3634,4284.8
121.86,6.0747,5.922,2.3636,4284.4
122.36,3.1144,5.9212,2.3638,4284
122.86,0.15444,5.9203,2.364,4283.6
123.36,-2.8051,5.9195,2.3641,4283.2
