# TRA L2 Launch @ Várpalota (Up to date)
# 1175 data points written for 7 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  "Nose cone, Payload section"
#
# Time (s),Altitude (m),Total velocity (m/s),Position East of launch (m),Position North of launch (m),Latitude (°),Longitude (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
190.871,403.32,8.143,1209.062,-780.085,47.176,18.005
191.223,400.464,8.118,1211.047,-782.07,47.176,18.005
191.449,398.631,8.122,1212.331,-783.354,47.176,18.005
191.707,396.538,8.119,1213.785,-784.808,47.176,18.005
192.207,392.478,8.123,1216.619,-787.641,47.176,18.005
192.707,388.417,8.12,1219.441,-790.463,47.176,18.005
193.207,384.358,8.119,1222.248,-793.27,47.176,18.005
193.707,380.299,8.116,1225.084,-796.106,47.176,18.005
194.207,376.244,8.107,1228.01,-799.031,47.176,18.005
194.601,373.055,8.111,1230.332,-801.353,47.176,18.005
195.101,368.999,8.114,1233.244,-804.265,47.176,18.005
195.601,364.944,8.109,1236.124,-807.145,47.176,18.005
196.101,360.889,8.11,1238.993,-810.013,47.175,18.005
196.601,356.84,8.095,1241.956,-812.976,47.175,18.005
197.101,352.789,8.11,1244.984,-816.003,47.175,18.005
197.601,348.736,8.103,1247.976,-818.995,47.175,18.005
198.101,344.691,8.085,1250.853,-821.871,47.175,18.005
198.368,342.53,8.098,1252.365,-823.384,47.175,18.005
198.543,341.12,8.099,1253.358,-824.376,47.175,18.005
198.844,338.683,8.097,1255.057,-826.075,47.175,18.005
199.344,334.634,8.099,1257.85,-828.868,47.175,18.005
199.831,330.694,8.088,1260.613,-831.63,47.175,18.005
200.183,327.848,8.093,1262.631,-833.648,47.175,18.005
200.583,324.611,8.095,1264.909,-835.926,47.175,18.005
201.083,320.565,8.09,1267.733,-838.75,47.175,18.005
201.583,316.522,8.086,1270.457,-841.474,47.175,18.005
201.976,313.341,8.088,1272.59,-843.606,47.175,18.005
202.476,309.297,8.092,1275.338,-846.353,47.175,18.005
202.976,305.253,8.085,1278.112,-849.127,47.175,18.006
203.476,301.21,8.088,1280.913,-851.928,47.175,18.006
203.976,297.168,8.083,1283.736,-854.75,47.175,18.006
204.262,294.87,8.097,1285.423,-856.437,47.175,18.006
204.762,290.856,8.048,1288.625,-859.64,47.175,18.006
205.056,288.487,8.067,1290.591,-861.605,47.175,18.006
205.556,284.45,8.084,1293.921,-864.935,47.175,18.006
206.056,280.41,8.076,1297.217,-868.231,47.175,18.006
206.556,276.373,8.075,1300.447,-871.46,47.175,18.006
207.056,272.339,8.065,1303.572,-874.585,47.175,18.006
207.556,268.314,8.05,1306.519,-877.531,47.175,18.006
207.782,266.491,8.069,1307.824,-878.836,47.175,18.006
208.086,264.041,8.066,1309.607,-880.619,47.175,18.006
208.475,260.908,8.069,1311.868,-882.879,47.175,18.006
208.903,257.454,8.069,1314.352,-885.363,47.175,18.006
209.403,253.42,8.069,1317.264,-888.275,47.175,18.006
209.721,250.86,8.067,1319.155,-890.166,47.175,18.006
209.929,249.191,8.052,1320.419,-891.43,47.175,18.006
210.108,247.746,8.085,1321.497,-892.507,47.175,18.006
210.294,246.248,8.055,1322.594,-893.605,47.175,18.006
210.794,242.22,8.064,1325.494,-896.504,47.175,18.006
211.052,240.147,8.077,1327.002,-898.012,47.175,18.006
211.156,239.313,8.067,1327.62,-898.63,47.175,18.006
211.507,236.486,8.056,1329.672,-900.682,47.175,18.006
211.766,234.402,8.06,1331.177,-902.186,47.175,18.006
212.078,231.885,8.058,1333.008,-904.017,47.175,18.006
212.578,227.856,8.059,1335.946,-906.955,47.175,18.006
212.943,224.921,8.05,1338.049,-909.058,47.175,18.006
213.443,220.9,8.054,1340.801,-911.809,47.175,18.006
213.943,216.88,8.035,1343.405,-914.413,47.175,18.006
214.248,214.431,8.047,1344.957,-915.965,47.175,18.006
214.583,211.745,8.045,1346.742,-917.75,47.175,18.006
215.083,207.754,7.98,1349.681,-920.688,47.174,18.006
215.4,205.217,8.028,1351.682,-922.689,47.174,18.006
215.529,204.183,8.112,1352.492,-923.499,47.174,18.007
216.029,200.186,7.997,1355.429,-926.436,47.174,18.007
216.324,197.829,8.027,1357.063,-928.07,47.174,18.007
216.824,193.811,8.045,1359.873,-930.879,47.174,18.007
217.324,189.797,8.019,1362.826,-933.831,47.174,18.007
217.708,186.716,8.04,1365.164,-936.17,47.174,18.007
218.208,182.696,8.041,1368.207,-939.212,47.174,18.007
218.452,180.735,8.07,1369.656,-940.661,47.174,18.007
218.714,178.64,8.029,1371.137,-942.142,47.174,18.007
219.214,174.64,8.006,1373.791,-944.796,47.174,18.007
219.714,170.632,8.04,1376.271,-947.276,47.174,18.007
220.214,166.615,8.029,1378.661,-949.665,47.174,18.007
220.413,165.025,8.084,1379.622,-950.626,47.174,18.007
220.579,163.694,8.021,1380.459,-951.463,47.174,18.007
221.079,159.692,8.014,1383.1,-954.103,47.174,18.007
221.579,155.682,8.035,1385.863,-956.866,47.174,18.007
222.079,151.667,8.028,1388.646,-959.649,47.174,18.007
222.579,147.654,8.024,1391.463,-962.466,47.174,18.007
223.079,143.642,8.026,1394.334,-965.336,47.174,18.007
223.579,139.63,8.023,1397.241,-968.243,47.174,18.007
224.079,135.619,8.022,1400.176,-971.178,47.174,18.007
224.579,131.609,8.02,1403.138,-974.14,47.174,18.007
225.079,127.6,8.017,1406.089,-977.089,47.174,18.007
225.579,123.591,8.018,1409.02,-980.021,47.174,18.007
226.068,119.679,8.001,1411.82,-982.82,47.174,18.007
226.265,118.1,8.039,1412.944,-983.944,47.174,18.007
226.513,116.125,8.006,1414.394,-985.394,47.174,18.007
227.013,112.127,8.001,1417.444,-988.444,47.174,18.007
227.513,108.128,8.006,1420.639,-991.638,47.174,18.007
228.013,104.135,7.98,1424.01,-995.009,47.174,18.007
228.236,102.355,8.001,1425.549,-996.547,47.174,18.007
228.55,99.847,8.002,1427.681,-998.68,47.174,18.007
228.744,98.298,8.05,1428.969,-999.968,47.174,18.008
228.912,96.957,7.995,1430.058,-1001.056,47.174,18.008
229.119,95.306,8.022,1431.366,-1002.364,47.174,18.008
229.331,93.61,7.992,1432.678,-1003.676,47.174,18.008
229.428,92.843,8.178,1433.259,-1004.257,47.174,18.008
229.514,92.154,8.044,1433.769,-1004.767,47.174,18.008
229.719,90.521,7.999,1434.95,-1005.947,47.174,18.008
230.219,86.538,7.98,1437.666,-1008.663,47.174,18.008
230.424,84.909,8.002,1438.746,-1009.743,47.174,18.008
230.843,81.571,7.972,1441.097,-1012.094,47.174,18.008
231.045,79.962,7.976,1442.273,-1013.27,47.174,18.008
231.274,78.14,7.989,1443.603,-1014.599,47.174,18.008
231.602,75.52,7.995,1445.513,-1016.509,47.174,18.008
232.102,71.523,7.995,1448.445,-1019.441,47.174,18.008
232.445,68.78,7.991,1450.438,-1021.434,47.174,18.008
232.699,66.757,7.988,1451.882,-1022.878,47.174,18.008
232.983,64.485,7.993,1453.494,-1024.489,47.174,18.008
233.483,60.491,7.989,1456.248,-1027.243,47.174,18.008
233.983,56.505,7.965,1458.85,-1029.845,47.174,18.008
234.148,55.194,8.029,1459.69,-1030.685,47.174,18.008
234.338,53.685,7.979,1460.691,-1031.686,47.173,18.008
234.838,49.701,7.985,1463.429,-1034.423,47.173,18.008
235.087,47.725,8.034,1464.885,-1035.88,47.173,18.008
235.182,46.974,7.919,1465.465,-1036.459,47.173,18.008
235.407,45.189,7.956,1466.836,-1037.83,47.173,18.008
235.907,41.202,7.992,1469.876,-1040.87,47.173,18.008
236.407,37.213,7.967,1473,-1043.993,47.173,18.008
236.791,34.149,7.98,1475.442,-1046.436,47.173,18.008
237.114,31.575,7.98,1477.504,-1048.497,47.173,18.008
237.416,29.166,7.978,1479.452,-1050.445,47.173,18.008
237.916,25.177,7.98,1482.659,-1053.652,47.173,18.008
238.416,21.19,7.97,1485.918,-1056.911,47.173,18.008
238.625,19.526,8.009,1487.277,-1058.269,47.173,18.008
239.125,15.572,7.903,1490.274,-1061.266,47.173,18.008
239.608,11.747,7.97,1492.902,-1063.893,47.173,18.008
240.031,8.382,7.973,1495.123,-1066.114,47.173,18.008
240.531,4.398,7.966,1497.799,-1068.79,47.173,18.008
240.915,1.346,7.944,1499.983,-1070.973,47.173,18.008
# Event GROUND_HIT occurred at t=241.085 seconds
# Event SIMULATION_END occurred at t=241.085 seconds
241.085,0,8.003,1501.012,-1072.003,47.173,18.008
