# PML Intruder 38mm J530-15 SW (Up to date)
# 1153 data points written for 7 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  "Nose cone, Payload section"
#
# Time (s),Altitude (m),Total velocity (m/s),Position East of launch (m),Position North of launch (m),Latitude (°),Longitude (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.4868845,32.9166692,138.6783673,2.8715159,1.7595653,47.1827938,17.988649
0.4912806,33.5273595,139.8999007,2.9117183,1.7789248,47.182794,17.9886495
0.4956843,34.1445553,141.1227481,2.9516961,1.7978299,47.1827942,17.9886501
0.5001242,34.7723103,142.3548807,2.9917091,1.8164018,47.1827943,17.9886506
0.5046383,35.4162105,143.6069494,3.0320995,1.8347912,47.1827945,17.9886511
0.5092774,36.0838763,144.8931015,3.0733166,1.8531863,47.1827947,17.9886517
0.5140935,36.7833788,146.2277797,3.1158124,1.8717623,47.1827948,17.9886522
0.5191617,37.5264776,147.6317628,3.1602345,1.8907628,47.182795,17.9886528
0.5246021,38.3321135,149.1382708,3.2076147,1.9105694,47.1827952,17.9886534
0.5306092,39.2312408,150.8010177,3.2596166,1.9317827,47.1827954,17.9886541
0.5375351,40.2803475,152.7171309,3.3192484,1.95547,47.1827956,17.9886549
0.546274,41.6230915,155.1331114,3.3941628,1.9843485,47.1827958,17.9886559
0.5593825,43.6768754,158.7523167,3.5063551,2.0260626,47.1827962,17.9886574
0.5790451,46.8464642,164.164874,3.6759945,2.0867899,47.1827968,17.9886596
0.587033,48.1644543,166.3553602,3.7459598,2.1114192,47.182797,17.9886606
0.5930661,49.1714814,168.0067044,3.7993818,2.1301842,47.1827972,17.9886613
0.598256,50.0457281,169.424809,3.8457977,2.1465009,47.1827973,17.9886619
0.6029514,50.8429798,170.7058507,3.8881919,2.1614376,47.1827974,17.9886624
0.607316,51.5894445,171.8954211,3.9279656,2.1754956,47.1827976,17.988663
0.6114455,52.3004757,173.0198603,3.9659393,2.1889676,47.1827977,17.9886635
0.6154045,52.9864883,174.0968733,4.0026687,2.2020519,47.1827978,17.988664
0.6192388,53.654939,175.1390265,4.0385516,2.2148898,47.1827979,17.9886644
0.6229889,54.3125552,176.1573974,4.0739474,2.2276092,47.182798,17.9886649
0.6266867,54.9647319,177.1607169,4.1091445,2.2403132,47.1827981,17.9886654
0.6303586,55.6159976,178.1561657,4.1443858,2.2530884,47.1827983,17.9886658
0.6340346,56.2716477,179.1518992,4.1799558,2.2660371,47.1827984,17.9886663
0.6377443,56.9369943,180.1558882,4.2161413,2.2792626,47.1827985,17.9886668
0.6415186,57.6177335,181.1764691,4.2532502,2.2928764,47.1827986,17.9886673
0.6454011,58.3219947,182.2253634,4.2917237,2.3070389,47.1827987,17.9886678
0.6494477,59.0603348,183.3175379,4.3321359,2.3219593,47.1827989,17.9886683
0.6537301,59.8465183,184.4721914,4.3752351,2.3379104,47.182799,17.9886689
0.658405,60.7103698,185.7311817,4.4226463,2.3554863,47.1827992,17.9886695
0.663707,61.6971962,187.157087,4.4768336,2.3755847,47.1827994,17.9886702
0.6701252,62.9018847,188.8802191,4.5429463,2.400074,47.1827996,17.9886711
0.6791826,64.6207091,191.3057792,4.6370097,2.434734,47.1827999,17.9886724
0.6927686,67.240066,194.9289321,4.779138,2.4863015,47.1828004,17.9886742
0.7058381,69.8062382,198.3948552,4.9161223,2.5345236,47.1828008,17.988676
0.7117065,70.9732539,199.9446816,4.9774673,2.5554887,47.182801,17.9886769
0.7166231,71.9580107,201.2402759,5.0287113,2.5726521,47.1828011,17.9886775
0.7210336,72.8468208,202.4002867,5.074532,2.5877072,47.1828013,17.9886781
0.7251376,73.6785004,203.4779343,5.1170259,2.6014079,47.1828014,17.9886787
0.7290359,74.4725902,204.5000442,5.1572485,2.614134,47.1828015,17.9886792
0.7328066,75.244482,205.4873751,5.1960157,2.6261689,47.1828016,17.9886798
0.7365022,76.0046335,206.4538859,5.2338745,2.6376976,47.1828017,17.9886803
0.7401668,76.761953,207.4112384,5.2712804,2.6488669,47.1828018,17.9886807
0.7438429,77.5251927,208.3706272,5.3086687,2.6598089,47.1828019,17.9886812
0.7475759,78.3038571,209.343932,5.3464996,2.6706542,47.182802,17.9886817
0.7514219,79.109911,210.345814,5.3853391,2.6815536,47.1828021,17.9886823
0.7554395,79.9560664,211.3914959,5.4257729,2.6926513,47.1828022,17.9886828
0.7597043,80.85889,212.5005582,5.4685524,2.7041233,47.1828023,17.9886834
0.7643526,81.8483052,213.708309,5.5150341,2.7162866,47.1828024,17.988684
0.7696545,82.9836885,215.0845725,5.5679019,2.7297626,47.1828025,17.9886847
0.7761648,84.3878706,216.7726817,5.6326744,2.7458017,47.1828027,17.9886855
0.7858791,86.5035494,219.2875244,5.7292382,2.7689067,47.1828029,17.9886868
0.8004505,89.7228386,223.0489709,5.8746343,2.802453,47.1828032,17.9886887
0.8094827,91.7458071,225.3715631,5.9655666,2.8230576,47.1828034,17.9886899
0.8151646,93.0291194,226.8284636,6.0232342,2.8360957,47.1828035,17.9886907
0.8199392,94.1138981,228.0501257,6.0720189,2.847146,47.1828036,17.9886913
0.824279,95.1049402,229.1583896,6.1166409,2.8572877,47.1828037,17.9886919
0.8283638,96.0421361,230.1996283,6.1588974,2.8669314,47.1828038,17.9886925
0.832301,96.9494779,231.20146,6.1998688,2.876324,47.1828039,17.988693
0.8361779,97.8467612,232.1862159,6.2404477,2.8856693,47.182804,17.9886936
0.8400657,98.7503998,233.172011,6.2813746,2.8951372,47.182804,17.9886941
0.844045,99.6792627,234.1791799,6.3235028,2.9049236,47.1828041,17.9886947
0.8481961,100.6524824,235.2278287,6.3676977,2.9152277,47.1828042,17.9886953
0.8526621,101.7043739,236.3537017,6.4155128,2.9264074,47.1828043,17.9886959
0.8576807,102.8924141,237.6159422,6.4695487,2.93906,47.1828044,17.9886966
0.863805,104.3507684,239.1519149,6.53587,2.9545737,47.1828046,17.9886975
0.8727782,106.5044527,241.3933298,6.6336299,2.9772852,47.1828048,17.9886988
0.886238,109.772572,244.7339904,6.7810022,3.0107384,47.1828051,17.9887007
0.8956343,112.0806442,247.0498209,6.883953,3.033208,47.1828053,17.9887021
0.9011575,113.4474804,248.4049807,6.9443573,3.0459403,47.1828054,17.9887029
0.9058622,114.6176957,249.5560138,6.9957058,3.0564676,47.1828055,17.9887036
0.9102744,115.7200747,250.6327859,7.0437586,3.0660594,47.1828056,17.9887042
0.9145482,116.7924098,251.6733934,7.0902028,3.075085,47.1828057,17.9887048
0.9188242,117.8697662,252.7122946,7.1365709,3.0838533,47.1828057,17.9887054
0.923212,118.979903,253.7760996,7.1840511,3.0925833,47.1828058,17.9887061
0.9278766,120.1651715,254.9045907,7.2344264,3.1015783,47.1828059,17.9887067
0.9330643,121.4895843,256.1568604,7.2903551,3.1112598,47.182806,17.9887075
0.9392915,123.0879481,257.6562269,7.3574025,3.1224804,47.1828061,17.9887084
0.9481286,125.3722382,259.7768966,7.4525257,3.1377938,47.1828062,17.9887096
0.9613844,128.8337309,262.9415538,7.5956437,3.1599147,47.1828064,17.9887115
0.972225,131.6956565,265.5135466,7.713574,3.1777557,47.1828066,17.9887131
0.9780352,133.2409714,266.8857366,7.7772517,3.1873718,47.1828067,17.9887139
0.9830381,134.5779665,268.0637694,7.8323871,3.195724,47.1828067,17.9887146
0.9877014,135.8295028,269.1587785,7.8840469,3.2035836,47.1828068,17.9887153
0.9922603,137.0579346,270.2263547,7.9348023,3.2113407,47.1828069,17.988716
0.9969019,138.3136097,271.3102641,7.9867297,3.2193097,47.182807,17.9887167
1.0018293,139.6521217,272.4574968,8.0421215,3.2278364,47.182807,17.9887174
1.0074108,141.1751314,273.7518641,8.1051689,3.2375509,47.1828071,17.9887182
1.0145339,143.1292302,275.3952741,8.186024,3.2499653,47.1828072,17.9887193
1.0252185,146.0822337,277.8421568,8.3078922,3.2683828,47.1828074,17.9887209
1.0412454,150.5604751,281.4701578,8.491156,3.2947081,47.1828076,17.9887234
1.0475508,152.3382227,282.8828575,8.5631699,3.304402,47.1828077,17.9887243
1.052807,153.8269781,284.0549803,8.6231008,3.3121348,47.1828078,17.9887251
1.0576938,155.2166118,285.1401016,8.6787222,3.3190258,47.1828078,17.9887258
1.0625064,156.590348,286.2045401,8.7334054,3.3255286,47.1828079,17.9887266
1.067519,158.0266125,287.3088844,8.7902683,3.3320096,47.182808,17.9887273
1.0730696,159.6234737,288.5267345,8.8531441,3.3388598,47.182808,17.9887281
1.0798319,161.5780637,290.0034781,8.9296707,3.3467948,47.1828081,17.9887292
1.0899754,164.5286217,292.2043892,9.0444889,3.358038,47.1828082,17.9887307
1.1051906,168.9960908,295.4727544,9.217454,3.3741064,47.1828083,17.988733
1.1129306,171.2877005,297.1186804,9.3060562,3.3821959,47.1828084,17.9887341
1.1190512,173.1088129,298.4125666,9.3764884,3.3886317,47.1828085,17.9887351
1.1248632,174.845435,299.6346931,9.4436857,3.3947908,47.1828085,17.988736
1.1308826,176.6514857,300.8935642,9.513597,3.4012131,47.1828086,17.9887369
1.1378242,178.7436051,302.336485,9.5945835,3.4086419,47.1828087,17.988738
1.1475101,181.6794598,304.3337926,9.7081131,3.4189271,47.1828087,17.9887395
1.1620388,186.11928,307.2944464,9.8790695,3.4337039,47.1828089,17.9887417
1.172869,189.4566975,309.4734882,10.0066102,3.4438065,47.182809,17.9887434
1.1795992,191.542536,310.816165,10.0857962,3.4495779,47.182809,17.9887445
1.1859193,193.5094702,312.0694578,10.160085,3.4546239,47.1828091,17.9887454
1.1926244,195.6048819,313.3911785,10.2388385,3.459597,47.1828091,17.9887465
1.2008653,198.1923202,315.0046794,10.3356054,3.4652376,47.1828092,17.9887478
1.2132265,202.0982908,317.4027272,10.4809919,3.473016,47.1828092,17.9887497
1.2294526,207.2701668,320.5086668,10.6731065,3.4828445,47.1828093,17.9887522
1.2354398,209.1911627,321.641642,10.7445201,3.4865294,47.1828094,17.9887532
1.2411417,211.0269241,322.7146605,10.8128212,3.4900964,47.1828094,17.9887541
1.2472307,212.9940281,323.853543,10.8860557,3.4939545,47.1828094,17.988755
1.2547903,215.4458631,325.2573302,10.9773501,3.4987615,47.1828095,17.9887563
1.2661299,219.1433944,327.3415832,11.1148497,3.5058017,47.1828095,17.9887581
1.2831391,224.7336325,330.4189559,11.3215804,3.5152237,47.1828096,17.9887608
1.2907484,227.2513602,331.775954,11.4140196,3.5187716,47.1828096,17.988762
1.297732,229.5710914,333.0119204,11.4987803,3.5216153,47.1828097,17.9887632
1.3054704,232.1516366,334.3707998,11.5926392,3.5243284,47.1828097,17.9887644
1.3155702,235.5353928,336.127653,11.7151298,3.5272731,47.1828097,17.988766
1.33072,240.6439372,338.7093422,11.8992432,3.5308417,47.1828098,17.9887684
1.3449703,245.483997,341.0173642,12.0733465,3.5338235,47.1828098,17.9887708
1.353704,248.4663115,342.3698073,12.1806122,3.5356182,47.1828098,17.9887722
1.3639945,251.9951061,343.9067628,12.3074947,3.5376724,47.1828098,17.9887739
1.3794302,257.3170866,346.0949059,12.4984341,3.5402867,47.1828098,17.9887764
1.3965185,263.246868,348.3560331,12.7099706,3.5419001,47.1828099,17.9887792
1.4064907,266.7247682,349.5971147,12.8333326,3.5420965,47.1828099,17.9887808
1.4188077,271.0370733,351.05902,12.985669,3.541678,47.1828099,17.9887828
1.4372831,277.5379613,353.1017373,13.2146102,3.5402593,47.1828098,17.9887859
1.4522223,282.8210658,354.6184255,13.4005619,3.5389314,47.1828098,17.9887883
1.4648857,287.3165648,355.8142015,13.5588471,3.5378046,47.1828098,17.9887904
1.483881,294.0868559,357.4588869,13.7970057,3.5357921,47.1828098,17.9887936
1.5077428,302.6328848,359.2645551,14.0963544,3.5318147,47.1828098,17.9887975
1.5376237,313.3896652,361.1385646,14.4719635,3.5253719,47.1828097,17.9888025
1.5602236,321.5587898,362.2418688,14.7572138,3.5202669,47.1828097,17.9888063
1.5941236,333.8484471,363.2261964,15.184833,3.5107624,47.1828096,17.9888119
1.6441236,351.9971032,363.1111636,15.8170885,3.4968233,47.1828094,17.9888203
1.6527961,355.143367,362.8923804,15.9264073,3.4940427,47.1828094,17.9888217
1.665805,359.8585924,362.4664162,16.0901714,3.4897794,47.1828094,17.9888239
1.6826267,365.9460706,361.7357165,16.3021956,3.4848085,47.1828093,17.9888267
1.6907224,368.8710061,361.3056099,16.4044566,3.4827703,47.1828093,17.9888281
1.7009807,372.5720099,360.700926,16.5341766,3.4804792,47.1828093,17.9888298
1.7163681,378.1115292,359.7506604,16.7286787,3.4773143,47.1828093,17.9888324
1.7332275,384.1642746,358.7193587,16.9411607,3.4737308,47.1828092,17.9888352
1.7457976,388.6658407,357.9579931,17.0990694,3.4709046,47.1828092,17.9888373
1.7646527,395.4003736,356.8309596,17.3354567,3.46676,47.1828092,17.9888404
1.7929354,405.4627174,355.1723988,17.6894568,3.4611447,47.1828091,17.9888451
1.8353594,420.4695216,352.7529173,18.2195426,3.454397,47.1828091,17.9888521
1.8853594,438.025859,349.9626385,18.8432337,3.4493271,47.182809,17.9888603
1.9173245,449.1714291,347.8709131,19.2404241,3.4470057,47.182809,17.9888656
1.9652722,465.7517049,344.1802276,19.8335229,3.4451041,47.182809,17.9888734
2.0094738,480.8650426,340.1431947,20.3763555,3.444903,47.182809,17.9888806
2.021367,484.9007693,338.9672334,20.5222836,3.4457465,47.182809,17.9888825
2.0390496,490.8746079,337.1529682,20.7390302,3.4476552,47.182809,17.9888854
2.0655736,499.7730219,334.2652609,21.0625399,3.4509134,47.182809,17.9888897
# Event BURNOUT occurred at t=2.1 seconds
2.1,511.2026028,330.1988416,21.4800147,3.4566791,47.1828091,17.9888952
2.1370884,523.3570667,325.6990137,21.9269562,3.4654156,47.1828092,17.9889011
2.1870884,539.4836596,319.8476739,22.5247741,3.4811418,47.1828093,17.988909
2.2370884,555.3234447,314.2251884,23.117383,3.5012076,47.1828095,17.9889169
2.2870884,570.8874953,308.8159763,23.7049191,3.525383,47.1828097,17.9889247
2.3370884,586.1861487,303.6070219,24.2877373,3.5536092,47.18281,17.9889324
2.3870884,601.2291472,298.5899705,24.8659498,3.5856368,47.1828102,17.98894
2.4370884,616.025903,293.7567083,25.4398526,3.6215291,47.1828106,17.9889476
2.4870884,630.585309,289.0952417,26.0096915,3.661191,47.1828109,17.9889552
2.5370884,644.9157049,284.5954261,26.5752079,3.704067,47.1828113,17.9889626
2.5870884,659.0249204,280.2472794,27.136535,3.749946,47.1828117,17.9889701
2.6370884,672.9203219,276.0431405,27.6943114,3.7993552,47.1828122,17.9889774
2.6718218,682.4508415,273.2021198,28.0802589,3.8360866,47.1828125,17.9889826
2.6941141,688.5160781,271.4102068,28.3265994,3.8599605,47.1828127,17.9889858
2.7103787,692.9162603,270.118961,28.5054273,3.8772923,47.1828129,17.9889882
2.7347755,699.4774415,268.20838,28.7728447,3.9037472,47.1828131,17.9889917
2.7536977,704.5343802,266.7471216,28.9801457,3.9252006,47.1828133,17.9889945
2.7699818,708.8642427,265.5029059,29.1585729,3.9444047,47.1828135,17.9889968
2.7944079,715.3212674,263.6582332,29.4257363,3.9739494,47.1828137,17.9890004
2.8199835,722.0342547,261.75445,29.704038,4.004996,47.182814,17.989004
2.8412392,727.5765663,260.1946907,29.934109,4.0307742,47.1828142,17.9890071
2.8731226,735.828404,257.8929813,30.2780562,4.0702945,47.1828146,17.9890116
2.9088851,744.997692,255.3615436,30.6629187,4.1164952,47.182815,17.9890167
2.9427393,753.5950456,253.0131149,31.0266382,4.1622699,47.1828154,17.9890215
2.9736429,761.3742745,250.9066277,31.3579905,4.2055865,47.1828158,17.9890259
2.9919956,765.9634859,249.671209,31.5537933,4.231317,47.1828161,17.9890285
3.0052132,769.2546449,248.7891464,31.6941789,4.2496665,47.1828162,17.9890304
3.0223382,773.5015164,247.6565996,31.8754114,4.2733413,47.1828164,17.9890328
3.0480257,779.8356964,245.9793883,32.1466582,4.3094129,47.1828168,17.9890364
3.065498,784.1196086,244.8524112,32.3312125,4.3347885,47.182817,17.9890388
3.0816036,788.0510489,243.8226964,32.5014606,4.358862,47.1828172,17.9890411
3.1057621,793.9172504,242.2933605,32.756682,4.3958033,47.1828175,17.9890444
3.1419997,802.6478256,240.0337009,33.1379047,4.4517867,47.182818,17.9890495
3.1770766,811.0214774,237.8870753,33.5049299,4.5064421,47.1828185,17.9890543
3.2270766,822.828924,234.8945868,34.0263898,4.5867008,47.1828192,17.9890612
3.2770766,834.4884971,231.9745522,34.5460838,4.6698678,47.18282,17.9890681
3.2986393,839.4720092,230.7358368,34.7689707,4.7059221,47.1828203,17.9890711
3.3192436,844.2091951,229.56535,34.9811221,4.7403334,47.1828206,17.9890739
3.35015,851.270048,227.8343822,35.2992817,4.7932905,47.1828211,17.9890781
3.3628075,854.1463843,227.1330565,35.4298553,4.8157304,47.1828213,17.9890798
3.3800101,858.0413249,226.1858969,35.6074738,4.8468264,47.1828216,17.9890822
3.4058139,863.8533045,224.7771584,35.8734996,4.8940103,47.182822,17.9890857
3.424103,867.950764,223.7876145,36.0612425,4.9273261,47.1828223,17.9890882
3.4384655,871.1559054,223.0163539,36.2080769,4.9532826,47.1828225,17.9890901
3.4557521,874.9989851,222.0955518,36.3842003,4.9843756,47.1828228,17.9890924
3.4816821,880.7339355,220.7300185,36.647747,5.0313058,47.1828232,17.9890959
3.5088227,886.6989052,219.3194724,36.9237065,5.0817117,47.1828237,17.9890996
3.5254464,890.3336097,218.4641026,37.0930081,5.113445,47.182824,17.9891018
3.5457392,894.7512937,217.427893,37.2998547,5.1529542,47.1828243,17.9891045
3.5761782,901.3385674,215.8885752,37.6096527,5.2129585,47.1828249,17.9891086
3.5987501,906.1932237,214.7589789,37.8383633,5.2573683,47.1828253,17.9891117
3.617698,910.2488675,213.8198601,38.0295846,5.2944856,47.1828256,17.9891142
3.6461198,916.2991671,212.4281675,38.3158909,5.3506643,47.1828261,17.989118
3.6676244,920.8507588,211.3875163,38.5327332,5.3942006,47.1828265,17.9891209
3.6886969,925.2892524,210.3765105,38.7454973,5.4378127,47.1828269,17.9891237
3.7203057,931.9072031,208.8746338,39.064467,5.5042839,47.1828275,17.9891279
3.7622461,940.6155177,206.9098712,39.4859579,5.5929759,47.1828283,17.9891335
3.785383,945.3845234,205.8398396,39.7173518,5.6418424,47.1828287,17.9891365
3.809814,950.3935201,204.7217246,39.9608095,5.6933766,47.1828292,17.9891398
3.8464604,957.8561454,203.0679675,40.3252743,5.7715074,47.1828299,17.9891446
3.8773497,964.0995841,201.6939904,40.632703,5.8390114,47.1828305,17.9891486
3.9046606,969.5845186,200.4925237,40.9048013,5.9000501,47.1828311,17.9891522
3.945627,977.75072,198.7109228,41.3121263,5.9926379,47.1828319,17.9891576
3.9709417,982.7606557,197.6230901,41.5626078,6.0497217,47.1828324,17.989161
3.9989091,988.2637428,196.4344361,41.838221,6.1126236,47.182833,17.9891646
4.0408602,996.4564894,194.6787157,42.2510195,6.2082156,47.1828338,17.9891701
4.0585044,999.8803483,193.9491568,42.4249485,6.249393,47.1828342,17.9891724
4.0806961,1004.1683618,193.0373084,42.6439058,6.3019395,47.1828347,17.9891753
4.1139835,1010.5625858,191.680706,42.9715398,6.3810991,47.1828354,17.9891796
4.1439753,1016.285295,190.4728179,43.2653604,6.4521986,47.182836,17.9891835
4.1889629,1024.8019407,188.6877491,43.7047787,6.5595372,47.182837,17.9891893
4.2389629,1034.1739766,186.7376676,44.1923955,6.6808707,47.1828381,17.9891957
4.2889629,1043.4492508,184.8213926,44.6787645,6.8038576,47.1828392,17.9892022
4.3389629,1052.6294477,182.9385069,45.164185,6.9287159,47.1828403,17.9892086
4.3889629,1061.716197,181.0865652,45.6479741,7.0546776,47.1828414,17.989215
4.4389629,1070.7110791,179.2664415,46.1302517,7.1818056,47.1828426,17.9892214
4.4889629,1079.615623,177.4749872,46.6107571,7.3098179,47.1828437,17.9892277
4.5278094,1086.4724225,176.1031855,46.9822741,7.4092813,47.1828446,17.9892327
4.5778094,1095.2200732,174.3661858,47.459373,7.5384949,47.1828458,17.989239
4.603136,1099.618004,173.4979929,47.7013309,7.6051949,47.1828464,17.9892422
4.6286003,1104.0177066,172.6315349,47.9449234,7.6732136,47.182847,17.9892454
4.6667968,1110.576009,171.3423345,48.3099117,7.7760251,47.1828479,17.9892502
4.7131531,1118.4696095,169.7971976,48.7509198,7.9007344,47.1828491,17.9892561
4.7631531,1126.9039829,168.1575001,49.2248181,8.035763,47.1828503,17.9892623
4.8131531,1135.2568987,166.5426027,49.6976944,8.172101,47.1828515,17.9892686
4.8631531,1143.5295823,164.9527359,50.169718,8.3098805,47.1828527,17.9892748
4.9131531,1151.7232232,163.3846806,50.6406991,8.4488756,47.182854,17.9892811
4.9631531,1159.8389771,161.8401817,51.1102138,8.5886147,47.1828552,17.9892873
5.0131531,1167.8779714,160.3169943,51.5783535,8.7291408,47.1828565,17.9892935
5.0631531,1175.8413014,158.8165471,52.0450541,8.870347,47.1828578,17.9892997
5.1131531,1183.7300332,157.3376215,52.511031,9.0129211,47.1828591,17.9893058
5.1631531,1191.5452026,155.87935,52.9764386,9.1569967,47.1828603,17.989312
5.2131531,1199.2878201,154.4405632,53.4412171,9.3024685,47.1828617,17.9893181
5.2631531,1206.9588725,153.0206485,53.904928,9.4488478,47.182863,17.9893243
5.3131531,1214.5593187,151.6206788,54.3677878,9.5963189,47.1828643,17.9893304
5.3631531,1222.0900927,150.237509,54.8296866,9.7447469,47.1828656,17.9893365
5.4131531,1229.5521044,148.8718671,55.2897842,9.8932666,47.182867,17.9893426
5.4631531,1236.9462421,147.5239846,55.748153,10.0419136,47.1828683,17.9893487
5.5131531,1244.2733729,146.1938198,56.2049576,10.190816,47.1828696,17.9893547
5.5631531,1251.5343277,144.8836177,56.6616036,10.3413513,47.182871,17.9893607
5.5881603,1255.1412805,144.2350216,56.8905363,10.417849,47.1828717,17.9893638
5.6164463,1259.2015736,143.5057283,57.1499145,10.5053353,47.1828725,17.9893672
5.6588754,1265.2533581,142.4189558,57.5390313,10.6376549,47.1828737,17.9893724
5.7088754,1272.3260448,141.1477951,57.9956526,10.7932365,47.1828751,17.9893784
5.7304308,1275.3556334,140.6034128,58.1913835,10.8597062,47.1828757,17.989381
5.7500694,1278.1056484,140.1099682,58.3690187,10.9198444,47.1828762,17.9893833
5.7727603,1281.2710763,139.543754,58.5735517,10.9889365,47.1828768,17.989386
5.8067965,1285.9952547,138.7030084,58.8796079,11.0924669,47.1828778,17.9893901
5.8567965,1292.8834606,137.4826042,59.32931,11.2460268,47.1828791,17.989396
5.892567,1297.7739359,136.6187056,59.6516171,11.3574635,47.1828801,17.9894003
5.9235553,1301.985582,135.8759822,59.9313516,11.455179,47.182881,17.989404
5.9593446,1306.8210723,135.0241145,60.2548446,11.5692029,47.182882,17.9894083
6.0093446,1313.525604,133.8419031,60.7061989,11.7292382,47.1828835,17.9894143
6.042022,1317.8755187,133.0740846,60.9997398,11.8332135,47.1828844,17.9894181
6.0654454,1320.978212,132.5269827,61.2091628,11.9071529,47.1828851,17.9894209
6.0938222,1324.7199781,131.8691525,61.4619134,11.9962109,47.1828859,17.9894243
6.1363875,1330.2978081,130.8929724,61.8400555,12.1297136,47.1828871,17.9894293
6.1863875,1336.7969771,129.759747,62.2844298,12.2880829,47.1828885,17.9894351
