z,x,y
3653.3,5228,2.5472
3659.1,5240.2,2.5597
3664.8,5252.3,2.5722
3670.5,5264.4,2.5847
3676.1,5276.5,2.5973
3681.8,5288.5,2.6099
3687.3,5300.5,2.6224
3692.9,5312.5,2.635
3698.4,5324.5,2.6476
3703.8,5336.4,2.6603
3709.3,5348.3,2.6729
3714.7,5360.1,2.6855
3720,5372,2.6982
3725.3,5383.8,2.7108
3730.6,5395.6,2.7235
3735.9,5407.3,2.7362
3741.1,5419.1,2.7489
3746.2,5430.8,2.7616
3751.4,5442.4,2.7743
3756.5,5454.1,2.787
3761.5,5465.7,2.7998
3766.6,5477.3,2.8125
3771.6,5488.8,2.8253
3776.5,5500.4,2.8381
3781.4,5511.9,2.8509
3786.3,5523.4,2.8637
3791.2,5534.8,2.8765
3796,5546.3,2.8893
3800.8,5557.7,2.9022
3805.5,5569.1,2.915
3810.2,5580.4,2.9279
3814.9,5591.8,2.9407
3819.6,5603.1,2.9536
3824.2,5614.4,2.9665
3828.8,5625.6,2.9794
3833.3,5636.9,2.9924
3837.8,5648.1,3.0053
3842.3,5659.3,3.0183
3846.7,5670.4,3.0312
3851.1,5681.6,3.0442
3855.5,5692.7,3.0572
3859.8,5703.8,3.0702
3864.2,5714.9,3.0832
3868.4,5725.9,3.0962
3872.7,5736.9,3.1093
3876.9,5747.9,3.1223
3881.1,5758.9,3.1354
3885.2,5769.9,3.1484
3889.3,5780.8,3.1615
3893.4,5791.7,3.1746
3897.4,5802.6,3.1877
3901.4,5813.5,3.2008
3905.4,5824.3,3.214
3909.4,5835.1,3.2271
3913.3,5845.9,3.2403
3917.2,5856.7,3.2535
3921,5867.5,3.2667
3924.8,5878.2,3.2799
3928.6,5888.9,3.2931
3932.4,5899.6,3.3063
3936.1,5910.3,3.3195
3939.8,5921,3.3328
3943.5,5931.6,3.346
3947.1,5942.2,3.3593
3950.7,5952.8,3.3726
3954.3,5963.4,3.3859
3957.8,5973.9,3.3992
3961.3,5984.5,3.4125
3964.8,5995,3.4258
3968.2,6005.5,3.4391
3971.7,6015.9,3.4525
3975,6026.4,3.4659
3978.4,6036.8,3.4792
3981.7,6047.2,3.4926
3985,6057.6,3.5061
3988.3,6068,3.5195
3991.5,6078.4,3.5329
3994.7,6088.7,3.5464
3997.9,6099,3.5598
4001,6109.3,3.5733
4004.1,6119.6,3.5867
4007.2,6129.8,3.6002
4010.3,6140.1,3.6137
4013.3,6150.3,3.6272
4016.3,6160.5,3.6407
4019.2,6170.7,3.6543
4022.2,6180.9,3.6678
4025.1,6191,3.6814
4027.9,6201.1,3.6949
4030.8,6211.3,3.7085
4033.6,6221.4,3.7221
4036.4,6231.4,3.7357
4039.1,6241.5,3.7494
4041.9,6251.5,3.763
4044.6,6261.6,3.7766
4047.2,6271.6,3.7903
4049.9,6281.6,3.804
4052.5,6291.5,3.8177
4055.1,6301.5,3.8314
4057.6,6311.4,3.8451
4060.2,6321.3,3.8588
4062.6,6331.2,3.8725
4065.1,6341.1,3.8862
4067.6,6351,3.9
4070,6360.8,3.9138
4072.3,6370.7,3.9275
4074.7,6380.5,3.9413
4077,6390.3,3.9551
4079.3,6400.1,3.9689
4081.6,6409.8,3.9828
4083.8,6419.6,3.9966
4086,6429.3,4.0105
4088.2,6439.1,4.0243
4090.4,6448.8,4.0382
4092.5,6458.4,4.0521
4094.6,6468.1,4.066
4096.7,6477.8,4.0799
4098.7,6487.4,4.0938
4100.8,6497,4.1078
4102.7,6506.6,4.1217
4104.7,6516.2,4.1357
