z,x,y
4130.5,-1.2772,7754.1
4128.9,-1.2744,7761.9
4127.3,-1.2716,7769.7
4125.7,-1.2687,7777.5
4124,-1.2658,7785.2
4122.4,-1.2629,7793
4120.7,-1.26,7800.8
4119,-1.257,7808.5
4117.2,-1.2539,7816.2
4115.5,-1.2509,7824
4113.7,-1.2478,7831.7
4111.9,-1.2446,7839.4
4110.1,-1.2415,7847.1
4108.2,-1.2382,7854.8
4106.4,-1.235,7862.4
4104.5,-1.2317,7870.1
4102.6,-1.2284,7877.8
4100.6,-1.225,7885.4
4098.7,-1.2216,7893.1
4096.7,-1.2182,7900.7
4094.7,-1.2148,7908.3
4092.7,-1.2113,7915.9
4090.6,-1.2078,7923.5
4088.6,-1.2042,7931.1
4086.5,-1.2006,7938.7
4084.4,-1.197,7946.2
4082.2,-1.1933,7953.8
4080.1,-1.1896,7961.3
4077.9,-1.1859,7968.9
4075.7,-1.1821,7976.4
4073.5,-1.1783,7983.9
4071.2,-1.1744,7991.4
4069,-1.1706,7998.9
4066.7,-1.1667,8006.4
4064.4,-1.1627,8013.9
4062.1,-1.1587,8021.4
4059.7,-1.1547,8028.8
4057.3,-1.1506,8036.3
4054.9,-1.1465,8043.7
4052.5,-1.1424,8051.1
4050.1,-1.1382,8058.6
4047.6,-1.134,8066
4045.2,-1.1298,8073.4
4042.7,-1.1255,8080.8
4040.1,-1.1212,8088.1
4037.6,-1.1169,8095.5
4035,-1.1125,8102.9
4032.5,-1.1081,8110.2
4029.8,-1.1036,8117.6
4027.2,-1.0991,8124.9
4024.6,-1.0946,8132.2
4021.9,-1.09,8139.6
4019.2,-1.0854,8146.9
4016.5,-1.0807,8154.2
4013.8,-1.0761,8161.4
4011,-1.0713,8168.7
4008.2,-1.0666,8176
4005.4,-1.0618,8183.3
4002.6,-1.0569,8190.5
3999.8,-1.0521,8197.7
3996.9,-1.0472,8205
3994,-1.0422,8212.2
3991.1,-1.0372,8219.4
3988.2,-1.0322,8226.6
3985.3,-1.0272,8233.8
3982.3,-1.0221,8241
3979.3,-1.0169,8248.2
3976.3,-1.0118,8255.3
3973.3,-1.0065,8262.5
3970.3,-1.0013,8269.6
3967.2,-0.99603,8276.8
3964.1,-0.99071,8283.9
3961,-0.98535,8291
3957.9,-0.97996,8298.1
3954.7,-0.97452,8305.2
3951.5,-0.96904,8312.3
3948.4,-0.96353,8319.4
3945.1,-0.95797,8326.5
3941.9,-0.95237,8333.5
3938.7,-0.94674,8340.6
3935.4,-0.94107,8347.6
3932.1,-0.93536,8354.7
3928.8,-0.92961,8361.7
3925.4,-0.92383,8368.7
3922.1,-0.91801,8375.7
3918.7,-0.91216,8382.7
3915.3,-0.90626,8389.7
3911.9,-0.90033,8396.7
3908.5,-0.89435,8403.7
3905,-0.88834,8410.6
3901.5,-0.88228,8417.6
3898.1,-0.87618,8424.5
3894.5,-0.87004,8431.4
3891,-0.86386,8438.4
3887.4,-0.85764,8445.3
3883.9,-0.85139,8452.2
3880.3,-0.8451,8459.1
3876.7,-0.83877,8466
3873,-0.8324,8472.9
3869.4,-0.826,8479.7
3865.7,-0.81956,8486.6
3862,-0.81308,8493.5
