z,x,y
3891.9,-257.5,5202.9
3898.1,-257.98,5215
3904.2,-258.45,5227.1
3910.3,-258.92,5239.1
3916.4,-259.39,5251.2
3922.5,-259.86,5263.2
3928.5,-260.32,5275.2
3934.4,-260.78,5287.1
3940.4,-261.24,5299
3946.3,-261.7,5310.9
3952.1,-262.16,5322.8
3957.9,-262.61,5334.6
3963.7,-263.06,5346.5
3969.5,-263.51,5358.3
3975.2,-263.96,5370
3980.8,-264.41,5381.8
3986.5,-264.85,5393.5
3992.1,-265.3,5405.2
3997.6,-265.74,5416.8
4003.2,-266.18,5428.5
4008.6,-266.62,5440.1
4014.1,-267.05,5451.7
4019.5,-267.49,5463.2
4024.9,-267.92,5474.8
4030.2,-268.35,5486.3
4035.6,-268.78,5497.8
4040.8,-269.2,5509.3
4046.1,-269.63,5520.7
4051.3,-270.05,5532.2
4056.4,-270.47,5543.6
4061.6,-270.89,5554.9
4066.7,-271.31,5566.3
4071.7,-271.73,5577.6
4076.8,-272.14,5588.9
4081.8,-272.56,5600.2
4086.7,-272.97,5611.5
4091.7,-273.38,5622.7
4096.5,-273.79,5633.9
4101.4,-274.19,5645.1
4106.2,-274.6,5656.3
4111,-275,5667.5
4115.8,-275.4,5678.6
4120.5,-275.8,5689.7
4125.2,-276.2,5700.8
4129.9,-276.6,5711.9
4134.5,-277,5722.9
4139.1,-277.39,5733.9
4143.6,-277.78,5745
4148.1,-278.17,5755.9
4152.6,-278.56,5766.9
4157.1,-278.95,5777.8
4161.5,-279.34,5788.8
4165.9,-279.72,5799.7
4170.3,-280.11,5810.6
4174.6,-280.49,5821.4
4178.9,-280.87,5832.3
4183.2,-281.25,5843.1
4187.4,-281.62,5853.9
4191.6,-282,5864.7
4195.8,-282.37,5875.4
4199.9,-282.75,5886.2
4204,-283.12,5896.9
4208.1,-283.49,5907.6
4212.1,-283.86,5918.3
4216.1,-284.23,5929
4220.1,-284.59,5939.6
4224.1,-284.96,5950.3
4228,-285.32,5960.9
4231.8,-285.68,5971.5
4235.7,-286.04,5982
4239.5,-286.4,5992.6
4243.3,-286.76,6003.1
4247.1,-287.12,6013.6
4250.8,-287.47,6024.1
4254.5,-287.83,6034.6
4258.2,-288.18,6045.1
4261.8,-288.53,6055.5
4265.4,-288.88,6066
4269,-289.23,6076.4
4272.5,-289.57,6086.8
4276,-289.92,6097.2
4279.5,-290.27,6107.5
4283,-290.61,6117.9
4286.4,-290.95,6128.2
4289.8,-291.29,6138.5
4293.2,-291.63,6148.8
4296.5,-291.97,6159.1
4299.8,-292.31,6169.3
4303.1,-292.64,6179.6
4306.3,-292.98,6189.8
4309.5,-293.31,6200
4312.7,-293.64,6210.2
4315.9,-293.97,6220.4
4319,-294.3,6230.5
4322.1,-294.63,6240.6
4325.1,-294.96,6250.8
4328.2,-295.28,6260.9
4331.2,-295.61,6271
4334.2,-295.93,6281.1
4337.1,-296.25,6291.1
4340,-296.58,6301.2
4342.9,-296.9,6311.2
4345.8,-297.21,6321.2
4348.6,-297.53,6331.2
4351.4,-297.85,6341.2
4354.2,-298.16,6351.1
4357,-298.48,6361.1
4359.7,-298.79,6371
4362.4,-299.1,6380.9
4365,-299.41,6390.9
4367.7,-299.72,6400.7
4370.3,-300.03,6410.6
4372.8,-300.34,6420.5
4375.4,-300.64,6430.3
4377.9,-300.95,6440.1
4380.4,-301.25,6450
4382.9,-301.56,6459.8
4385.3,-301.86,6469.5
4387.7,-302.16,6479.3
4390.1,-302.46,6489.1
4392.4,-302.76,6498.8
4394.8,-303.05,6508.5
4397,-303.35,6518.3
4399.3,-303.65,6527.9
4401.6,-303.94,6537.6
4403.8,-304.23,6547.3
4405.9,-304.53,6557
4408.1,-304.82,6566.6
4410.2,-305.11,6576.2
