# PML Intruder 38mm J530-15 (Up to date)
# 1217 data points written for 7 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  "Nose cone, Payload section"
#
# Time (s),Altitude (m),Total velocity (m/s),Position East of launch (m),Position North of launch (m),Latitude (°),Longitude (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.581375,47.1802609,164.9337641,3.7327925,3.2046814,47.1828068,17.9886604
0.5893364,48.4943876,167.1141667,3.809408,3.3241269,47.1828079,17.9886614
0.5959072,49.5919888,168.910142,3.8734226,3.4239502,47.1828088,17.9886623
0.601781,50.5830689,170.5124115,3.9312934,3.514076,47.1828096,17.988663
0.6072234,51.5097043,171.994931,3.9854902,3.5983001,47.1828104,17.9886637
0.6123681,52.3930091,173.3946752,4.0372512,3.6785273,47.1828111,17.9886644
0.6173279,53.2513645,174.7426007,4.0876528,3.7564212,47.1828118,17.9886651
0.6221763,54.0968548,176.058758,4.1374027,3.8330758,47.1828125,17.9886657
0.6269882,54.9422511,177.3635497,4.1872499,3.9096491,47.1828132,17.9886664
0.6318251,55.7983204,178.6736321,4.2378266,3.9871178,47.1828139,17.9886671
0.6367633,56.6788079,180.0095976,4.2899416,4.0667289,47.1828146,17.9886678
0.6418895,57.5997686,181.3947758,4.3445409,4.1499401,47.1828153,17.9886685
0.6473344,58.5857116,182.8641594,4.4030699,4.2389766,47.1828161,17.9886693
0.6532876,59.6727811,184.4683795,4.4676591,4.3371242,47.182817,17.9886701
0.660022,60.9139376,186.2800842,4.541422,4.4492088,47.182818,17.9886711
0.6681284,62.4240101,188.4563763,4.6310972,4.5857081,47.1828192,17.9886723
0.6796512,64.6006091,191.5407794,4.7599587,4.7829642,47.182821,17.988674
0.6969353,67.9315079,196.1452901,4.9553952,5.0868524,47.1828237,17.9886766
0.7106397,70.6285291,199.7752307,5.1112704,5.3355237,47.182826,17.9886786
0.7176667,72.0305346,201.6291729,5.1912472,5.4659384,47.1828272,17.9886797
0.7235214,73.2085175,203.1702824,5.2578301,5.5761824,47.1828281,17.9886806
0.7288171,74.2816962,204.5614703,5.3179813,5.6771701,47.1828291,17.9886814
0.7337993,75.2980171,205.868047,5.3744917,5.7733016,47.1828299,17.9886821
0.7386191,76.2873442,207.1300467,5.4290767,5.8673432,47.1828308,17.9886828
0.7433808,77.2706756,208.3750387,5.4829209,5.9612636,47.1828316,17.9886835
0.7481877,78.2692637,209.6300826,5.5371929,6.0570895,47.1828325,17.9886843
0.7531459,79.305562,210.9229287,5.5930964,6.1569958,47.1828334,17.988685
0.7583623,80.4026617,212.2812474,5.6518392,6.2632538,47.1828343,17.9886858
0.7639945,81.5950992,213.7458313,5.7152067,6.3792833,47.1828354,17.9886866
0.7703693,82.9545933,215.4010442,5.7868975,6.5121956,47.1828366,17.9886876
0.7782905,84.6584371,217.4541912,5.8760248,6.6796047,47.1828381,17.9886888
0.7901723,87.2443907,220.5261772,6.0101009,6.9351024,47.1828404,17.9886905
0.807995,91.1910544,225.1141317,6.2131109,7.3271385,47.1828439,17.9886932
0.8166757,93.142662,227.3370364,6.3132433,7.5214464,47.1828456,17.9886945
0.8230291,94.5831662,228.9590033,6.3871788,7.6649133,47.1828469,17.9886955
0.8286034,95.8554341,230.3784046,6.4525376,7.7916137,47.1828481,17.9886964
0.833828,97.055042,231.7056085,6.5142305,7.9110489,47.1828491,17.9886972
0.8389123,98.2290227,232.9941465,6.5746743,8.027897,47.1828502,17.988698
0.8440227,99.4155999,234.2862928,6.6358335,8.1459633,47.1828513,17.9886988
0.8493413,100.6574582,235.6277936,6.6999034,8.2695008,47.1828524,17.9886997
0.8551184,102.0143987,237.0811046,6.7699597,8.4044729,47.1828536,17.9887006
0.8618957,103.6169101,238.7808455,6.8527121,8.5638999,47.182855,17.9887017
0.8710301,105.7947918,241.0625388,6.9650795,8.7807431,47.182857,17.9887032
0.8847316,109.1002728,244.4644633,7.134982,9.1106751,47.1828599,17.9887054
0.9023138,113.409377,248.7920453,7.35429,9.5433072,47.1828638,17.9887083
0.9086675,114.9850564,250.3451217,7.4336689,9.7024264,47.1828653,17.9887094
0.9144639,116.4310478,251.7576333,7.5060951,9.8489236,47.1828666,17.9887103
0.9201035,117.8456857,253.1278415,7.5765641,9.9926843,47.1828679,17.9887113
0.9258732,119.3008814,254.5256207,7.6486687,10.1410081,47.1828692,17.9887122
0.9321536,120.8939316,256.042565,7.7271875,10.3038669,47.1828707,17.9887132
0.9395743,122.7883858,257.828957,7.8200616,10.4981318,47.1828724,17.9887145
0.9501769,125.5179044,260.3701312,7.953116,10.7789619,47.1828749,17.9887162
0.9660809,129.6620994,264.1564048,8.1541403,11.2067135,47.1828788,17.9887189
0.9754552,132.132725,266.3724892,8.2738424,11.4620655,47.1828811,17.9887205
0.9816645,133.7805387,267.8339723,8.3537422,11.6323871,47.1828826,17.9887215
0.9871472,135.2430232,269.1201122,8.4247285,11.7835257,47.182884,17.9887225
0.9923704,136.6427823,270.3414887,8.4927419,11.9281481,47.1828853,17.9887234
0.9976559,138.0656791,271.5735212,8.5619469,12.0751294,47.1828866,17.9887243
1.0032932,139.5904078,272.8829654,8.6361625,12.2326093,47.182888,17.9887253
1.0099239,141.3931843,274.4158803,8.7239449,12.4188224,47.1828897,17.9887264
1.0192855,143.9555762,276.5662753,8.848636,12.6836635,47.1828921,17.9887281
1.033328,147.8364071,279.7604619,9.0368102,13.085643,47.1828957,17.9887306
1.0444005,150.9276302,282.2513124,9.1856598,13.4070493,47.1828986,17.9887325
1.0506881,152.6951194,283.6551326,9.2702312,13.5914358,47.1829002,17.9887337
1.0562459,154.2647166,284.889964,9.3449779,13.7555837,47.1829017,17.9887347
1.0615755,155.7762617,286.0687897,9.4166399,13.9140268,47.1829031,17.9887356
1.0669972,157.3202502,287.2627273,9.4895252,14.0762336,47.1829046,17.9887366
1.0729357,159.0187832,288.5645868,9.5693648,14.2550751,47.1829062,17.9887376
1.080155,161.0939208,290.1390389,9.6664852,14.4740743,47.1829082,17.9887389
1.090984,164.227659,292.4840285,9.8124922,14.8056218,47.1829112,17.9887408
1.1072274,168.9751942,295.9628543,10.0329694,15.3090011,47.1829157,17.9887438
1.1147689,171.1983722,297.5608243,10.1361935,15.5448866,47.1829178,17.9887451
1.1208253,172.9923828,298.8366775,10.2195557,15.7352313,47.1829195,17.9887462
1.12655,174.6951741,300.0362637,10.2987444,15.9158786,47.1829211,17.9887473
1.1324815,176.4666755,301.2725362,10.381187,16.103802,47.1829228,17.9887484
1.1392889,178.5086872,302.6828688,10.4762581,16.3204369,47.1829248,17.9887496
1.1486695,181.3381707,304.6112913,10.607944,16.6207561,47.1829275,17.9887514
1.1627405,185.6158234,307.4713731,10.8064875,17.0755333,47.1829316,17.988754
1.1753284,189.4761697,309.9963129,10.9846294,17.4872079,47.1829353,17.9887563
1.1825531,191.7059285,311.4314123,11.0869557,17.72567,47.1829374,17.9887577
1.1893971,193.8276592,312.7821053,11.1839235,17.9530564,47.1829395,17.988759
1.1969159,196.1690761,314.2560961,11.2905107,18.2044961,47.1829417,17.9887604
1.2071583,199.3762064,316.2476794,11.4359176,18.5496454,47.1829448,17.9887623
1.2225218,204.2245512,319.1995257,11.6548761,19.0726054,47.1829495,17.9887652
1.2416871,210.3351601,322.8201732,11.9302754,19.7327881,47.1829555,17.9887689
1.2512854,213.4211393,324.6061254,12.0693096,20.0664317,47.1829585,17.9887707
1.2625396,217.0610942,326.678289,12.2332399,20.4601831,47.182962,17.9887729
1.2794209,222.5640356,329.7400455,12.480649,21.0561976,47.1829674,17.9887761
1.3047428,230.9132372,334.2270546,12.8538225,21.9634766,47.1829755,17.9887811
1.3184786,235.4888343,336.6051997,13.0570232,22.462429,47.18298,17.9887838
1.3390823,242.4117628,340.0437475,13.3632547,23.2191191,47.1829868,17.9887878
1.3583905,248.9608452,343.0290685,13.6523471,23.9361028,47.1829933,17.9887916
1.3873528,258.8860753,347.1032643,14.0888323,25.0253045,47.1830031,17.9887974
1.403885,264.6018521,349.2034865,14.3388484,25.6544743,47.1830087,17.9888007
1.4286834,273.2370444,352.0920763,14.7156201,26.6067538,47.1830173,17.9888057
1.4403754,277.3321871,353.3313021,14.8943193,27.0586622,47.1830213,17.9888081
1.4539764,282.1135618,354.6902543,15.1029953,27.5865112,47.1830261,17.9888108
1.474378,289.3182127,356.5515219,15.4167169,28.3830842,47.1830333,17.988815
1.4839549,292.7127168,357.34532,15.5639825,28.7591477,47.1830366,17.9888169
1.4941157,296.3221707,358.1414956,15.7201905,29.15956,47.1830402,17.988819
1.5093568,301.7506865,359.2444348,15.9547144,29.7624813,47.1830457,17.9888221
1.5322186,309.9224024,360.6917441,16.3078703,30.6706368,47.1830538,17.9888268
1.5473326,315.3415883,361.5015912,16.5422839,31.2731055,47.1830592,17.9888299
1.5700037,323.4904622,362.4685242,16.894428,32.1799908,47.1830674,17.9888345
1.5863374,329.3725939,362.9054585,17.1480759,32.8356178,47.1830733,17.9888379
1.6108381,338.2048626,363.2041047,17.5286832,33.8210926,47.1830822,17.9888429
1.6336853,346.4426669,363.0635604,17.8842636,34.7404531,47.1830904,17.9888476
1.6679562,358.7818833,362.1603519,18.417492,36.1183393,47.1831028,17.9888547
1.7179562,376.6941388,359.4464208,19.1935459,38.1197444,47.1831208,17.988865
1.7557668,390.1448258,357.1438024,19.7779604,39.6234188,47.1831343,17.9888727
1.8057668,407.8010856,354.1985508,20.5485078,41.5972726,47.1831521,17.9888829
1.8557668,425.3137001,351.3655147,21.3158359,43.5559515,47.1831697,17.9888931
1.871907,430.9369176,350.4587992,21.5624839,44.1850745,47.1831754,17.9888963
1.8961174,439.3437272,349.0225489,21.9319515,45.1257818,47.1831838,17.9889012
1.9151881,445.940079,347.7479364,22.2229518,45.8637583,47.1831905,17.9889051
1.9437942,455.7864722,345.6316275,22.658152,46.9655062,47.1832004,17.9889108
1.9689866,464.4051362,343.5466298,23.0396129,47.9300222,47.183209,17.9889159
2.0067751,477.2292388,340.0941971,23.6100818,49.3643234,47.1832219,17.9889234
2.0567751,493.9831063,334.933536,24.3591063,51.2376245,47.1832388,17.9889333
2.0780218,501.0227427,332.5146013,24.6762709,52.0235357,47.1832459,17.9889375
# Event BURNOUT occurred at t=2.1 seconds
2.1,508.2494799,329.8720868,25.0028813,52.8300664,47.1832531,17.9889418
2.1231673,515.8042188,327.0394349,25.3451758,53.6730127,47.1832607,17.9889464
2.1579182,527.0157801,322.8928393,25.856027,54.9225635,47.1832719,17.9889531
2.2079182,542.9004953,317.1273093,26.5845536,56.6915691,47.1832878,17.9889628
2.2328551,550.7172962,314.3375287,26.9456494,57.5608615,47.1832957,17.9889675
2.2702605,562.3145677,310.2526511,27.4834103,58.8503568,47.1833073,17.9889747
2.3202605,577.5839716,304.9731307,28.1966948,60.5461553,47.1833225,17.9889841
2.3702605,592.5960543,299.8868384,28.9035485,62.2116207,47.1833375,17.9889935
2.4202605,607.3602076,294.9884718,29.6034472,63.848705,47.1833522,17.9890027
2.4702605,621.8855147,290.2663922,30.2967851,65.4582839,47.1833667,17.9890119
2.5202605,636.1804836,285.7096104,30.9842408,67.0410481,47.1833809,17.989021
2.5617295,647.8673179,282.0488475,31.548978,68.3352525,47.1833926,17.9890285
2.5852165,654.4202613,280.0218385,31.8675879,69.0601421,47.1833991,17.9890327
2.6003863,658.6277184,278.7292607,32.0731606,69.5250151,47.1834033,17.9890354
2.6231409,664.9026208,276.8129572,32.3807463,70.2179811,47.1834095,17.9890395
2.6382994,669.0588342,275.5510979,32.5846482,70.6772472,47.1834136,17.9890422
2.64952,672.1231466,274.6249918,32.734945,71.0161259,47.1834167,17.9890442
2.6630388,675.8014036,273.5186448,32.9153867,71.4231288,47.1834203,17.9890465
2.683317,681.2911011,271.8785068,33.1852759,72.0305159,47.1834258,17.9890501
2.6997924,685.7271665,270.56219,33.4043585,72.5208023,47.1834302,17.989053
2.7120355,689.0097817,269.5927703,33.567161,72.8831919,47.1834335,17.9890552
2.7304,693.9117198,268.1516008,33.8110905,73.4239642,47.1834383,17.9890584
2.7579469,701.2156403,266.0183096,34.1752317,74.2300043,47.1834456,17.9890632
2.7710987,704.682264,265.0123554,34.3481042,74.6129422,47.183449,17.9890655
2.7875568,709.0019264,263.7655484,34.5636159,75.0903903,47.1834533,17.9890683
2.8122439,715.4434639,261.9203367,34.8858594,75.8022895,47.1834597,17.9890726
2.8246652,718.6675252,261.0029084,35.0479194,76.1581879,47.1834629,17.9890748
2.8339494,721.0699763,260.321662,35.1691399,76.4230861,47.1834653,17.9890764
2.8434733,723.5279408,259.6266042,35.2935677,76.693837,47.1834677,17.989078
2.8557562,726.6883071,258.7354961,35.4540723,77.0416454,47.1834709,17.9890801
2.8741806,731.4085543,257.4090027,35.6944058,77.5609529,47.1834755,17.9890833
2.8869029,734.653805,256.5000792,35.8596771,77.9182568,47.1834787,17.9890855
2.8955975,736.8650444,255.8824869,35.9721985,78.161953,47.1834809,17.989087
2.90414,739.0324263,255.2787751,36.0824049,78.4010156,47.1834831,17.9890884
2.9136966,741.4510104,254.6072095,36.2053158,78.6679914,47.1834855,17.9890901
2.9269649,744.7984254,253.6817251,36.3754362,79.0377288,47.1834888,17.9890923
2.9468674,749.7967991,252.3083327,36.6300061,79.5897952,47.1834938,17.9890957
2.9618678,753.546201,251.284265,36.821835,80.0034504,47.1834975,17.9890982
2.9708474,755.7834249,250.6755056,36.936784,80.2499534,47.1834997,17.9890998
2.9792939,757.8828936,250.1056401,37.0450127,80.4810345,47.1835018,17.9891012
2.9886198,760.1954331,249.4793799,37.1646038,80.7353173,47.1835041,17.9891028
3.0012917,763.3283886,248.6330655,37.327143,81.0795072,47.1835072,17.9891049
3.0202994,768.0079237,247.3727949,37.5705575,81.5934381,47.1835118,17.9891081
3.0350693,771.6277367,246.4010295,37.7589339,81.991291,47.1835154,17.9891106
3.0448207,774.0098018,245.763388,37.882812,82.2533768,47.1835177,17.9891123
3.0545036,776.3690262,245.1336505,38.0054262,82.5131739,47.1835201,17.9891139
3.0662528,779.2235702,244.374448,38.1537481,82.8277486,47.1835229,17.9891159
3.0838765,783.4888346,243.2459782,38.375615,83.297948,47.1835271,17.9891188
3.1103122,789.8499713,241.5751161,38.7081505,83.9984571,47.1835334,17.9891232
3.1248397,793.3271273,240.6666939,38.8909797,84.3807802,47.1835369,17.9891256
3.146631,798.5184033,239.3157783,39.1649747,84.9511569,47.183542,17.9891292
3.179318,806.2508068,237.31574,39.57411,85.8011085,47.1835496,17.9891346
3.203299,811.8826553,235.8699771,39.8726298,86.4207053,47.1835552,17.9891386
3.2392704,820.2663984,233.7365164,40.3191176,87.3426468,47.1835635,17.9891445
3.2568738,824.3415713,232.706679,40.5375497,87.7901231,47.1835675,17.9891474
3.2807472,829.8396198,231.3231149,40.8335784,88.3932874,47.1835729,17.9891513
3.3165573,838.0255303,229.2749272,41.2756091,89.2917268,47.183581,17.9891572
3.3343203,842.0591043,228.2718684,41.4936433,89.7349596,47.183585,17.98916
3.3593297,847.7082548,226.8753414,41.7994505,90.3561276,47.1835906,17.9891641
3.3968436,856.1174826,224.814103,42.2571733,91.2801323,47.1835989,17.9891702
3.4176545,860.749596,223.6861884,42.5109644,91.7884049,47.1836035,17.9891735
3.4488708,867.6542744,222.01274,42.8907216,92.545881,47.1836103,17.9891785
3.4723729,872.8185592,220.7681362,43.1752734,93.1129429,47.1836154,17.9891823
3.507626,880.510858,218.9278789,43.6004258,93.9579419,47.183623,17.9891879
3.5493066,889.5232399,216.7903643,44.1019235,94.9471237,47.1836319,17.9891946
3.5993066,900.2188496,214.2765229,44.7015567,96.1202553,47.1836424,17.9892025
3.6493066,910.7907501,211.8148354,45.2976492,97.2804349,47.1836529,17.9892104
3.6914963,919.616931,209.7792861,45.7975077,98.2499626,47.1836616,17.989217
3.7414963,929.9676117,207.4143086,46.3874067,99.3869612,47.1836718,17.9892248
3.7914963,940.201888,205.0982015,46.9740718,100.5117948,47.1836819,17.9892326
3.8414963,950.3222399,202.8303271,47.558554,101.6237988,47.1836919,17.9892403
3.8914963,960.3309638,200.6066553,48.1411481,102.7230452,47.1837018,17.989248
3.9414963,970.2301309,198.4251434,48.7207695,103.8109268,47.1837116,17.9892557
3.9914963,980.0218236,196.2857319,49.2972694,104.8879026,47.1837213,17.9892633
4.0414963,989.7081303,194.1869514,49.8712363,105.9536891,47.1837309,17.9892709
4.0914963,999.2909955,192.1267763,50.4424423,107.0087955,47.1837404,17.9892785
4.1414963,1008.7723285,190.1052205,51.0109498,108.0534795,47.1837497,17.989286
4.1914963,1018.1540813,188.1210607,51.5779075,109.0868995,47.183759,17.9892935
4.2414963,1027.4380047,186.1705822,52.1431726,110.109449,47.1837682,17.989301
4.2914963,1036.6256554,184.2529063,52.7052919,111.122803,47.1837773,17.9893084
4.3414963,1045.7187684,182.3709164,53.2650105,112.1265146,47.1837864,17.9893158
4.3690268,1050.6858488,181.3493319,53.5731482,112.6741844,47.1837913,17.9893199
4.3995875,1056.1670571,180.2254323,53.9152824,113.2779262,47.1837967,17.9893244
4.4454285,1064.3250926,178.555873,54.4266861,114.1772451,47.1838048,17.9893312
4.4618085,1067.2216921,177.964643,54.6083772,114.4972945,47.1838077,17.9893336
4.480299,1070.4799653,177.301819,54.8127912,114.8578066,47.1838109,17.9893363
4.5080348,1075.3446094,176.3173153,55.1185649,115.3965469,47.1838158,17.9893403
4.5496385,1082.5910116,174.8597617,55.5767381,116.1987943,47.183823,17.9893464
4.5857606,1088.834059,173.6101421,55.9744748,116.8893334,47.1838292,17.9893517
4.6357606,1097.4019903,171.9019099,56.5236404,117.8373583,47.1838377,17.9893589
4.6787982,1104.7092051,170.4534903,56.993986,118.6472938,47.183845,17.9893652
4.7135405,1110.5630721,169.3012604,57.3734591,119.2957552,47.1838508,17.9893702
4.7350745,1114.1715398,168.5929089,57.6089928,119.6948958,47.1838544,17.9893733
4.7673756,1119.5558811,167.5371985,57.9620567,120.2903392,47.1838598,17.989378
4.8158272,1127.5690459,165.9701924,58.4894761,121.1778735,47.1838678,17.9893849
4.842548,1131.9560383,165.1149102,58.778798,121.6649264,47.1838722,17.9893888
4.8691404,1136.2994091,164.2714143,59.0655917,122.1480081,47.1838765,17.9893926
4.9090288,1142.7728739,163.0220838,59.4949211,122.8683951,47.183883,17.9893982
4.9339451,1146.7914946,162.2502218,59.76334,123.3150879,47.183887,17.9894018
4.9554032,1150.2370972,161.5898744,59.9948253,123.6976032,47.1838904,17.9894049
4.984258,1154.8482801,160.7071507,60.3062995,124.2090884,47.183895,17.989409
5.0275404,1161.7176797,159.3931239,60.7724896,124.9715884,47.1839019,17.9894152
5.0601511,1166.8560867,158.4125513,61.1221573,125.5431479,47.183907,17.9894198
5.0937225,1172.1127342,157.4130463,61.4806863,126.1289785,47.1839123,17.9894245
5.1437225,1179.880255,155.9444129,62.0129575,126.9957889,47.1839201,17.9894316
5.1937225,1187.5751881,154.4966871,62.5441857,127.8549427,47.1839278,17.9894386
5.2437225,1195.1984802,153.0683545,63.0738193,128.7071308,47.1839355,17.9894456
5.2937225,1202.7511859,151.6617635,63.6025323,129.5518327,47.1839431,17.9894526
5.3227163,1207.0989265,150.8553898,63.9093946,130.0375949,47.1839475,17.9894567
5.3578443,1212.3354644,149.8853989,64.2814097,130.6222281,47.1839527,17.9894616
5.4078443,1219.7306087,148.5143339,64.8091637,131.4492557,47.1839601,17.9894686
5.4278811,1222.6749663,147.9691459,65.0194793,131.779599,47.1839631,17.9894714
5.4515145,1226.1338745,147.330663,65.2666966,132.1684523,47.1839666,17.9894746
5.4869647,1231.2941875,146.3832438,65.6365699,132.7494043,47.1839718,17.9894795
5.5260585,1236.9463864,145.3516544,66.0447813,133.385257,47.1839776,17.9894849
5.5421947,1239.267706,144.9293738,66.2137389,133.6458854,47.1839799,17.9894872
5.5577166,1241.4942797,144.5247145,66.3765935,133.8955219,47.1839821,17.9894893
5.5770511,1244.259044,144.0219763,66.5797672,134.2051464,47.1839849,17.989492
5.6060529,1248.3880605,143.2695957,66.8845027,134.6675025,47.1839891,17.989496
5.6404393,1253.2555076,142.3800157,67.2444484,135.2137984,47.183994,17.9895008
5.656485,1255.5163571,141.9665481,67.411587,135.4683278,47.1839963,17.989503
5.6711271,1257.5736741,141.5904288,67.5635791,135.7004523,47.1839984,17.989505
5.6853641,1259.5687879,141.2261652,67.710869,135.9260405,47.1840004,17.989507
5.7009212,1261.7429902,140.8301743,67.8712968,136.1723853,47.1840026,17.9895091
5.7211641,1264.5628873,140.3187749,68.0794112,136.4925094,47.1840055,17.9895118
5.7515285,1268.7734875,139.5598545,68.3910368,136.9710398,47.1840098,17.989516
5.7786041,1272.5087883,138.8899343,68.6692574,137.3951994,47.1840136,17.9895196
5.7945694,1274.7029045,138.4972923,68.8337181,137.6439435,47.1840159,17.9895218
5.809681,1276.7739512,138.1270779,68.9897106,137.8784069,47.184018,17.9895239
5.8237366,1278.6953072,137.7840434,69.1351156,138.0956104,47.1840199,17.9895258
5.8374387,1280.563723,137.4507226,69.2771668,138.3065236,47.1840218,17.9895277
5.8522365,1282.576468,137.0917533,69.4308856,138.5334204,47.1840239,17.9895297
5.8715301,1285.1927726,136.6244059,69.6315938,138.8280653,47.1840265,17.9895324
5.9004705,1289.1003673,135.9231547,69.9323021,139.2684775,47.1840305,17.9895364
5.9173423,1291.3690742,135.5142097,70.1068984,139.5248814,47.1840328,17.9895387
5.9298621,1293.0481229,135.2111004,70.235965,139.7151353,47.1840345,17.9895404
5.9412774,1294.5757339,134.9352933,70.3532398,139.8886342,47.184036,17.9895419
5.9525418,1296.0800695,134.6639302,70.4685805,140.0598747,47.1840376,17.9895435
5.964591,1297.6858389,134.3749532,70.5915625,140.2430589,47.1840392,17.9895451
5.9796297,1299.6851318,134.0165046,70.7445875,140.4716114,47.1840413,17.9895471
6.0021878,1302.6740224,133.4835565,70.9735118,140.8139258,47.1840444,17.9895501
6.0360248,1307.1350344,132.6936259,71.3168178,141.3249885,47.184049,17.9895547
6.0510195,1309.1034407,132.3464961,71.4693727,141.5501034,47.184051,17.9895567
6.0631694,1310.6945992,132.0663045,71.5933007,141.7317719,47.1840526,17.9895583
6.0743225,1312.1522558,131.8098592,71.7073454,141.8979259,47.1840541,17.9895598
6.0852862,1313.5823915,131.5583991,71.8197244,142.0606818,47.1840556,17.9895613
6.0967665,1315.0769774,131.2956707,71.9376727,142.2305079,47.1840571,17.9895629
6.1096061,1316.7449756,131.0023631,72.0698749,142.4197615,47.1840588,17.9895646
6.1267211,1318.9625763,130.6117863,72.2464163,142.6710744,47.1840611,17.989567
6.1523937,1322.2764844,130.0258237,72.511339,143.0465512,47.1840644,17.9895705
6.1888435,1326.9557248,129.1926273,72.8860889,143.57817,47.1840692,17.9895754
