z,x,y
8720,1271.7,412.15
8725,1273.3,412.56
8730,1274.9,412.97
8735,1276.5,413.38
8740,1278.2,413.79
8744.9,1279.8,414.19
8749.8,1281.4,414.6
8754.7,1283,415.01
8759.6,1284.6,415.42
8764.4,1286.2,415.82
8769.2,1287.8,416.23
8774,1289.4,416.63
8778.7,1291,417.04
8783.5,1292.7,417.44
8788.2,1294.3,417.85
8792.8,1295.9,418.25
8797.5,1297.5,418.66
8802.1,1299.1,419.06
8806.7,1300.7,419.46
8811.3,1302.3,419.87
8815.8,1303.9,420.27
8820.3,1305.5,420.67
8824.8,1307.1,421.07
8829.3,1308.7,421.47
8833.7,1310.3,421.87
8838.1,1311.9,422.28
8842.5,1313.5,422.68
8846.8,1315.1,423.08
8851.2,1316.7,423.48
8855.5,1318.3,423.87
8859.8,1319.9,424.27
8864,1321.5,424.67
8868.2,1323.1,425.07
8872.4,1324.7,425.47
8876.6,1326.2,425.87
8880.8,1327.8,426.26
8884.9,1329.4,426.66
8889,1331,427.06
8893.1,1332.6,427.45
8897.1,1334.2,427.85
8901.1,1335.8,428.25
8905.1,1337.4,428.64
8909.1,1339,429.04
8913,1340.6,429.43
8916.9,1342.1,429.83
8920.8,1343.7,430.22
8924.7,1345.3,430.62
8928.5,1346.9,431.01
8932.3,1348.5,431.4
8936.1,1350.1,431.8
8939.9,1351.6,432.19
8943.6,1353.2,432.58
8947.3,1354.8,432.97
8951,1356.4,433.37
8954.7,1358,433.76
8958.3,1359.6,434.15
8961.9,1361.1,434.54
8965.5,1362.7,434.93
8969,1364.3,435.32
8972.6,1365.9,435.71
8976.1,1367.4,436.1
8979.6,1369,436.49
8983,1370.6,436.88
8986.4,1372.2,437.27
8989.8,1373.7,437.66
8993.2,1375.3,438.05
8996.6,1376.9,438.44
8999.9,1378.5,438.82
9003.2,1380,439.21
9006.5,1381.6,439.6
9009.7,1383.2,439.99
9012.9,1384.8,440.37
9016.1,1386.3,440.76
9019.3,1387.9,441.15
9022.5,1389.5,441.53
9025.6,1391,441.92
9028.7,1392.6,442.3
9031.7,1394.2,442.69
9034.8,1395.7,443.07
9037.8,1397.3,443.46
9040.8,1398.9,443.84
9043.8,1400.4,444.23
9046.7,1402,444.61
9049.6,1403.6,445
9052.5,1405.1,445.38
9055.4,1406.7,445.76
9058.3,1408.2,446.15
9061.1,1409.8,446.53
9063.9,1411.4,446.91
9066.6,1412.9,447.29
9069.4,1414.5,447.68
9072.1,1416.1,448.06
9074.8,1417.6,448.44
9077.5,1419.2,448.82
9080.1,1420.7,449.2
9082.7,1422.3,449.58
9085.3,1423.8,449.96
9087.9,1425.4,450.34
9090.4,1427,450.72
9092.9,1428.5,451.1
9095.4,1430.1,451.48
9097.9,1431.6,451.86
9100.3,1433.2,452.24
9102.8,1434.7,452.62
9105.2,1436.3,453
9107.5,1437.8,453.38
9109.9,1439.4,453.76
9112.2,1441,454.14
9114.5,1442.5,454.51
9116.7,1444.1,454.89
9119,1445.6,455.27
9121.2,1447.2,455.65
9123.4,1448.7,456.02
9125.6,1450.3,456.4
9127.7,1451.8,456.78
9129.8,1453.4,457.15
9131.9,1454.9,457.53
9134,1456.5,457.9
9136,1458,458.28
9138.1,1459.5,458.66
9140.1,1461.1,459.03
9142,1462.6,459.41
9144,1464.2,459.78
9145.9,1465.7,460.16
9147.8,1467.3,460.53
9149.7,1468.8,460.9
9151.5,1470.4,461.28
9153.3,1471.9,461.65
9155.1,1473.4,462.03
9156.9,1475,462.4
9158.6,1476.5,462.77
9160.4,1478.1,463.14
9162.1,1479.6,463.52
9163.7,1481.2,463.89
9165.4,1482.7,464.26
9167,1484.2,464.63
9168.6,1485.8,465.01
9170.2,1487.3,465.38
9171.7,1488.9,465.75
9173.3,1490.4,466.12
9174.8,1491.9,466.49
9176.2,1493.5,466.86
9177.7,1495,467.23
9179.1,1496.5,467.6
9180.5,1498.1,467.97
9181.9,1499.6,468.34
9183.3,1501.1,468.71
9184.6,1502.7,469.08
9185.9,1504.2,469.45
9187.2,1505.8,469.82
9188.4,1507.3,470.19
9189.7,1508.8,470.56
9190.9,1510.4,470.93
9192,1511.9,471.3
9193.2,1513.4,471.66
9194.3,1514.9,472.03
9195.4,1516.5,472.4
9196.5,1518,472.77
9197.6,1519.5,473.13
9198.6,1521.1,473.5
9199.6,1522.6,473.87
9200.6,1524.1,474.24
9201.6,1525.7,474.6
9202.5,1527.2,474.97
9203.4,1528.7,475.33
9204.3,1530.2,475.7
9205.2,1531.8,476.07
9206,1533.3,476.43
9206.8,1534.8,476.8
9207.6,1536.3,477.16
9208.4,1537.9,477.53
9209.1,1539.4,477.89
9209.9,1540.9,478.26
9210.6,1542.4,478.62
9211.2,1544,478.99
9211.9,1545.5,479.35
9212.5,1547,479.71
9213.1,1548.5,480.08
9213.7,1550.1,480.44
9214.2,1551.6,480.8
9214.7,1553.1,481.17
9215.3,1554.6,481.53
9215.7,1556.2,481.89
9216.2,1557.7,482.26
9216.6,1559.2,482.62
9217,1560.7,482.98
9217.4,1562.2,483.34
9217.8,1563.8,483.7
9218.1,1565.3,484.07
9218.4,1566.8,484.43
9218.7,1568.3,484.79
9218.9,1569.8,485.15
9219.2,1571.3,485.51
9219.4,1572.9,485.87
9219.6,1574.4,486.23
9219.7,1575.9,486.59
9219.9,1577.4,486.95
9220,1578.9,487.31
9220.1,1580.4,487.67
9220.1,1582,488.03
9220.2,1583.5,488.39
9220.2,1585,488.75
9220.2,1586.5,489.11
9220.2,1588,489.47
9220.1,1589.5,489.82
9220.1,1590.9,490.14
9220,1592.2,490.47
9219.9,1593.6,490.79
9219.7,1595,491.1
9219.6,1596.4,491.42
9219.4,1597.8,491.73
9219.2,1599.2,492.04
9219,1600.6,492.35
9218.7,1602,492.65
9218.4,1603.4,492.96
9218.1,1604.8,493.26
9217.8,1606.2,493.55
9217.5,1607.6,493.85
9217.1,1609,494.14
9216.7,1610.4,494.42
9216.3,1611.8,494.71
9215.8,1613.2,494.99
9215.3,1614.6,495.27
9214.8,1616,495.54
9214.3,1617.4,495.82
9213.7,1618.8,496.09
9213.1,1620.2,496.35
9212.5,1621.6,496.61
9211.9,1623,496.87
9211.2,1624.4,497.13
9210.5,1625.8,497.38
9209.7,1627.2,497.63
9209,1628.6,497.87
9208.2,1630,498.11
9207.3,1631.4,498.35
9206.5,1632.8,498.58
9205.6,1634.2,498.81
9204.6,1635.6,499.04
9203.6,1637,499.26
9202.6,1638.4,499.48
9201.6,1639.8,499.69
9200.5,1641.2,499.9
9199.4,1642.6,500.1
9198.2,1644,500.3
9197.1,1645.4,500.5
9195.8,1646.8,500.69
9194.5,1648.2,500.88
9193.2,1649.6,501.06
9191.9,1651,501.23
9190.5,1652.4,501.41
9189,1653.8,501.57
9187.6,1655.2,501.73
9186,1656.6,501.89
9184.4,1658,502.04
9182.8,1659.5,502.19
9181.1,1660.9,502.33
9179.4,1662.3,502.46
9177.6,1663.7,502.59
9175.8,1665.1,502.71
9173.9,1666.5,502.82
9172,1668,502.93
9170,1669.4,503.03
9167.9,1670.8,503.12
9165.8,1672.2,503.21
9163.6,1673.7,503.29
9161.3,1675.1,503.36
9159,1676.5,503.42
9156.6,1678,503.48
9154.1,1679.4,503.52
9151.6,1680.9,503.56
9149,1682.3,503.59
9146.3,1683.8,503.6
9143.5,1685.2,503.61
9140.6,1686.7,503.6
9137.6,1688.2,503.59
9134.6,1689.6,503.56
9131.4,1691.1,503.52
9128.1,1692.6,503.47
9124.8,1694.1,503.4
9121.3,1695.6,503.31
9117.7,1697.1,503.22
9113.9,1698.6,503.1
9110.1,1700.1,502.97
9106.1,1701.6,502.82
9101.9,1703.2,502.65
9097.6,1704.7,502.46
9093.1,1706.3,502.24
9088.5,1707.8,502.01
9083.6,1709.4,501.74
9078.6,1711,501.45
9073.3,1712.6,501.13
9067.9,1714.2,500.78
9062.2,1715.8,500.4
9056.2,1717.4,499.98
9050,1719,499.51
9043.4,1720.7,499.01
9036.6,1722.3,498.45
9029.3,1724,497.85
9021.7,1725.7,497.18
9013.7,1727.4,496.45
9005.3,1729.1,495.66
8996.3,1730.8,494.78
8986.7,1732.6,493.82
8976.6,1734.4,492.75
8965.8,1736.1,491.58
8954.1,1737.9,490.28
8941.6,1739.8,488.84
8928.1,1741.6,487.22
8913.4,1743.5,485.42
8897.4,1745.3,483.38
8879.8,1747.2,481.08
8860.3,1749.1,478.45
8838.6,1751.1,475.42
8815.9,1752.9,472.17
8793.2,1754.5,468.82
8770.4,1755.9,465.38
8747.6,1757.2,461.87
8724.8,1758.3,458.29
8702,1759.4,454.65
8679.2,1760.3,450.95
8656.4,1761.1,447.2
8633.6,1761.8,443.4
8610.8,1762.5,439.57
8588.1,1763.1,435.7
8565.3,1763.6,431.79
8542.6,1764.1,427.86
8519.9,1764.5,423.9
8497.3,1764.9,419.92
8474.6,1765.2,415.92
8452,1765.5,411.91
8429.4,1765.8,407.87
8406.9,1766,403.82
8384.4,1766.2,399.76
8361.9,1766.4,395.69
8339.4,1766.6,391.61
8317,1766.8,387.51
8294.5,1766.9,383.41
8272.2,1767,379.3
8249.8,1767.1,375.19
8227.5,1767.2,371.07
8205.2,1767.3,366.94
8182.9,1767.4,362.81
8160.7,1767.5,358.68
8138.5,1767.6,354.54
8116.3,1767.6,350.4
8094.2,1767.7,346.26
8072.1,1767.7,342.11
8050,1767.8,337.96
8027.9,1767.8,333.81
8005.9,1767.9,329.66
7983.9,1767.9,325.51
7961.9,1767.9,321.35
7940,1768,317.19
7918.1,1768,313.04
7896.2,1768,308.88
7874.3,1768,304.72
7852.5,1768.1,300.56
7830.7,1768.1,296.4
