# PML Intruder 38mm J270-11 SW (Up to date)
# 904 data points written for 7 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  "Nose cone, Payload section"
#
# Time (s),Altitude (m),Total velocity (m/s),Position East of launch (m),Position North of launch (m),Latitude (°),Longitude (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.5485118,17.0742758,65.3505036,1.6297494,1.0522126,47.1827875,17.9886326
0.5771782,18.986649,68.9728619,1.8167338,1.1733283,47.1827886,17.988635
0.6201778,22.0506107,74.3924809,2.1020113,1.3527599,47.1827902,17.9886388
0.6452542,23.9457323,77.5388041,2.2676763,1.4527562,47.1827911,17.988641
0.660503,25.1371006,79.44629,2.367124,1.5108359,47.1827916,17.9886423
0.6736786,26.1901917,81.0917943,2.4519194,1.5590061,47.182792,17.9886434
0.6858024,27.1786017,82.6042116,2.5288491,1.6015079,47.1827924,17.9886445
0.6972206,28.1264691,84.0274879,2.6002271,1.639821,47.1827927,17.9886454
0.7081644,29.0503939,85.3911782,2.6675806,1.674897,47.1827931,17.9886463
0.7187141,29.9553599,86.7064167,2.7314704,1.7071249,47.1827934,17.9886471
0.7289902,30.8503581,87.9885637,2.7926831,1.7369781,47.1827936,17.988648
0.7391216,31.7458229,89.2540137,2.8520274,1.7648998,47.1827939,17.9886487
0.7492181,32.6511041,90.516755,2.9101653,1.7912227,47.1827941,17.9886495
0.7594041,33.5774692,91.7925189,2.9678109,1.8162624,47.1827943,17.9886503
0.7695857,34.5165686,93.0697058,3.0244327,1.8397787,47.1827945,17.988651
0.7799302,35.484144,94.3696281,3.080962,1.8621447,47.1827947,17.9886518
0.7906431,36.5004802,95.7185619,3.138488,1.8837278,47.1827949,17.9886525
0.8020288,37.5966382,97.1555159,3.1985668,1.9049755,47.1827951,17.9886533
0.8146151,38.8275633,98.7481423,3.2638289,1.926554,47.1827953,17.9886542
0.8295534,40.3147237,100.6441134,3.3399469,1.949789,47.1827955,17.9886552
0.8502964,42.42699,103.2816343,3.4438311,1.9783751,47.1827958,17.9886566
0.881411,45.698283,107.238949,3.5977467,2.0152919,47.1827961,17.9886586
0.9079032,48.5807204,110.6039808,3.7293147,2.0434479,47.1827964,17.9886603
0.9211779,50.0585579,112.287057,3.796089,2.0571087,47.1827965,17.9886612
0.9325224,51.3391904,113.7234172,3.8538033,2.0687541,47.1827966,17.988662
0.9428944,52.5242882,115.0348423,3.9071742,2.079462,47.1827967,17.9886627
0.9527693,53.6651915,116.2816811,3.9585664,2.0897572,47.1827968,17.9886634
0.9624383,54.7942302,117.5008356,4.0094568,2.0999565,47.1827969,17.9886641
0.972145,55.9394927,118.7229631,4.0611133,2.1103174,47.182797,17.9886647
0.9821343,57.1304686,119.9787571,4.1148522,2.121093,47.1827971,17.9886654
0.9927837,58.4139271,121.3155459,4.172747,2.1326679,47.1827972,17.9886662
1.0046938,59.8661732,122.8082318,4.2381554,2.1456402,47.1827973,17.9886671
1.0186772,61.5938791,124.5574377,4.3157015,2.1607706,47.1827974,17.9886681
1.0361357,63.7852313,126.7358016,4.4133874,2.179236,47.1827976,17.9886694
1.0623234,67.1434639,129.9901163,4.5607875,2.2050978,47.1827978,17.9886713
1.101605,72.3402745,134.8372751,4.7803605,2.2361994,47.1827981,17.9886743
1.1152571,74.1909828,136.5118719,4.8553987,2.2439819,47.1827982,17.9886752
1.1269704,75.7971168,137.9445574,4.919043,2.2491938,47.1827982,17.9886761
1.137983,77.322492,139.2872762,4.978211,2.2528097,47.1827983,17.9886769
1.1489146,78.8512802,140.6163658,5.0362931,2.2551581,47.1827983,17.9886776
1.1603768,80.4699076,142.0063093,5.0965237,2.2563174,47.1827983,17.9886784
1.1731652,82.2946196,143.5529672,5.1629849,2.2561103,47.1827983,17.9886793
1.1892803,84.6221687,145.4961658,5.2458233,2.2537971,47.1827983,17.9886804
1.2134528,88.1721433,148.3987875,5.3688916,2.2467736,47.1827982,17.988682
1.2497117,93.6282171,152.7215711,5.5533031,2.2308234,47.1827981,17.9886845
1.2643048,95.8682486,154.4487404,5.6281286,2.2232748,47.182798,17.9886855
1.2770922,97.8517739,155.9562865,5.694146,2.2163061,47.1827979,17.9886863
1.2897461,99.8335237,157.4421097,5.7598972,2.2090989,47.1827979,17.9886872
1.3035254,102.0128655,159.0529828,5.8319164,2.2008441,47.1827978,17.9886882
1.3207347,104.7657851,161.0539871,5.9222869,2.1897515,47.1827977,17.9886894
1.3465487,108.9594832,164.0326604,6.0579926,2.1707461,47.1827975,17.9886912
1.3852697,115.3934044,168.4498392,6.2591994,2.1341797,47.1827972,17.9886938
1.4006885,118.002885,170.191952,6.3378863,2.1162621,47.182797,17.9886949
1.4152279,120.4881133,171.8272662,6.4112027,2.0974775,47.1827969,17.9886958
1.4306972,123.1583693,173.5595236,6.4883128,2.0755249,47.1827967,17.9886969
1.450943,126.6935277,175.8154706,6.5880994,2.0440036,47.1827964,17.9886982
1.4813118,132.0815945,179.1747064,6.7363609,1.9918295,47.1827959,17.9887001
1.5268649,140.3537197,184.1522644,6.9581938,1.905392,47.1827951,17.9887031
1.5438109,143.4886074,185.9827465,7.0412001,1.8714249,47.1827948,17.9887042
1.5598481,146.4838503,187.7044723,7.1201579,1.8385443,47.1827945,17.9887052
1.5810675,150.4892157,189.9650637,7.2249718,1.7936775,47.1827941,17.9887066
1.6128966,156.586674,193.3193479,7.381597,1.7221319,47.1827935,17.9887087
1.6325346,160.401767,195.3726037,7.4770545,1.6746235,47.1827931,17.9887099
1.6468782,163.2137388,196.8655405,7.5459806,1.6380739,47.1827927,17.9887108
1.6620422,166.2098102,198.4384516,7.6181551,1.597777,47.1827924,17.9887118
1.6847883,170.7485825,200.7924339,7.7255799,1.5346568,47.1827918,17.9887132
1.7189074,177.6580469,204.3734781,7.8868742,1.436008,47.1827909,17.9887154
1.7321718,180.3769726,205.7408979,7.9500815,1.3968325,47.1827906,17.9887162
1.7452732,183.0802158,207.0742714,8.0128584,1.3577674,47.1827902,17.988717
1.7614307,186.4378954,208.6997778,8.0906112,1.3089511,47.1827898,17.9887181
1.7856669,191.5236548,211.136991,8.2073079,1.2337727,47.1827891,17.9887196
1.8220211,199.262613,214.7625797,8.3802634,1.1143335,47.182788,17.9887219
1.8350705,202.0723648,216.0287832,8.4413209,1.0691034,47.1827876,17.9887227
1.8486905,205.0224888,217.3334291,8.5044214,1.0205345,47.1827872,17.9887235
1.8677447,209.1792043,219.1278907,8.591929,0.9505836,47.1827865,17.9887247
1.8963259,215.4776824,221.7692436,8.723023,0.8428576,47.1827856,17.9887264
1.9081588,218.1072785,222.8482165,8.7776246,0.7976768,47.1827852,17.9887271
1.9197326,220.6916151,223.8956213,8.8312767,0.7532214,47.1827848,17.9887279
1.9340885,223.9139165,225.1828931,8.8980449,0.6976032,47.1827843,17.9887287
1.9556224,228.7817519,227.0880892,8.9980819,0.6126224,47.1827835,17.9887301
1.9798988,234.3183955,229.2059324,9.1094312,0.5133304,47.1827826,17.9887315
1.9897858,236.5879517,230.0625892,9.1540776,0.471568,47.1827822,17.9887321
1.999666,238.8644037,230.9157967,9.1982592,0.4290411,47.1827819,17.9887327
2.0114514,241.5908496,231.9302927,9.2504692,0.3773543,47.1827814,17.9887334
2.0291297,245.7028787,233.4458901,9.3281473,0.2982401,47.1827807,17.9887344
2.055647,251.9209619,235.7037761,9.4445872,0.1773817,47.1827796,17.988736
2.0667724,254.5474851,236.6360694,9.4937396,0.1262307,47.1827791,17.9887366
2.0776158,257.1173589,237.5325772,9.5418703,0.0761834,47.1827787,17.9887373
2.0909375,260.2877575,238.6160105,9.6012089,0.0143498,47.1827781,17.988738
2.11092,265.0700489,240.2033951,9.6901663,-0.0795835,47.1827773,17.9887392
2.1408938,272.3013217,242.4684184,9.8219794,-0.2245879,47.182776,17.988741
2.1552872,275.7968025,243.4221038,9.8843372,-0.2961616,47.1827753,17.9887418
2.1719637,279.8630954,244.4241454,9.955891,-0.3805099,47.1827746,17.9887427
2.1963285,285.8313494,245.654743,10.0595497,-0.5058572,47.1827735,17.9887441
2.2328757,294.8276078,246.8115104,10.2151138,-0.6958511,47.1827717,17.9887462
2.2565479,300.671024,247.0809917,10.3164048,-0.8192491,47.1827706,17.9887475
2.2920563,309.4381297,246.8879483,10.4687975,-1.0043389,47.182769,17.9887495
2.3420563,321.7461833,245.6017543,10.683817,-1.2639317,47.1827666,17.9887524
2.3920563,333.9670537,243.4268659,10.8991386,-1.520727,47.1827643,17.9887552
2.4179882,340.2592771,242.0468492,11.0103493,-1.6529463,47.1827631,17.9887567
2.4568862,349.6258401,239.7406657,11.1773991,-1.8487295,47.1827614,17.9887589
2.4907747,357.7112871,237.6245137,11.3242725,-2.015508,47.1827599,17.9887608
# Event BURNOUT occurred at t=2.5 seconds
2.5,359.8998727,237.0321261,11.3644735,-2.0602784,47.1827595,17.9887614
2.5138379,363.1724901,236.1416323,11.424893,-2.1269734,47.1827589,17.9887622
2.5345947,368.0584327,234.8182081,11.5157421,-2.2260284,47.182758,17.9887634
2.56573,375.3362313,232.8600339,11.6523504,-2.3725732,47.1827567,17.9887652
2.608544,385.2453834,230.2186436,11.8400529,-2.5709782,47.1827549,17.9887677
2.6551193,395.8982225,227.412937,12.0441316,-2.7827583,47.182753,17.9887704
2.7051193,407.1908442,224.4770179,12.2647103,-3.0038535,47.182751,17.9887733
2.7550999,418.334256,221.6150011,12.4873979,-3.2178938,47.1827491,17.9887762
2.8050999,429.340586,218.8194582,12.7109279,-3.4266642,47.1827472,17.9887792
2.8540521,439.9824695,216.1469267,12.9292515,-3.6271979,47.1827454,17.9887821
2.9040521,450.7187571,213.4828321,13.1524606,-3.8274343,47.1827436,17.988785
2.9540521,461.3234712,210.8819706,13.3777396,-4.0213142,47.1827418,17.988788
3.0040521,471.799546,208.3359447,13.6036417,-4.210393,47.1827401,17.988791
3.0275438,476.6779211,207.1594381,13.7091178,-4.2984746,47.1827393,17.9887924
3.0627813,483.9440679,205.4198449,13.8672376,-4.4290268,47.1827382,17.9887945
3.0860913,488.7172501,204.2851354,13.9725694,-4.5135752,47.1827374,17.9887959
3.1023666,492.0343136,203.4997556,14.0466897,-4.5715283,47.1827369,17.9887969
3.1233014,496.2823203,202.4967913,14.1425444,-4.644958,47.1827362,17.9887981
3.1547037,502.6151627,201.0064245,14.2862144,-4.7539573,47.1827352,17.9888
3.1725745,506.1983403,200.166479,14.3674585,-4.815837,47.1827347,17.9888011
3.1924582,510.1675574,199.2399494,14.4574063,-4.8845714,47.1827341,17.9888023
3.2222838,516.0870633,197.8663863,14.5920687,-4.9868383,47.1827332,17.9888041
3.2670222,524.8901934,195.8398491,14.7950682,-5.1368132,47.1827318,17.9888068
3.2870671,528.8051842,194.9446102,14.8868359,-5.2022652,47.1827312,17.988808
3.3059937,532.4853334,194.105814,14.9740866,-5.2629396,47.1827307,17.9888091
3.3343835,537.9759144,192.8572593,15.1054247,-5.3525432,47.1827299,17.9888109
3.3583214,542.5780604,191.8131467,15.2156738,-5.4277124,47.1827292,17.9888123
3.3720451,545.2052508,191.2185297,15.2784349,-5.470895,47.1827288,17.9888132
3.3852617,547.7276907,190.6490976,15.3385358,-5.5125806,47.1827284,17.988814
3.4010299,550.7273002,189.9743205,15.4098851,-5.5623598,47.182728,17.9888149
3.4246823,555.2068681,188.9715054,15.5165549,-5.6367607,47.1827273,17.9888163
3.4601608,561.8820646,187.4869626,15.6768731,-5.7466657,47.1827263,17.9888184
3.4846469,566.4585282,186.4747061,15.7882768,-5.8208038,47.1827257,17.9888199
3.511306,571.4130681,185.383008,15.9102208,-5.8999862,47.1827249,17.9888215
3.5379647,576.338573,184.3028095,16.0328761,-5.977543,47.1827242,17.9888231
3.5595862,580.3123387,183.4345292,16.1330109,-6.0391281,47.1827237,17.9888245
3.5920184,586.2379425,182.1428137,16.2834802,-6.1301411,47.1827229,17.9888265
3.614561,590.3320477,181.2525415,16.3874481,-6.1932543,47.1827223,17.9888278
3.6322929,593.5384278,180.5574565,16.4686806,-6.2430137,47.1827219,17.9888289
3.6546571,597.5649332,179.688059,16.5706195,-6.3057469,47.1827213,17.9888303
3.6882034,603.5684621,178.3986954,16.7231651,-6.3990888,47.1827205,17.9888323
3.7382034,612.4370075,176.5082354,16.9517359,-6.5345383,47.1827192,17.9888353
3.7554829,615.4800157,175.8631347,17.0314971,-6.579901,47.1827188,17.9888364
3.7740727,618.7413722,175.1732738,17.1178157,-6.6278116,47.1827184,17.9888375
3.8019575,623.6094445,174.1456452,17.247871,-6.6983631,47.1827178,17.9888392
3.8437847,630.8580778,172.617424,17.4420751,-6.8034313,47.1827168,17.9888418
3.8564543,633.0411479,172.1580891,17.5002779,-6.8354948,47.1827165,17.9888426
3.8698601,635.3447673,171.6746183,17.5615073,-6.8695843,47.1827162,17.9888434
3.8877002,638.4003428,171.0357201,17.6425934,-6.9150395,47.1827158,17.9888444
3.9144604,642.962452,170.0869772,17.7640534,-6.9827424,47.1827152,17.9888461
3.9409839,647.4592781,169.1569098,17.8852128,-7.0483105,47.1827146,17.9888477
3.9553391,649.8828218,168.6572306,17.9513623,-7.0829089,47.1827143,17.9888485
3.9704855,652.432175,168.1323194,18.0215904,-7.1187447,47.182714,17.9888495
3.9932051,656.2413291,167.3487524,18.1274284,-7.1715499,47.1827135,17.9888509
4.0272845,661.9218012,166.1816227,18.2860969,-7.2498392,47.1827128,17.988853
4.0547903,666.4776873,165.2481471,18.4134401,-7.3128776,47.1827122,17.9888546
4.0821394,670.9822805,164.3285153,18.5393656,-7.3754898,47.1827117,17.9888563
4.123163,677.6923292,162.9661011,18.7276372,-7.4686238,47.1827108,17.9888588
4.173163,685.795632,161.3311938,18.9575206,-7.5794721,47.1827098,17.9888618
4.223163,693.8178178,159.7221526,19.1885843,-7.6867016,47.1827089,17.9888649
4.2717859,701.5424583,158.1812134,19.4145696,-7.7874073,47.182708,17.9888679
4.3217859,709.4082885,156.6194586,19.6483268,-7.8873124,47.1827071,17.988871
4.3652695,716.1858279,155.2753758,19.8507489,-7.9732033,47.1827063,17.9888737
4.3875286,719.6327074,154.594441,19.953527,-8.0173421,47.1827059,17.988875
4.4209172,724.7747705,153.5839524,20.107311,-8.0830932,47.1827053,17.9888771
4.4575161,730.3727352,152.4908859,20.2770181,-8.1528932,47.1827047,17.9888793
4.4754822,733.1061169,151.9586803,20.3611278,-8.1859286,47.1827044,17.9888804
4.4993522,736.7229698,151.2549136,20.4735148,-8.2287554,47.182704,17.9888819
4.5351573,742.1168349,150.2054447,20.6424955,-8.2916885,47.1827034,17.9888841
4.5719198,747.6159988,149.1363149,20.8152797,-8.3558921,47.1827029,17.9888864
4.5995017,751.7161782,148.341747,20.9441994,-8.4040317,47.1827024,17.9888881
4.6408746,757.825604,147.1632805,21.1370696,-8.4755623,47.1827018,17.9888907
4.6908746,765.1443615,145.7582463,21.3703479,-8.5599445,47.182701,17.9888938
4.7408746,772.3933295,144.3732856,21.603986,-8.6419537,47.1827003,17.9888969
4.7819977,778.3037551,143.2495038,21.7973474,-8.7067287,47.1826997,17.9888994
4.8319977,785.4280332,141.8967251,22.0331969,-8.782978,47.182699,17.9889025
4.8819977,792.4850817,140.5612048,22.2686466,-8.8577134,47.1826983,17.9889057
4.9319977,799.4758066,139.2448302,22.5042113,-8.9304472,47.1826977,17.9889088
4.9819977,806.401124,137.9462127,22.7410665,-9.0000442,47.1826971,17.9889119
5.0319977,813.2618101,136.6609023,22.9782508,-9.0674976,47.1826965,17.988915
5.0819977,820.0586183,135.3918801,23.2147409,-9.133863,47.1826959,17.9889182
5.1319977,826.7923939,134.1404517,23.4514598,-9.1982544,47.1826953,17.9889213
5.1819977,833.4639335,132.9040662,23.6887914,-9.2603138,47.1826947,17.9889244
5.2319977,840.074004,131.6837664,23.9269834,-9.3198172,47.1826942,17.9889276
5.2765311,845.910246,130.6091633,24.1404856,-9.3700525,47.1826937,17.9889304
5.3265311,852.4060323,129.4103526,24.3796994,-9.4253847,47.1826932,17.9889336
5.3765311,858.8423323,128.2303722,24.6185109,-9.4794888,47.1826927,17.9889367
5.4265311,865.2198936,127.0622868,24.8578859,-9.5314301,47.1826923,17.9889399
5.4765311,871.5393555,125.9077069,25.0973238,-9.581733,47.1826918,17.9889431
5.5265311,877.8013662,124.7652999,25.3366989,-9.6305442,47.1826914,17.9889463
5.5765311,884.006545,123.6352916,25.5755989,-9.6783044,47.182691,17.9889494
5.6265311,890.1555402,122.5190847,25.8141856,-9.7248856,47.1826905,17.9889526
5.6765311,896.2490374,121.4174508,26.0535435,-9.7692379,47.1826901,17.9889557
5.7239529,901.9776451,120.3838135,26.2820277,-9.8085057,47.1826898,17.9889588
5.7739529,907.9647672,119.3026046,26.5236635,-9.8477824,47.1826894,17.988962
5.8239529,913.8980355,118.2304804,26.7644222,-9.8865086,47.1826891,17.9889651
5.8739529,919.7780231,117.1717053,27.0044507,-9.9245567,47.1826887,17.9889683
5.9239529,925.6052975,116.123046,27.2438946,-9.961817,47.1826884,17.9889715
5.9739529,931.3804696,115.0902005,27.4843534,-9.9967324,47.1826881,17.9889747
6.0064605,935.1075396,114.4234765,27.6419577,-10.0174626,47.1826879,17.9889768
6.0552219,940.6575781,113.4292478,27.8790151,-10.0468755,47.1826876,17.9889799
6.1052219,946.2983909,112.4151799,28.1211188,-10.0767231,47.1826874,17.9889831
6.1300964,949.0858208,111.9142468,28.2406191,-10.0920311,47.1826872,17.9889847
6.1674081,953.243729,111.1700217,28.4192483,-10.1150188,47.182687,17.988987
6.2174081,958.7722472,110.1830726,28.6586817,-10.1446658,47.1826868,17.9889902
6.2674081,964.2516174,109.2072261,28.89925,-10.1719497,47.1826865,17.9889934
6.3119394,969.0906986,108.3453851,29.1147608,-10.193983,47.1826863,17.9889962
6.3619394,974.4784241,107.3860482,29.3577666,-10.2165722,47.1826861,17.9889995
6.4119394,979.8183004,106.4338187,29.6014098,-10.2373488,47.1826859,17.9890027
6.4619394,985.1106816,105.4867827,29.8442099,-10.2577988,47.1826857,17.9890059
6.5004984,989.159856,104.7627787,30.0303355,-10.2738933,47.1826856,17.9890084
6.5504984,994.3691274,103.8340086,30.2711724,-10.2942657,47.1826854,17.9890115
6.6004984,999.5321493,102.9150802,30.5124463,-10.3130745,47.1826853,17.9890147
6.6504984,1004.6493685,102.0061425,30.7548977,-10.3295984,47.1826851,17.9890179
6.6842032,1008.0732491,101.3985809,30.919527,-10.3389301,47.182685,17.9890201
6.7269622,1012.3874099,100.630126,31.1294725,-10.3489774,47.1826849,17.9890229
6.7678419,1016.4811673,99.8920415,31.3292073,-10.3588356,47.1826848,17.9890255
6.7860376,1018.2936513,99.5646158,31.4172837,-10.3638196,47.1826848,17.9890267
6.8056326,1020.2388843,99.2137266,31.5115879,-10.3695741,47.1826847,17.989028
6.8289169,1022.5414691,98.7993459,31.6230396,-10.3768084,47.1826847,17.9890294
6.8615461,1025.7520317,98.2238564,31.7784881,-10.3872965,47.1826846,17.9890315
6.91049,1030.5328902,97.3726954,32.0118703,-10.401995,47.1826845,17.9890346
6.9373932,1033.1430808,96.9091153,32.1411252,-10.4086892,47.1826844,17.9890363
6.9624945,1035.5671698,96.4783954,32.2625131,-10.4138827,47.1826843,17.9890379
6.9885964,1038.0764026,96.0322416,32.3895151,-10.4182426,47.1826843,17.9890396
7.0190118,1040.9855703,95.5141385,32.5383489,-10.4221402,47.1826843,17.9890415
7.0646349,1045.3197426,94.7395448,32.7625773,-10.4263314,47.1826842,17.9890445
7.1146349,1050.0291451,93.8931804,33.0082126,-10.4301008,47.1826842,17.9890478
7.1576009,1054.0422907,93.1687126,33.2181152,-10.4337431,47.1826842,17.9890505
7.1914662,1057.1835547,92.6009018,33.3825045,-10.4371675,47.1826841,17.9890527
7.2298604,1060.7217515,91.9619121,33.5678905,-10.4415093,47.1826841,17.9890552
7.2798604,1065.2928883,91.1385992,33.8084963,-10.4471539,47.182684,17.9890583
7.3298604,1069.8230336,90.3252471,34.0497543,-10.4512269,47.182684,17.9890615
7.3798604,1074.3125303,89.5172376,34.2922044,-10.4532036,47.182684,17.9890648
7.4298604,1078.7616669,88.7151647,34.5355199,-10.4534237,47.182684,17.989068
7.4798604,1083.1707419,87.9190597,34.7797035,-10.4518972,47.182684,17.9890712
7.5298604,1087.5400411,87.1278204,35.0246126,-10.4487783,47.182684,17.9890744
7.5798604,1091.8697912,86.339211,35.2692327,-10.4450885,47.1826841,17.9890777
7.6298604,1096.1602425,85.5571709,35.513095,-10.4413055,47.1826841,17.9890809
7.6798604,1100.4117165,84.7816612,35.7568874,-10.4367541,47.1826841,17.9890841
7.7298604,1104.6244216,84.0071141,35.9997077,-10.4323442,47.1826842,17.9890873
7.7789916,1108.7263958,83.2540708,36.2369184,-10.4286021,47.1826842,17.9890905
7.8289916,1112.8630948,82.4977268,36.4786859,-10.4236366,47.1826843,17.9890937
7.8703874,1116.2593125,81.8765064,36.6801734,-10.4176063,47.1826843,17.9890963
7.9114813,1119.6052612,81.2626832,36.881426,-10.4098585,47.1826844,17.989099
7.9614813,1123.6422826,80.5185489,37.1273258,-10.3987005,47.1826845,17.9891023
8.0114813,1127.6420803,79.7776171,37.3735223,-10.3864827,47.1826846,17.9891055
8.0614813,1131.6048867,79.0424435,37.6198925,-10.3733352,47.1826847,17.9891088
8.1114813,1135.5309228,78.3092157,37.8663283,-10.3593721,47.1826848,17.989112
8.1614813,1139.4203482,77.5799051,38.1120165,-10.3454098,47.182685,17.9891153
8.2114813,1143.2734123,76.8564007,38.3572402,-10.3311762,47.1826851,17.9891185
8.2614813,1147.0903571,76.1373339,38.602199,-10.3164836,47.1826852,17.9891218
8.3114813,1150.871411,75.4235781,38.8469551,-10.3012827,47.1826854,17.989125
8.3614813,1154.6168337,74.7157107,39.0919249,-10.2851706,47.1826855,17.9891283
8.4114813,1158.3268659,74.0123269,39.3373683,-10.2678976,47.1826857,17.9891315
8.4614813,1162.0017371,73.3146668,39.5834696,-10.2492879,47.1826858,17.9891348
8.5114813,1165.6416942,72.6217614,39.8306574,-10.2289221,47.182686,17.989138
8.5614813,1169.2469102,71.9303914,40.0786095,-10.2071271,47.1826862,17.9891413
8.6114813,1172.817524,71.241888,40.3267334,-10.1844987,47.1826864,17.9891446
8.6614813,1176.3536524,70.5523427,40.5744052,-10.1616646,47.1826866,17.9891479
8.6992176,1178.9996418,70.0321649,40.7602638,-10.1450611,47.1826868,17.9891503
8.7352764,1181.5097456,69.5379553,40.9368809,-10.129829,47.1826869,17.9891527
8.7835826,1184.8446316,68.8826224,41.1724579,-10.1099323,47.1826871,17.9891558
8.8335826,1188.2632452,68.2121297,41.4160452,-10.0889772,47.1826873,17.989159
8.8835826,1191.6483386,67.5461485,41.6599493,-10.0670963,47.1826875,17.9891622
8.9335826,1195.0001152,66.885049,41.904347,-10.0441213,47.1826877,17.9891655
8.9835826,1198.3188091,66.2307975,42.1500382,-10.0192625,47.1826879,17.9891687
9.0173491,1200.5414212,65.7921983,42.3172407,-10.0008657,47.1826881,17.9891709
9.0530736,1202.8766648,65.3285952,42.4952524,-9.9800027,47.1826882,17.9891733
9.1030736,1206.1170754,64.6791042,42.7454069,-9.9493005,47.1826885,17.9891766
9.1530736,1209.3248814,64.0281315,42.9954363,-9.9181481,47.1826888,17.9891799
9.2030736,1212.5001325,63.3771327,43.2441753,-9.8877099,47.1826891,17.9891832
9.2455798,1215.173978,62.8264666,43.4543202,-9.862698,47.1826893,17.989186
9.2955798,1218.2893891,62.1843381,43.7003487,-9.8339223,47.1826896,17.9891892
9.3455798,1221.3727931,61.5486888,43.9458923,-9.8050844,47.1826898,17.9891925
9.3955798,1224.4244087,60.9168888,44.1916007,-9.7755469,47.1826901,17.9891957
9.4455798,1227.4443865,60.2886772,44.4373797,-9.7454116,47.1826904,17.989199
