t,a,v,e,n
46.115,9024,70.234,19.78,1853.4
46.195,9018.8,70.637,20.549,1855.3
46.275,9013.5,71.04,21.329,1857.1
46.356,9008.1,71.444,22.12,1859
46.438,9002.6,71.848,22.922,1860.8
46.52,8997.1,72.253,23.736,1862.7
46.603,8991.4,72.658,24.562,1864.5
46.686,8985.7,73.064,25.401,1866.4
46.77,8979.9,73.47,26.252,1868.3
46.855,8974,73.877,27.116,1870.2
46.941,8968,74.283,27.994,1872.1
47.028,8961.9,74.691,28.885,1874
47.115,8955.7,75.098,29.791,1875.9
47.203,8949.4,75.506,30.71,1877.8
47.292,8943,75.914,31.645,1879.7
47.382,8936.5,76.323,32.595,1881.7
47.473,8929.9,76.732,33.561,1883.6
47.564,8923.2,77.141,34.543,1885.6
47.657,8916.3,77.55,35.541,1887.5
47.75,8909.4,77.959,36.557,1889.5
47.845,8902.3,78.369,37.59,1891.5
47.941,8895.1,78.777,38.642,1893.5
48.037,8887.8,79.186,39.712,1895.4
48.135,8880.4,79.595,40.802,1897.5
48.234,8872.8,80.004,41.912,1899.5
48.334,8865.1,80.413,43.042,1901.5
48.435,8857.2,80.822,44.194,1903.5
48.537,8849.2,81.231,45.367,1905.6
48.641,8841.1,81.64,46.564,1907.6
48.746,8832.8,82.049,47.783,1909.7
48.852,8824.3,82.457,49.028,1911.8
48.96,8815.7,82.866,50.297,1913.9
49.069,8806.9,83.275,51.593,1916
49.18,8798,83.683,52.915,1918.1
49.292,8788.8,84.091,54.266,1920.2
49.406,8779.5,84.499,55.645,1922.4
49.521,8770,84.907,57.055,1924.6
49.639,8760.3,85.315,58.496,1926.7
49.758,8750.3,85.722,59.97,1928.9
49.878,8740.2,86.128,61.477,1931.1
50.001,8729.9,86.535,63.02,1933.3
50.126,8719.3,86.94,64.6,1935.6
50.253,8708.5,87.346,66.217,1937.8
50.382,8697.4,87.751,67.875,1940.1
50.514,8686.1,88.155,69.575,1942.4
50.648,8674.5,88.558,71.318,1944.7
50.784,8662.6,88.961,73.107,1947.1
50.923,8650.5,89.363,74.944,1949.4
51.065,8638,89.764,76.831,1951.8
51.209,8625.3,90.165,78.771,1954.2
51.357,8612.1,90.564,80.766,1956.6
51.508,8598.7,90.962,82.819,1959
51.662,8584.9,91.359,84.933,1961.5
51.82,8570.6,91.755,87.112,1964
51.981,8556,92.15,89.359,1966.5
52.146,8541,92.543,91.679,1969.1
52.315,8525.5,92.935,94.075,1971.6
52.489,8509.5,93.325,96.551,1974.2
52.667,8493,93.714,99.114,1976.9
52.851,8476,94.1,101.77,1979.6
53.039,8458.5,94.485,104.52,1982.3
53.233,8440.3,94.867,107.38,1985
53.433,8421.4,95.247,110.35,1987.8
53.639,8401.9,95.624,113.44,1990.6
53.853,8381.7,95.998,116.65,1993.5
54.073,8360.6,96.369,120.01,1996.4
54.302,8338.7,96.737,123.52,1999.4
54.54,8315.8,97.101,127.2,2002.4
54.787,8291.9,97.46,131.06,2005.5
55.045,8266.9,97.815,135.11,2008.6
55.314,8240.7,98.164,139.38,2011.9
55.595,8213.2,98.508,143.89,2015.1
55.89,8184.2,98.845,148.66,2018.5
56.201,8153.6,99.175,153.73,2021.9
56.528,8121.2,99.496,159.11,2025.4
56.875,8086.8,99.808,164.87,2029.1
57.242,8050.2,100.11,171.03,2032.8
57.634,8011,100.4,177.65,2036.6
58.052,7969.1,100.67,184.81,2040.5
58.501,7923.9,100.93,192.56,2044.6
58.985,7875.1,101.17,200.99,2048.8
59.485,7824.5,101.38,209.78,2052.9
59.985,7773.9,101.56,218.65,2056.8
60.485,7723.2,101.69,227.6,2060.6
60.985,7672.4,101.79,236.61,2064.2
61.485,7621.6,101.85,245.67,2067.6
61.985,7570.8,101.88,254.79,2070.8
62.485,7519.9,101.87,263.96,2073.9
62.985,7469.1,101.85,273.17,2076.9
63.485,7418.3,101.79,282.41,2079.7
63.985,7367.6,101.72,291.68,2082.3
64.485,7316.8,101.62,300.98,2084.8
64.985,7266.2,101.51,310.3,2087.3
65.485,7215.6,101.38,319.63,2089.5
65.985,7165.1,101.23,328.98,2091.7
66.485,7114.6,101.07,338.33,2093.8
66.985,7064.2,100.89,347.68,2095.8
67.485,7014,100.71,357.04,2097.6
67.985,6963.8,100.51,366.38,2099.4
68.485,6913.7,100.31,375.72,2101.1
68.985,6863.8,100.1,385.05,2102.7
69.485,6813.9,99.877,394.36,2104.2
69.985,6764.2,99.652,403.66,2105.6
70.485,6714.5,99.42,412.94,2107
70.985,6665,99.183,422.21,2108.3
71.485,6615.6,98.942,431.46,2109.5
71.985,6566.4,98.697,440.69,2110.7
72.485,6517.2,98.449,449.9,2111.8
72.985,6468.2,98.198,459.1,2112.8
73.485,6419.3,97.946,468.28,2113.8
73.985,6370.5,97.693,477.44,2114.8
74.485,6321.9,97.439,486.58,2115.7
74.985,6273.4,97.184,495.7,2116.5
75.485,6225,96.926,504.8,2117.3
75.985,6176.7,96.668,513.88,2118.1
76.485,6128.6,96.409,522.94,2118.8
76.985,6080.6,96.15,531.98,2119.5
77.485,6032.7,95.891,541,2120.1
77.985,5984.9,95.632,550,2120.7
78.485,5937.3,95.375,558.97,2121.3
78.985,5889.8,95.118,567.93,2121.8
79.485,5842.5,94.863,576.86,2122.4
79.985,5795.2,94.61,585.77,2122.9
80.485,5748.1,94.356,594.65,2123.3
80.985,5701.1,94.103,603.5,2123.8
81.485,5654.3,93.85,612.32,2124.2
81.985,5607.6,93.598,621.1,2124.6
82.485,5561,93.348,629.85,2124.9
82.985,5514.5,93.098,638.56,2125.3
83.485,5468.1,92.85,647.23,2125.6
83.985,5421.9,92.604,655.86,2125.9
84.485,5375.8,92.36,664.45,2126.2
84.985,5329.8,92.118,672.99,2126.5
85.485,5283.9,91.876,681.49,2126.8
85.985,5238.2,91.635,689.93,2127
86.485,5192.6,91.395,698.33,2127.3
86.985,5147,91.156,706.68,2127.5
87.485,5101.7,90.918,714.98,2127.7
87.985,5056.4,90.681,723.22,2127.9
88.485,5011.2,90.446,731.41,2128.1
88.985,4966.2,90.213,739.55,2128.3
89.485,4921.3,89.982,747.63,2128.4
89.985,4876.5,89.752,755.65,2128.6
90.485,4831.8,89.523,763.62,2128.8
90.985,4787.2,89.295,771.53,2128.9
91.485,4742.7,89.068,779.39,2129
91.985,4698.4,88.841,787.2,2129.2
92.485,4654.1,88.616,794.96,2129.3
92.985,4610,88.392,802.68,2129.4
93.485,4566,88.17,810.34,2129.5
93.985,4522.1,87.95,817.96,2129.6
94.485,4478.3,87.731,825.54,2129.7
94.985,4434.6,87.514,833.07,2129.8
95.485,4391,87.299,840.56,2129.9
95.985,4347.5,87.086,848.01,2130
96.485,4304.1,86.875,855.42,2130
96.985,4260.8,86.663,862.79,2130.1
97.485,4217.7,86.453,870.12,2130.2
97.985,4174.6,86.244,877.42,2130.2
98.485,4131.6,86.036,884.68,2130.3
98.985,4088.8,85.829,891.9,2130.4
99.485,4046,85.623,899.09,2130.4
99.985,4003.4,85.419,906.25,2130.5
100.49,3960.8,85.217,913.37,2130.5
100.99,3918.4,85.016,920.46,2130.6
101.49,3876,84.817,927.52,2130.6
101.99,3833.7,84.619,934.55,2130.7
102.49,3791.6,84.423,941.54,2130.7
102.99,3749.5,84.227,948.5,2130.7
103.49,3707.6,84.031,955.44,2130.8
103.99,3665.7,83.837,962.34,2130.8
104.49,3623.9,83.643,969.22,2130.8
104.99,3582.3,83.451,976.07,2130.9
105.49,3540.7,83.259,982.89,2130.9
105.99,3499.2,83.07,989.68,2130.9
106.49,3457.8,82.881,996.44,2130.9
106.99,3416.5,82.695,1003.2,2131
107.49,3375.3,82.509,1009.9,2131
107.99,3334.2,82.326,1016.6,2131
108.49,3293.2,82.142,1023.2,2131
108.99,3252.2,81.959,1029.9,2131.1
109.49,3211.4,81.777,1036.5,2131.1
109.99,3170.6,81.596,1043.1,2131.1
110.49,3130,81.415,1049.6,2131.1
110.99,3089.4,81.236,1056.1,2131.1
111.49,3048.9,81.057,1062.6,2131.1
111.99,3008.5,80.88,1069.1,2131.2
112.49,2968.2,80.704,1075.6,2131.2
112.99,2928,80.53,1082,2131.2
113.49,2887.9,80.356,1088.4,2131.2
113.99,2847.8,80.185,1094.8,2131.2
114.49,2807.9,80.014,1101.2,2131.2
114.99,2768,79.844,1107.5,2131.2
115.49,2728.2,79.674,1113.8,2131.3
115.99,2688.5,79.505,1120.1,2131.3
116.49,2648.9,79.336,1126.3,2131.3
116.99,2609.3,79.168,1132.6,2131.3
117.49,2569.9,79.001,1138.8,2131.3
117.99,2530.5,78.836,1144.9,2131.3
118.49,2491.2,78.671,1151.1,2131.3
118.99,2452,78.507,1157.2,2131.3
119.49,2412.9,78.345,1163.2,2131.3
119.99,2373.8,78.184,1169.3,2131.3
120.49,2334.8,78.024,1175.3,2131.3
120.99,2296,77.865,1181.2,2131.4
121.49,2257.1,77.705,1187.2,2131.4
121.99,2218.4,77.546,1193,2131.4
122.49,2179.8,77.388,1198.9,2131.4
122.99,2141.2,77.23,1204.7,2131.4
123.49,2102.7,77.074,1210.5,2131.4
123.99,2064.3,76.918,1216.3,2131.4
124.49,2025.9,76.763,1222,2131.4
124.99,1987.7,76.609,1227.7,2131.4
125.49,1949.5,76.456,1233.3,2131.4
125.99,1911.4,76.304,1238.9,2131.4
126.49,1873.4,76.153,1244.5,2131.4
126.99,1835.4,76.004,1250.1,2131.4
127.49,1797.5,75.855,1255.6,2131.4
127.99,1759.7,75.706,1261,2131.4
128.49,1722,75.557,1266.4,2131.5
128.99,1684.3,75.409,1271.8,2131.5
129.49,1646.7,75.261,1277.2,2131.5
129.99,1609.2,75.114,1282.5,2131.5
130.49,1571.8,74.968,1287.8,2131.5
130.99,1534.4,74.823,1293,2131.5
131.49,1497.1,74.678,1298.2,2131.5
131.99,1459.9,74.535,1303.3,2131.5
132.49,1422.7,74.393,1308.5,2131.5
132.99,1385.6,74.252,1313.6,2131.5
133.49,1348.6,74.111,1318.6,2131.5
133.99,1311.7,73.972,1323.6,2131.5
134.49,1274.8,73.832,1328.6,2131.5
134.99,1238,73.692,1333.5,2131.5
135.49,1201.2,73.553,1338.4,2131.5
135.99,1164.6,73.415,1343.3,2131.5
136.49,1128,73.277,1348.1,2131.5
136.99,1091.4,73.14,1352.9,2131.5
137.49,1055,73.003,1357.6,2131.5
137.99,1018.6,72.867,1362.3,2131.5
138.49,982.24,72.733,1367,2131.5
138.99,945.98,72.599,1371.6,2131.5
139.49,909.79,72.466,1376.2,2131.5
139.99,873.66,72.334,1380.7,2131.6
140.49,837.59,72.207,1385.3,2131.6
140.99,801.6,72.08,1389.7,2131.6
141.49,765.66,71.952,1394.1,2131.6
141.99,729.8,71.825,1398.5,2131.6
142.49,693.99,71.699,1402.7,2131.6
142.99,658.26,71.572,1407,2131.6
143.49,622.59,71.446,1411.1,2131.6
143.99,586.98,71.32,1415.1,2131.6
144.49,551.44,71.195,1419.1,2131.6
144.99,515.96,71.07,1422.9,2131.6
145.49,480.55,70.946,1426.7,2131.6
145.99,445.2,70.823,1430.4,2131.6
146.49,409.91,70.7,1434,2131.6
146.49,409.88,70.578,1434,2131.6
146.49,409.86,70.078,1434,2131.6
146.49,409.83,69.578,1434,2131.6
146.49,409.8,69.078,1434,2131.6
146.49,409.77,68.578,1434,2131.6
146.49,409.75,68.078,1434,2131.6
146.49,409.72,67.578,1434,2131.6
146.49,409.69,67.078,1434,2131.6
146.49,409.66,66.578,1434,2131.6
146.49,409.64,66.078,1434,2131.6
146.49,409.61,65.578,1434,2131.6
146.49,409.58,65.078,1434,2131.6
146.49,409.55,64.578,1434,2131.6
146.49,409.52,64.078,1434,2131.6
146.49,409.49,63.578,1434,2131.6
146.49,409.46,63.078,1434,2131.6
146.49,409.43,62.578,1434,2131.6
146.49,409.4,62.078,1434,2131.6
146.49,409.37,61.578,1434,2131.6
146.49,409.34,61.078,1434,2131.6
146.49,409.31,60.578,1434,2131.6
146.5,409.28,60.078,1434,2131.6
146.5,409.25,59.578,1434,2131.6
146.5,409.21,59.078,1434,2131.6
146.5,409.18,58.578,1434,2131.6
146.5,409.15,58.078,1434,2131.6
146.5,409.12,57.578,1434,2131.6
146.5,409.09,57.078,1434,2131.6
146.5,409.05,56.578,1434,2131.6
146.5,409.02,56.078,1434,2131.6
146.5,408.99,55.578,1434.1,2131.6
146.5,408.95,55.078,1434.1,2131.6
146.5,408.92,54.578,1434.1,2131.6
146.5,408.88,54.078,1434.1,2131.6
146.5,408.85,53.578,1434.1,2131.6
146.5,408.81,53.078,1434.1,2131.6
146.5,408.78,52.578,1434.1,2131.6
146.5,408.74,52.078,1434.1,2131.6
146.51,408.7,51.578,1434.1,2131.6
146.51,408.67,51.078,1434.1,2131.6
146.51,408.63,50.578,1434.1,2131.6
146.51,408.59,50.078,1434.1,2131.6
146.51,408.56,49.578,1434.1,2131.6
146.51,408.52,49.078,1434.1,2131.6
146.51,408.48,48.578,1434.1,2131.6
146.51,408.44,48.078,1434.1,2131.6
146.51,408.4,47.578,1434.1,2131.6
146.51,408.36,47.078,1434.1,2131.6
146.51,408.32,46.578,1434.1,2131.6
146.51,408.28,46.078,1434.1,2131.6
146.52,408.24,45.578,1434.1,2131.6
146.52,408.2,45.078,1434.1,2131.6
146.52,408.15,44.578,1434.2,2131.6
146.52,408.11,44.078,1434.2,2131.6
146.52,408.07,43.578,1434.2,2131.6
146.52,408.02,43.078,1434.2,2131.6
146.52,407.98,42.578,1434.2,2131.6
146.52,407.93,42.078,1434.2,2131.6
146.52,407.89,41.578,1434.2,2131.6
146.52,407.84,41.078,1434.2,2131.6
146.53,407.8,40.579,1434.2,2131.6
146.53,407.75,40.079,1434.2,2131.6
146.53,407.7,39.579,1434.2,2131.6
146.53,407.65,39.079,1434.2,2131.6
146.53,407.6,38.579,1434.2,2131.6
146.53,407.55,38.079,1434.2,2131.6
146.53,407.5,37.579,1434.2,2131.6
146.53,407.45,37.079,1434.3,2131.6
146.54,407.4,36.579,1434.3,2131.6
146.54,407.35,36.079,1434.3,2131.6
146.54,407.3,35.579,1434.3,2131.6
146.54,407.24,35.079,1434.3,2131.6
146.54,407.19,34.579,1434.3,2131.6
146.54,407.13,34.079,1434.3,2131.6
146.55,407.07,33.579,1434.3,2131.6
146.55,407.02,33.079,1434.3,2131.6
146.55,406.96,32.579,1434.3,2131.6
146.55,406.9,32.079,1434.3,2131.6
146.55,406.84,31.579,1434.4,2131.6
146.55,406.78,31.079,1434.4,2131.6
146.56,406.71,30.579,1434.4,2131.6
146.56,406.65,30.079,1434.4,2131.6
146.56,406.58,29.579,1434.4,2131.6
146.56,406.52,29.079,1434.4,2131.6
146.57,406.45,28.579,1434.4,2131.6
146.57,406.38,28.079,1434.4,2131.6
146.57,406.31,27.579,1434.4,2131.6
146.57,406.24,27.079,1434.5,2131.6
146.58,406.17,26.579,1434.5,2131.6
146.58,406.09,26.079,1434.5,2131.6
146.58,406.02,25.579,1434.5,2131.6
146.59,405.94,25.079,1434.5,2131.6
146.59,405.86,24.579,1434.5,2131.6
146.59,405.78,24.079,1434.6,2131.6
146.6,405.69,23.579,1434.6,2131.6
146.6,405.61,23.079,1434.6,2131.6
146.6,405.52,22.579,1434.6,2131.6
146.61,405.43,22.079,1434.6,2131.6
146.61,405.34,21.579,1434.7,2131.6
146.62,405.24,21.079,1434.7,2131.6
146.62,405.15,20.579,1434.7,2131.6
146.63,405.05,20.079,1434.7,2131.6
146.63,404.94,19.58,1434.7,2131.6
146.64,404.84,19.08,1434.8,2131.6
146.64,404.73,18.58,1434.8,2131.6
146.65,404.61,18.08,1434.8,2131.6
146.66,404.49,17.58,1434.9,2131.6
146.66,404.37,17.08,1434.9,2131.6
146.67,404.24,16.58,1434.9,2131.6
146.68,404.11,16.08,1435,2131.6
146.69,403.97,15.58,1435,2131.6
146.7,403.83,15.08,1435.1,2131.6
146.71,403.68,14.58,1435.1,2131.6
146.72,403.52,14.08,1435.2,2131.6
146.73,403.35,13.58,1435.2,2131.6
146.75,403.18,13.08,1435.3,2131.6
146.76,402.99,12.58,1435.3,2131.6
146.78,402.79,12.08,1435.4,2131.6
146.8,402.57,11.581,1435.5,2131.6
146.82,402.34,11.081,1435.6,2131.6
146.84,402.09,10.581,1435.7,2131.6
146.87,401.81,10.081,1435.8,2131.6
146.91,401.49,9.5811,1436,2131.6
146.95,401.14,9.0814,1436.1,2131.6
147,400.72,8.5817,1436.3,2131.6
147.06,400.22,8.0821,1436.6,2131.6
147.15,399.57,7.5827,1437,2131.6
147.28,398.65,7.0835,1437.5,2131.6
147.55,396.98,6.5851,1438.6,2131.6
148.05,393.95,6.0891,1440.6,2131.6
148.55,390.94,5.9989,1442.5,2131.6
149.05,387.92,6.0541,1444.5,2131.6
149.55,384.91,6.0183,1446.4,2131.6
150.05,381.89,6.0392,1448.3,2131.6
150.55,378.88,6.0247,1450.2,2131.6
151.05,375.86,6.0323,1452.1,2131.6
151.55,372.85,6.026,1453.9,2131.6
152.05,369.84,6.0285,1455.8,2131.6
152.55,366.82,6.0255,1457.6,2131.6
153.05,363.81,6.0259,1459.5,2131.6
153.55,360.8,6.0242,1461.3,2131.6
154.05,357.79,6.0238,1463.1,2131.6
154.55,354.78,6.0226,1464.9,2131.6
155.05,351.77,6.0219,1466.7,2131.6
155.55,348.76,6.0209,1468.5,2131.6
156.05,345.75,6.02,1470.2,2131.6
156.55,342.74,6.0191,1472,2131.6
157.05,339.73,6.0182,1473.7,2131.6
157.55,336.72,6.0173,1475.5,2131.6
158.05,333.71,6.0164,1477.2,2131.6
158.55,330.7,6.0155,1478.9,2131.6
159.05,327.7,6.0146,1480.6,2131.6
159.55,324.69,6.0137,1482.3,2131.6
160.05,321.68,6.0129,1483.9,2131.6
160.55,318.68,6.012,1485.6,2131.6
161.05,315.67,6.0111,1487.2,2131.6
161.55,312.67,6.0102,1488.9,2131.6
162.05,309.66,6.0093,1490.5,2131.6
162.55,306.66,6.0084,1492.1,2131.6
163.05,303.66,6.0075,1493.7,2131.6
163.55,300.65,6.0066,1495.3,2131.6
164.05,297.65,6.0057,1496.8,2131.6
164.55,294.65,6.0049,1498.4,2131.6
165.05,291.65,6.004,1499.9,2131.6
165.55,288.65,6.0031,1501.5,2131.6
166.05,285.64,6.0022,1503,2131.6
166.55,282.64,6.0013,1504.5,2131.6
167.05,279.64,6.0004,1506,2131.6
167.55,276.64,5.9995,1507.5,2131.6
168.05,273.65,5.9987,1509,2131.6
168.55,270.65,5.9978,1510.4,2131.6
169.05,267.65,5.9969,1511.9,2131.6
169.55,264.65,5.996,1513.3,2131.6
170.05,261.65,5.9951,1514.8,2131.6
170.55,258.66,5.9943,1516.2,2131.6
171.05,255.66,5.9934,1517.6,2131.6
171.55,252.66,5.9925,1519,2131.6
172.05,249.67,5.9916,1520.3,2131.6
172.55,246.67,5.9908,1521.7,2131.6
173.05,243.68,5.9899,1523.1,2131.6
173.55,240.68,5.989,1524.4,2131.6
174.05,237.69,5.9881,1525.7,2131.6
174.55,234.7,5.9873,1527.1,2131.6
175.05,231.7,5.9864,1528.4,2131.6
175.55,228.71,5.9855,1529.7,2131.6
176.05,225.72,5.9846,1531,2131.6
176.55,222.73,5.9838,1532.2,2131.6
177.05,219.74,5.9829,1533.5,2131.6
177.55,216.75,5.982,1534.7,2131.6
178.05,213.76,5.9812,1536,2131.6
178.55,210.77,5.9803,1537.2,2131.6
179.05,207.78,5.9794,1538.4,2131.6
179.55,204.79,5.9786,1539.6,2131.6
180.05,201.8,5.9777,1540.8,2131.6
180.55,198.81,5.9768,1542,2131.6
181.05,195.82,5.976,1543.1,2131.6
181.55,192.84,5.9751,1544.3,2131.6
182.05,189.85,5.9742,1545.4,2131.6
182.55,186.86,5.9734,1546.6,2131.6
183.05,183.88,5.9725,1547.7,2131.6
183.55,180.89,5.9717,1548.8,2131.6
184.05,177.91,5.9708,1549.9,2131.6
184.55,174.92,5.9699,1550.9,2131.6
185.05,171.94,5.9691,1552,2131.6
185.55,168.95,5.9682,1553.1,2131.6
186.05,165.97,5.9674,1554.1,2131.6
186.55,162.99,5.9665,1555.1,2131.6
187.05,160,5.9656,1556.2,2131.6
187.55,157.02,5.9648,1557.2,2131.6
188.05,154.04,5.9639,1558.2,2131.6
188.55,151.06,5.9631,1559.2,2131.6
189.05,148.08,5.9622,1560.1,2131.6
189.55,145.1,5.9614,1561.1,2131.6
190.05,142.12,5.9605,1562,2131.6
190.55,139.14,5.9596,1563,2131.6
191.05,136.16,5.9588,1563.9,2131.6
191.55,133.18,5.9579,1564.8,2131.6
192.05,130.2,5.9571,1565.7,2131.6
192.55,127.22,5.9562,1566.6,2131.6
193.05,124.25,5.9554,1567.5,2131.6
193.55,121.27,5.9545,1568.4,2131.6
194.05,118.29,5.9537,1569.2,2131.6
194.55,115.32,5.9528,1570,2131.6
195.05,112.34,5.952,1570.9,2131.6
195.55,109.37,5.9511,1571.7,2131.6
196.05,106.39,5.9503,1572.5,2131.6
196.55,103.42,5.9495,1573.3,2131.6
197.05,100.44,5.9486,1574.1,2131.6
197.55,97.469,5.9478,1574.8,2131.6
198.05,94.496,5.9469,1575.6,2131.6
198.55,91.523,5.9461,1576.4,2131.6
199.05,88.55,5.9452,1577.1,2131.6
199.55,85.578,5.9444,1577.8,2131.6
200.05,82.607,5.9435,1578.5,2131.6
200.55,79.636,5.9427,1579.2,2131.6
201.05,76.665,5.9419,1579.9,2131.6
201.55,73.695,5.941,1580.6,2131.6
202.05,70.725,5.9402,1581.2,2131.6
202.55,67.756,5.9393,1581.9,2131.6
203.05,64.787,5.9385,1582.5,2131.6
203.55,61.818,5.9377,1583.2,2131.6
204.05,58.85,5.9368,1583.8,2131.6
204.55,55.882,5.936,1584.4,2131.6
205.05,52.915,5.9352,1585,2131.6
205.55,49.948,5.9343,1585.6,2131.6
206.05,46.981,5.9335,1586.1,2131.6
206.55,44.015,5.9327,1586.7,2131.6
207.05,41.05,5.9318,1587.2,2131.6
207.55,38.084,5.931,1587.8,2131.6
208.05,35.12,5.9302,1588.3,2131.6
208.55,32.155,5.9293,1588.8,2131.6
209.05,29.191,5.9285,1589.3,2131.6
209.55,26.228,5.9277,1589.8,2131.6
210.05,23.264,5.9268,1590.2,2131.6
210.55,20.302,5.926,1590.7,2131.6
211.05,17.339,5.9252,1591.2,2131.6
211.55,14.377,5.9243,1591.6,2131.6
212.05,11.416,5.9235,1592,2131.6
212.55,8.4547,5.9227,1592.4,2131.6
213.05,5.494,5.9219,1592.8,2131.6
213.55,2.5338,5.921,1593.2,2131.6
214.05,-0.4261,5.9202,1593.6,2131.6
