# PML Intruder 38mm J270-11 (Up to date)
# 1029 data points written for 7 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  "Nose cone, Payload section"
#
# Time (s),Altitude (m),Total velocity (m/s),Position East of launch (m),Position North of launch (m),Latitude (°),Longitude (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
6.4172021,968.0764951,105.9063008,30.1604299,140.99451,47.184046,17.9890101
6.4672021,973.2680338,104.9649444,30.4136346,141.8749277,47.1840539,17.9890134
6.5172021,978.4129369,104.0340503,30.6674964,142.7498186,47.1840618,17.9890168
6.5672021,983.5118123,103.1117397,30.9229849,143.6183272,47.1840696,17.9890202
6.6172021,988.564826,102.1927924,31.179078,144.4814893,47.1840774,17.9890236
6.6595823,992.8118188,101.4172494,31.3951656,145.2103452,47.1840839,17.9890264
6.68855,995.6957853,100.8893397,31.5419393,145.7074869,47.1840884,17.9890284
6.7121341,998.0324227,100.461593,31.6607106,146.1117754,47.184092,17.9890299
6.7422812,1001.0046367,99.9201123,31.8118353,146.6277522,47.1840967,17.9890319
6.7875019,1005.4326076,99.1182461,32.0385136,147.3986379,47.1841036,17.9890349
6.8251052,1009.087403,98.4588297,32.2282175,148.0357241,47.1841093,17.9890375
6.8475496,1011.2571952,98.0678721,32.3423347,148.4139415,47.1841127,17.989039
6.868079,1013.2342703,97.7118058,32.4474054,148.7584511,47.1841158,17.9890404
6.8863295,1014.98583,97.3964875,32.5414282,149.0635104,47.1841186,17.9890416
6.9042094,1016.6963178,97.088478,32.6341254,149.361254,47.1841212,17.9890428
6.9242397,1018.6060743,96.7438459,32.7385771,149.6935728,47.1841242,17.9890442
6.9542853,1021.4578537,96.2265973,32.8959624,150.19008,47.1841287,17.9890463
6.9993536,1025.7063581,95.448695,33.131988,150.9319897,47.1841354,17.9890494
7.0249657,1028.1050396,95.0055893,33.2653322,151.3528162,47.1841391,17.9890512
7.043718,1029.8540128,94.6811692,33.3623595,151.6607957,47.1841419,17.9890525
7.0609464,1031.455445,94.3837057,33.4509921,151.9437058,47.1841445,17.9890536
7.0785274,1033.0843219,94.0813808,33.5409447,152.2323572,47.1841471,17.9890548
7.0981829,1034.8990689,93.7453685,33.6409955,152.5549437,47.18415,17.9890561
7.1232175,1037.200868,93.3207701,33.767836,152.9654422,47.1841537,17.9890578
7.1607694,1040.6336855,92.6909661,33.9574625,153.579857,47.1841592,17.9890603
7.2107694,1045.1680368,91.8635322,34.2102139,154.3941378,47.1841665,17.9890637
7.248902,1048.5986852,91.2403943,34.4043592,155.0111416,47.184172,17.9890662
7.2695548,1050.446959,90.9051025,34.5103987,155.3435065,47.184175,17.9890677
7.2902486,1052.2920315,90.5700845,34.617322,155.675215,47.184178,17.9890691
7.3133911,1054.3473149,90.1962136,34.7376106,156.044705,47.1841813,17.9890707
7.3428014,1056.9468551,89.7218959,34.891327,156.5122576,47.1841855,17.9890727
7.3869169,1060.8200949,89.0103348,35.1227758,157.210259,47.1841918,17.9890758
7.4369169,1065.1718696,88.2023021,35.3843106,157.9985167,47.1841989,17.9890792
7.4627657,1067.4056781,87.7850053,35.5185699,158.4054375,47.1842026,17.989081
7.484365,1069.2638915,87.4366979,35.6300874,158.7453195,47.1842056,17.9890825
7.504015,1070.9477969,87.1207049,35.7309373,159.0544884,47.1842084,17.9890838
7.5242804,1072.6778826,86.7966628,35.8343655,159.3732859,47.1842113,17.9890852
7.5500645,1074.8695683,86.3878764,35.965309,159.7786356,47.1842149,17.9890869
7.5887407,1078.1373981,85.7834519,36.1612656,160.3852725,47.1842204,17.9890895
7.6244489,1081.1339476,85.233395,36.3432823,160.942398,47.1842254,17.9890919
7.6421132,1082.6091387,84.9631759,36.4341318,161.2165572,47.1842279,17.9890931
7.6577577,1083.9117311,84.7246547,36.5151413,161.4584772,47.18423,17.9890942
7.6728642,1085.1660405,84.4948772,36.5938752,161.691263,47.1842321,17.9890952
7.6883469,1086.4480421,84.2598113,36.6750785,161.929029,47.1842343,17.9890963
7.705028,1087.8252537,84.006884,36.7631028,162.1843121,47.1842366,17.9890975
7.7250533,1089.4730587,83.7031012,36.8693737,162.4896929,47.1842393,17.9890989
7.7550914,1091.933395,83.2461415,37.0294585,162.9460732,47.1842434,17.989101
7.8001486,1095.5980653,82.5586501,37.2696706,163.6282153,47.1842495,17.9891042
7.8415466,1098.9375857,81.9243733,37.489263,164.253534,47.1842552,17.9891071
7.8621406,1100.58896,81.6079525,37.5976947,164.5644843,47.184258,17.9891085
7.8800989,1102.0235924,81.3320044,37.6916843,164.8356929,47.1842604,17.9891097
7.8970449,1103.3727346,81.0720509,37.7798529,165.0916967,47.1842627,17.9891109
7.913971,1104.7158397,80.813487,37.8674149,165.3474826,47.184265,17.9891121
7.9333856,1106.250965,80.5191386,37.9673187,165.6408964,47.1842676,17.9891134
7.9593108,1108.2919142,80.1300854,38.1001061,166.032497,47.1842712,17.9891152
7.9981984,1111.334411,79.5533287,38.2986487,166.6188354,47.1842764,17.9891178
8.0481984,1115.2135285,78.8225126,38.554225,167.3695533,47.1842832,17.9891212
8.0817264,1117.7944244,78.3381456,38.7268181,167.8700142,47.1842877,17.9891234
8.1033724,1119.4521393,78.0273325,38.8391088,168.1915421,47.1842906,17.9891249
8.1230111,1120.950377,77.746111,38.9416545,168.4821119,47.1842932,17.9891263
8.1444203,1122.5774481,77.4399893,39.0541129,168.7976937,47.184296,17.9891278
8.1701391,1124.5234288,77.0724716,39.1899551,169.175339,47.1842994,17.9891296
8.2087172,1127.4246873,76.520555,39.3945582,169.7394764,47.1843045,17.9891323
8.2587172,1131.1530414,75.8037502,39.6595759,170.4680659,47.1843111,17.9891358
8.2997776,1134.1877414,75.2162221,39.8760578,171.0651917,47.1843164,17.9891387
8.340963,1137.2072669,74.6305321,40.0920357,171.6631898,47.1843218,17.9891415
8.390963,1140.8404545,73.9255554,40.353118,172.3875173,47.1843283,17.989145
8.440963,1144.4382692,73.226653,40.6135037,173.1095746,47.1843348,17.9891484
8.490963,1148.0009658,72.5314125,40.8732669,173.8293294,47.1843413,17.9891518
8.5373215,1151.272866,71.8907633,41.1129357,174.4952133,47.1843473,17.989155
8.5873215,1154.7684948,71.2096122,41.3712723,175.2108375,47.1843537,17.9891584
8.6181591,1156.9075542,70.793964,41.531638,175.6498381,47.1843577,17.9891606
8.6403541,1158.4392372,70.4961671,41.6478892,175.9643684,47.1843605,17.9891621
8.6610099,1159.858821,70.219862,41.7567706,176.255951,47.1843631,17.9891635
8.6812599,1161.2450168,69.9497231,41.8641791,176.5407235,47.1843657,17.989165
8.701976,1162.6575061,69.6739899,41.9747349,176.8309554,47.1843683,17.9891664
8.7246866,1164.1994554,69.3720112,42.0966401,177.1479334,47.1843711,17.989168
8.7561225,1166.3225134,68.9536612,42.2662451,177.5849713,47.1843751,17.9891703
8.8032764,1169.4822445,68.3226735,42.5211762,178.2380647,47.1843809,17.9891737
8.8442508,1172.2033507,67.771275,42.7417116,178.8045714,47.184386,17.9891766
8.8738197,1174.152738,67.3725926,42.8998284,179.2132382,47.1843897,17.9891787
8.8969507,1175.669306,67.0600157,43.0227233,179.5330201,47.1843926,17.9891803
8.9175222,1177.0118585,66.782398,43.1313417,179.8175697,47.1843951,17.9891817
8.9394515,1178.4366196,66.4880424,43.2464628,180.1210283,47.1843979,17.9891833
8.9650026,1180.0884233,66.1474374,43.3798696,180.4746491,47.184401,17.989185
8.9945899,1181.9901063,65.7553696,43.5335144,180.8840613,47.1844047,17.989187
9.0296785,1184.2301605,65.2949338,43.7148,181.3693026,47.1844091,17.9891894
9.0796785,1187.3941381,64.648679,43.9726067,182.0591101,47.1844153,17.9891929
9.1296785,1190.5258676,64.0113037,44.2316628,182.745298,47.1844215,17.9891963
9.1612924,1192.4895839,63.6109534,44.3967129,183.1767373,47.1844253,17.9891985
9.1900241,1194.2633124,63.2485855,44.5476897,183.5670977,47.1844289,17.9892005
9.2175499,1195.9528528,62.9024397,44.6932387,183.9394864,47.1844322,17.9892024
9.2481593,1197.8204707,62.51805,44.8560254,184.3518768,47.1844359,17.9892045
9.2891739,1200.3044523,62.0037183,45.0753041,184.901994,47.1844409,17.9892075
9.3391739,1203.3039158,61.3775083,45.3438083,185.5694074,47.1844469,17.989211
9.3891739,1206.2717401,60.7510339,45.6127652,186.2340965,47.1844528,17.9892146
9.4391739,1209.2077684,60.1240347,45.8812203,186.8969639,47.1844588,17.9892181
9.4891739,1212.1118918,59.4963808,46.1484717,187.558672,47.1844648,17.9892217
9.5217592,1213.9872509,59.0862144,46.3214969,187.9897449,47.1844686,17.9892239
9.5519002,1215.7097652,58.7082691,46.4805663,188.3885224,47.1844722,17.989226
9.5846574,1217.5686113,58.2998476,46.6524666,188.8218886,47.1844761,17.9892283
9.6224897,1219.6984968,57.8317987,46.8499291,189.3222013,47.1844806,17.9892309
9.6724897,1222.4858318,57.2200947,47.1096967,189.9826235,47.1844866,17.9892344
9.7224897,1225.2423209,56.6172991,47.369298,190.6410725,47.1844925,17.9892378
9.7724897,1227.968435,56.0193897,47.6297811,191.2966189,47.1844984,17.9892413
9.8224897,1230.6644174,55.4254168,47.8914925,191.9489651,47.1845042,17.9892447
9.869247,1233.1585072,54.8737245,48.1377094,192.5557921,47.1845097,17.989248
9.907373,1235.1729875,54.4262667,48.339804,193.0480692,47.1845141,17.9892506
9.9435023,1237.0661215,54.0038538,48.5325137,193.5123912,47.1845183,17.9892532
9.9813379,1239.0321825,53.5627296,48.7355343,193.9964302,47.1845227,17.9892559
10.026424,1241.3529811,53.0379468,48.9788199,194.5705262,47.1845278,17.9892591
10.076424,1243.8986544,52.455855,49.2497256,195.2043622,47.1845335,17.9892627
10.126424,1246.4146831,51.8729399,49.5210544,195.835915,47.1845392,17.9892663
10.176424,1248.9007345,51.2847576,49.7915579,196.4663102,47.1845449,17.9892699
10.2137627,1250.7374813,50.8442898,49.9922803,196.9369789,47.1845491,17.9892725
10.2453377,1252.2774408,50.4709462,50.1609236,197.3351398,47.1845527,17.9892747
10.2730882,1253.6208099,50.1432065,50.3081756,197.6853046,47.1845558,17.9892767
10.3024798,1255.0333917,49.7982062,50.4631919,198.05638,47.1845592,17.9892787
10.3367859,1256.6689818,49.3994395,50.6431245,198.4895794,47.1845631,17.9892811
10.3867859,1259.0277682,48.8265474,50.904237,199.1204265,47.1845687,17.9892846
10.4367859,1261.357387,48.2614148,51.1651011,199.749715,47.1845744,17.989288
10.4867859,1263.6582432,47.7019562,51.426507,200.3767676,47.18458,17.9892915
10.5367859,1265.9307621,47.1486515,51.6894228,201.0007397,47.1845856,17.989295
10.5758483,1267.6866571,46.7189259,51.8963309,201.485678,47.18459,17.9892977
10.6109356,1269.2493625,46.3347946,52.083455,201.919244,47.1845939,17.9893002
10.6443949,1270.7268378,45.9698558,52.2631008,202.3308448,47.1845976,17.9893026
10.678407,1272.2160026,45.5987983,52.4468513,202.7474642,47.1846013,17.989305
10.728407,1274.3816356,45.0498222,52.7180167,203.3575983,47.1846068,17.9893086
10.778407,1276.5190394,44.5002408,52.9895399,203.9657591,47.1846123,17.9893122
10.828407,1278.62784,43.9431547,53.2602257,204.5729818,47.1846178,17.9893158
10.8618492,1280.0220207,43.5669958,53.4399391,204.9793265,47.1846214,17.9893181
10.8900348,1281.186834,43.2497277,53.5903072,205.3221561,47.1846245,17.9893201
10.9178275,1282.3262489,42.9382226,53.7375682,205.6605504,47.1846275,17.9893221
10.9504498,1283.6521807,42.5773373,53.9093679,206.0580041,47.1846311,17.9893243
10.9993831,1285.6182788,42.0449529,54.1658575,206.6539692,47.1846365,17.9893277
11.0493831,1287.599517,41.5091908,54.4275728,207.2617445,47.1846419,17.9893312
11.0993831,1289.5531105,40.9767936,54.6896303,207.8677553,47.1846474,17.9893347
11.1493831,1291.479163,40.4484555,54.9520425,208.4720081,47.1846528,17.9893381
11.1993831,1293.3780454,39.9251953,55.2156302,209.0738173,47.1846582,17.9893416
11.2493831,1295.2499241,39.4039166,55.4806312,209.6729884,47.1846636,17.9893451
11.2993831,1297.0948069,38.883205,55.7468048,210.2697349,47.184669,17.9893487
11.3493831,1298.9125838,38.3624607,56.0135641,210.864565,47.1846743,17.9893522
11.3993831,1300.7031766,37.8424607,56.2804463,211.4578795,47.1846797,17.9893557
11.4493831,1302.46656,37.3235471,56.5471636,212.0499296,47.184685,17.9893593
11.4993831,1304.2027689,36.8076062,56.8136094,212.6408168,47.1846903,17.9893628
11.5493831,1305.9120032,36.2951215,57.0801422,213.2302628,47.1846956,17.9893663
11.5993831,1307.5943505,35.7843327,57.3468148,213.818244,47.1847009,17.9893698
11.6493831,1309.2498297,35.2753355,57.6134952,214.4048897,47.1847062,17.9893734
11.6993831,1310.8784942,34.7684266,57.8801505,214.9902468,47.1847115,17.9893769
11.7493831,1312.4804391,34.2652238,58.146861,215.5742683,47.1847167,17.9893804
11.7993831,1314.055895,33.7655081,58.4140758,216.1566091,47.1847219,17.989384
11.8493831,1315.6049182,33.2672786,58.6817757,216.7373039,47.1847272,17.9893875
11.8993831,1317.1275138,32.7705894,58.9498115,217.3164903,47.1847324,17.989391
11.9493831,1318.6237117,32.2764395,59.2181058,217.8942463,47.1847376,17.9893946
11.9993831,1320.0935853,31.7834262,59.4866988,218.4705547,47.1847428,17.9893982
12.0493831,1321.5370094,31.2903194,59.7551425,219.0457727,47.1847479,17.9894017
12.0993831,1322.9539076,30.7976002,60.0231266,219.6201428,47.1847531,17.9894052
12.1493831,1324.3442052,30.3067578,60.2903569,220.1938898,47.1847582,17.9894088
12.1993831,1325.7079899,29.818325,60.5569072,220.7669682,47.1847634,17.9894123
12.2493831,1327.045258,29.3321366,60.8226401,221.3394853,47.1847686,17.9894158
12.2993831,1328.356097,28.8487127,61.0876146,221.9114078,47.1847737,17.9894193
12.3493831,1329.6405412,28.3682939,61.3517657,222.4827909,47.1847788,17.9894228
12.3993831,1330.8987757,27.8937488,61.6153603,223.0534562,47.184784,17.9894263
12.4493831,1332.1310829,27.4237601,61.8788976,223.623059,47.1847891,17.9894298
12.4993831,1333.3375914,26.9581733,62.1425296,224.1914987,47.1847942,17.9894333
12.5493831,1334.518547,26.4972291,62.4067006,224.7584573,47.1847993,17.9894368
12.5993831,1335.6740666,26.0397711,62.6715507,225.3238396,47.1848044,17.9894403
12.6493831,1336.8042947,25.5865743,62.937296,225.887495,47.1848095,17.9894438
12.6993831,1337.9093566,25.1364272,63.2041097,226.4493067,47.1848145,17.9894473
12.7493831,1338.9892279,24.6879368,63.4717939,227.0094301,47.1848195,17.9894509
12.7993831,1340.0438139,24.2406114,63.7399898,227.5681341,47.1848246,17.9894544
12.8493831,1341.0730034,23.7951643,64.0083167,228.1256961,47.1848296,17.989458
12.8993831,1342.0768068,23.3537126,64.2766886,228.6821831,47.1848346,17.9894615
12.9493831,1343.0553644,22.9172765,64.5453161,229.237459,47.1848396,17.9894651
12.9993831,1344.0088319,22.4859724,64.8144456,229.7913673,47.1848446,17.9894687
13.0493831,1344.9373749,22.0601367,65.0843472,230.3437418,47.1848495,17.9894722
13.0993831,1345.8411633,21.6399066,65.3553001,230.8944182,47.1848545,17.9894758
13.1493831,1346.7202387,21.2207162,65.6273003,231.44342,47.1848594,17.9894794
13.1993831,1347.5742709,20.8015052,65.8995467,231.9912633,47.1848643,17.989483
13.2493831,1348.4031346,20.385102,66.1716984,232.5381574,47.1848693,17.9894866
13.2993831,1349.2067382,19.9714641,66.4434914,233.0842445,47.1848742,17.9894902
13.3493831,1349.9850529,19.5629873,66.7148008,233.6295887,47.1848791,17.9894938
13.3993831,1350.7381962,19.1616511,66.9858062,234.1741083,47.184884,17.9894974
13.4493831,1351.46631,18.7670357,67.2567381,234.717702,47.1848889,17.989501
13.4993831,1352.1694035,18.3750909,67.5275519,235.2603965,47.1848937,17.9895046
# Event EJECTION_CHARGE occurred at t=13.5 seconds
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=13.501 seconds
13.5018831,1352.2038966,18.3554669,67.5410787,235.2875124,47.184894,17.9895047
13.5028831,1352.2176555,21.3580269,67.5464892,235.2983337,47.1848941,17.9895048
13.5051949,1352.2492672,21.194255,67.5589989,235.3231617,47.1848943,17.989505
13.5075337,1352.2809726,21.0297747,67.5716573,235.3480146,47.1848945,17.9895051
13.509924,1352.3130922,20.8640467,67.5845963,235.3731425,47.1848948,17.9895053
13.5123671,1352.345631,20.697052,67.5978242,235.398547,47.184895,17.9895055
13.5148651,1352.3785999,20.5287614,67.6113516,235.4242345,47.1848952,17.9895057
13.51742,1352.4120101,20.3591449,67.6251898,235.4502113,47.1848955,17.9895058
13.5200341,1352.4458732,20.1881711,67.6393508,235.476484,47.1848957,17.989506
13.5227096,1352.4802014,20.0158075,67.6538471,235.5030595,47.1848959,17.9895062
13.525449,1352.5150071,19.8420202,67.6686919,235.5299449,47.1848962,17.9895064
13.5282548,1352.5503035,19.666774,67.6838993,235.5571475,47.1848964,17.9895066
13.5311297,1352.5861041,19.4900323,67.6994838,235.5846749,47.1848967,17.9895068
13.5340767,1352.6224231,19.3117567,67.7154613,235.6125349,47.1848969,17.989507
13.5370987,1352.6592752,19.1319075,67.7318481,235.6407357,47.1848972,17.9895073
13.5401989,1352.6966757,18.9504431,67.7486619,235.6692857,47.1848974,17.9895075
13.5433808,1352.7346406,18.7673199,67.7659212,235.6981935,47.1848977,17.9895077
13.546648,1352.7731865,18.5824927,67.7836457,235.7274683,47.1848979,17.9895079
13.5500044,1352.8123308,18.395914,67.8018564,235.7571194,47.1848982,17.9895082
13.5534541,1352.852093,18.2075342,67.8205762,235.7871575,47.1848985,17.9895084
13.5571044,1352.8936556,18.0172959,67.8403872,235.818468,47.1848988,17.9895087
13.5608595,1352.935872,17.8253609,67.8607701,235.8501785,47.184899,17.989509
13.5647272,1352.9787914,17.6314693,67.8817671,235.8823206,47.1848993,17.9895092
13.568713,1353.0224356,17.4355667,67.9034093,235.914905,47.1848996,17.9895095
13.5728232,1353.0668283,17.2375913,67.92573,235.9479433,47.1848999,17.9895098
13.5770642,1353.111994,17.0374777,67.9487655,235.9814475,47.1849002,17.9895101
13.581443,1353.1579585,16.8351575,67.9725543,236.0154299,47.1849005,17.9895104
13.5859673,1353.2047487,16.6305585,67.9971381,236.0499031,47.1849008,17.9895108
13.5906453,1353.2523928,16.4236048,68.0225621,236.0848803,47.1849012,17.9895111
13.5954857,1353.3009202,16.2142159,68.0488748,236.120375,47.1849015,17.9895115
13.6004981,1353.3503619,16.0023073,68.076129,236.1564009,47.1849018,17.9895118
13.6056282,1353.4001277,15.7877334,68.1040296,236.1925217,47.1849021,17.9895122
13.6103799,1353.4454829,15.56795,68.1298771,236.2253178,47.1849024,17.9895125
13.6153153,1353.4918556,15.3473354,68.1567277,236.2587295,47.1849027,17.9895129
13.6204291,1353.5391283,15.1236952,68.1845505,236.2926657,47.184903,17.9895132
13.6257328,1353.587339,14.8969683,68.2134064,236.3271482,47.1849033,17.9895136
13.6312384,1353.6365231,14.6670251,68.2433589,236.3621962,47.1849037,17.989514
13.6369589,1353.6867181,14.433729,68.2744769,236.3978304,47.184904,17.9895144
13.6429089,1353.7379631,14.1969333,68.3068358,236.434073,47.1849043,17.9895149
13.649104,1353.7902997,13.9564808,68.340518,236.4709473,47.1849046,17.9895153
13.6555615,1353.8437714,13.7122026,68.3756135,236.5084783,47.184905,17.9895158
13.6639951,1353.9119808,13.4599195,68.4214278,236.5561434,47.1849054,17.9895164
13.6731394,1353.9839062,13.2109879,68.4710825,236.6061401,47.1849058,17.989517
13.6827772,1354.0574877,12.9597169,68.5234037,236.6569941,47.1849063,17.9895177
13.6929684,1354.1328798,12.7044207,68.5787246,236.7087759,47.1849068,17.9895185
13.7037675,1354.2101398,12.4450277,68.6373519,236.7614833,47.1849072,17.9895192
13.7156268,1354.2919617,12.1813591,68.7017583,236.8168828,47.1849077,17.9895201
13.7290899,1354.3811314,11.9162533,68.7749314,236.8767203,47.1849083,17.9895211
13.7434992,1354.4723292,11.6548421,68.8533508,236.9372724,47.1849088,17.9895221
13.7590272,1354.5658686,11.3901356,68.9380219,236.9986124,47.1849094,17.9895232
13.7738179,1354.6505587,11.1190941,69.0188627,237.0534024,47.1849099,17.9895243
13.7883594,1354.7297867,10.8306119,69.0985335,237.1039642,47.1849103,17.9895253
13.8040893,1354.8111488,10.5312841,69.1849346,237.1551394,47.1849108,17.9895265
13.8203315,1354.8905931,10.2253377,69.2743898,237.2043219,47.1849112,17.9895277
13.8358018,1354.9621025,9.9050809,69.3598077,237.2478936,47.1849116,17.9895288
13.8526319,1355.0354606,9.5769713,69.4529477,237.2918832,47.184912,17.98953
13.8714895,1355.1123559,9.2409493,69.5575502,237.3371866,47.1849124,17.9895314
13.8965172,1355.2060758,8.8935143,69.6967705,237.3911504,47.1849129,17.9895333
13.9239924,1355.2984271,8.5576,69.8501536,237.4426995,47.1849134,17.9895353
13.9442484,1355.3597546,8.1551885,69.9635684,237.4759235,47.1849137,17.9895368
13.9660366,1355.419627,7.7667821,70.0857775,237.5076092,47.184914,17.9895384
14.0084827,1355.5188001,7.3491763,70.3244443,237.5580782,47.1849144,17.9895416
14.0571843,1355.6052638,7.0203083,70.599462,237.5985113,47.1849148,17.9895452
14.085895,1355.6432348,6.4746278,70.7621011,237.6144664,47.1849149,17.9895474
14.1585806,1355.6989399,6.044227,71.1748697,237.632649,47.1849151,17.9895528
# Event APOGEE occurred at t=14.203 seconds
14.2026943,1355.705481,5.4837797,71.4258334,237.6296861,47.1849151,17.9895561
14.2646571,1355.6821501,5.1022262,71.7779786,237.6117201,47.1849149,17.9895608
14.3646495,1355.5676829,4.8926005,72.3446604,237.5529979,47.1849144,17.9895683
14.4944593,1355.2851091,4.9475068,73.0766618,237.4285419,47.1849132,17.989578
14.6198707,1354.8800256,5.5186391,73.7818446,237.2574679,47.1849117,17.9895873
14.7647231,1354.2688322,5.9324417,74.5964927,236.9968502,47.1849094,17.9895981
14.8947657,1353.6056217,6.391376,75.3285016,236.7070965,47.1849068,17.9896078
15.0280675,1352.832237,6.8009866,76.0808118,236.3561022,47.1849036,17.9896177
15.1712443,1351.9145285,7.138939,76.8907072,235.9221475,47.1848997,17.9896285
15.3143949,1350.9255176,7.4922763,77.7037871,235.432134,47.1848953,17.9896392
15.4488823,1349.9456947,7.6283991,78.4687197,234.9273977,47.1848907,17.9896493
15.6546876,1348.375247,7.9352583,79.6365767,234.0870383,47.1848832,17.9896648
15.882123,1346.5694702,8.116868,80.9214432,233.0789102,47.1848741,17.9896818
16.2669797,1343.4222903,8.3069648,83.0795012,231.2332799,47.1848575,17.9897103
16.588505,1340.7512979,8.3308897,84.846825,229.6182219,47.184843,17.9897337
17.0844537,1336.618378,8.3430221,87.5255633,227.0676185,47.1848201,17.9897692
17.5844537,1332.4522037,8.3282818,90.2880922,224.3589959,47.1847957,17.9898057
18.0844537,1328.2860452,8.3419404,93.1264713,221.5429841,47.1847704,17.9898433
18.5844537,1324.1187919,8.3302667,96.0310637,218.6478258,47.1847443,17.9898817
19.0844537,1319.9548875,8.3310493,99.0431693,215.6398036,47.1847173,17.9899216
19.5844537,1315.7893616,8.3344304,102.1332991,212.5515614,47.1846895,17.9899625
19.8805227,1313.3263672,8.3394891,103.9337568,210.7517488,47.1846733,17.9899863
20.0142985,1312.2151837,8.3283281,104.7326119,209.9531306,47.1846661,17.9899969
20.1692953,1310.9267444,8.3169777,105.6635334,209.0224556,47.1846578,17.9900092
20.4571326,1308.5322138,8.32799,107.3737842,207.3125979,47.1846424,17.9900318
20.6660129,1306.7942936,8.3340384,108.6141826,206.0724428,47.1846312,17.9900482
21.1660129,1302.635918,8.3192018,111.6839926,203.0031235,47.1846036,17.9900888
21.3178386,1301.3765638,8.4410761,112.6178383,202.0694063,47.1845952,17.9901012
21.4184764,1300.5434139,8.3159983,113.2199194,201.467408,47.1845898,17.9901092
21.583574,1299.1747081,8.30259,114.198025,200.4894349,47.184581,17.9901221
22.083574,1295.0201825,8.3231016,117.0898315,197.5980109,47.184555,17.9901604
22.583574,1290.8635264,8.3121187,119.8466823,194.841523,47.1845302,17.9901969
23.083574,1286.7057797,8.3246363,122.5056885,192.1828718,47.1845063,17.990232
23.5030831,1283.2182457,8.3121838,124.7767739,189.9120817,47.1844859,17.9902621
24.0030831,1279.0678387,8.3058827,127.6391207,187.0500849,47.1844602,17.9903
24.4887799,1275.0544877,8.2562267,130.6688483,184.0206948,47.1844329,17.9903401
24.7792665,1272.656052,8.2886003,132.5907327,182.0990116,47.1844156,17.9903655
25.2792665,1268.5047872,8.3194739,135.9413182,178.7487738,47.1843855,17.9904098
25.4946983,1266.7175269,8.3670635,137.3621319,177.3281098,47.1843727,17.9904286
25.9946983,1262.587091,8.2685357,140.4318749,174.258713,47.1843451,17.9904692
26.4946983,1258.459673,8.2787889,143.2128985,171.4780346,47.1843201,17.990506
26.7102128,1256.6772574,8.2935579,144.3644691,170.3266128,47.1843098,17.9905213
26.8922476,1255.1719278,8.3542629,145.3701712,169.3210365,47.1843007,17.9905346
27.3922476,1251.0459278,8.2651668,148.3454391,166.3461133,47.184274,17.9905739
27.8922476,1246.9117212,8.2995281,151.5604919,163.1314057,47.1842451,17.9906165
28.0947621,1245.2339821,8.3288877,152.8775058,161.8145318,47.1842332,17.9906339
28.2596203,1243.868607,8.2888448,153.9301318,160.7620199,47.1842237,17.9906478
28.7596203,1239.7200208,8.3070993,157.1126112,157.5798875,47.1841951,17.99069
29.2596203,1235.5722068,8.2890716,160.2184902,154.474356,47.1841672,17.9907311
29.7592149,1231.4490873,8.2444391,163.0870171,151.6061748,47.1841414,17.990769
30.0172429,1229.3216167,8.2686851,164.4871229,150.2062471,47.1841288,17.9907875
30.2077034,1227.7473536,8.3140892,165.5402527,149.1532489,47.1841193,17.9908015
30.7077034,1223.6180515,8.2684424,168.4764484,146.2173983,47.1840929,17.9908403
31.1697504,1219.7942477,8.2979045,171.3283863,143.3657799,47.1840673,17.9908781
31.6697504,1215.6471528,8.2920478,174.4669169,140.227596,47.1840391,17.9909196
32.1697504,1211.5013145,8.2921113,177.6173999,137.0774603,47.1840107,17.9909613
32.6697504,1207.36395,8.2666858,180.6525762,134.0426308,47.1839834,17.9910014
32.9280645,1205.2294984,8.2814218,182.1868815,132.5085042,47.1839697,17.9910217
33.36281,1201.6306353,8.2880742,184.813247,129.88244,47.183946,17.9910565
33.7882841,1198.1078159,8.2789513,187.3433401,127.3526417,47.1839233,17.99109
34.2033832,1194.6716837,8.2843497,189.7721635,124.9241059,47.1839014,17.9911221
34.5572648,1191.7460157,8.2770819,191.9133901,122.7831241,47.1838822,17.9911504
34.8284441,1189.5058379,8.2710337,193.6022748,121.0944269,47.183867,17.9911728
35.3284441,1185.3680822,8.280988,196.6882068,118.0088409,47.1838392,17.9912136
35.7390118,1181.9788324,8.2565911,199.1031898,115.5941414,47.1838175,17.9912456
36.2390118,1177.8776342,8.2054098,201.7410471,112.9566267,47.1837938,17.9912805
36.36802,1176.8222704,8.2781655,202.3828829,112.3148788,47.183788,17.991289
36.6627726,1174.4038218,8.2542984,203.9121128,110.7858501,47.1837743,17.9913092
37.1627726,1170.2882818,8.2513468,206.6924696,108.0058355,47.1837493,17.991346
37.6627726,1166.1598211,8.2765595,209.62817,105.0704785,47.1837229,17.9913848
38.1627726,1162.0264479,8.2617048,212.6627645,102.0362284,47.1836956,17.991425
38.6497842,1158.0019442,8.2699514,215.6530256,99.0463034,47.1836687,17.9914645
39.1497842,1153.8679515,8.2671224,218.6765487,96.0231256,47.1836415,17.9915046
39.5971872,1150.178298,8.2430769,221.2705046,93.429478,47.1836182,17.9915389
40.0120702,1146.7576832,8.2634884,223.5721645,91.1281037,47.1835975,17.9915693
