# PML Intruder 38mm J425-13 SW (Up to date)
# 1046 data points written for 7 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  "Nose cone, Payload section"
#
# Time (s),Altitude (m),Total velocity (m/s),Position East of launch (m),Position North of launch (m),Latitude (°),Longitude (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.6990218,1055.9242389,121.7871403,53.6444448,13.4968459,47.1828994,17.9893208
5.7373391,1060.561325,120.9658575,53.9782799,13.6228493,47.1829005,17.9893252
5.7535802,1062.5172261,120.6203559,54.1203676,13.6770877,47.182901,17.9893271
5.7692387,1064.3976113,120.2882057,54.2577462,13.7299034,47.1829015,17.9893289
5.7877051,1066.6084453,119.8973326,54.4201524,13.7927526,47.182902,17.9893311
5.815367,1069.9066002,119.3131736,54.6638456,13.8876546,47.1829029,17.9893343
5.8568599,1074.8234843,118.4414754,55.0295582,14.0309374,47.1829042,17.9893391
5.9068599,1080.7004563,117.3943788,55.4687467,14.2032816,47.1829057,17.989345
5.9268896,1083.0401198,116.9766927,55.6436531,14.2716518,47.1829063,17.9893473
5.9483885,1085.5421438,116.5308359,55.8306899,14.344565,47.182907,17.9893497
5.9767065,1088.8232483,115.947968,56.0761885,14.4400965,47.1829079,17.989353
6.0191836,1093.7141186,115.0832603,56.4434524,14.583161,47.1829091,17.9893579
6.0691836,1099.424217,114.0794812,56.8763637,14.7533104,47.1829107,17.9893636
6.0897678,1101.7603153,113.6699198,57.055288,14.8244165,47.1829113,17.989366
6.1091591,1103.9532485,113.2855953,57.2243177,14.892065,47.1829119,17.9893682
6.1333824,1106.6820661,112.8063236,57.4359293,14.9772883,47.1829127,17.989371
6.1697172,1110.7534409,112.088127,57.7533563,15.1056588,47.1829138,17.9893752
6.2197172,1116.3134456,111.1039986,58.1883681,15.2815335,47.1829154,17.9893809
6.2556258,1120.2762896,110.4039353,58.4992608,15.4070447,47.1829166,17.9893851
6.3056258,1125.7525648,109.4374935,58.9306064,15.5812545,47.1829181,17.9893908
6.3556258,1131.1807315,108.4819461,59.3604462,15.7550996,47.1829197,17.9893965
6.4056258,1136.5612325,107.5405837,59.7905225,15.9303069,47.1829213,17.9894021
6.4278666,1138.939354,107.1257886,59.9825533,16.009326,47.182922,17.9894047
6.4498503,1141.2808383,106.7173841,60.1729099,16.088192,47.1829227,17.9894072
6.4754511,1143.9961594,106.2423975,60.3950932,16.180808,47.1829235,17.9894101
6.5138523,1148.0462295,105.5284764,60.7281932,16.320092,47.1829248,17.9894146
6.5397959,1150.7669359,105.0453405,60.9522889,16.4136078,47.1829256,17.9894175
6.557429,1152.6090178,104.7172656,61.1039142,16.4766465,47.1829262,17.9894195
6.5748249,1154.4206908,104.3951646,61.2529337,16.5384017,47.1829267,17.9894215
6.5963318,1156.6528249,103.9997708,61.4365443,16.6143026,47.1829274,17.9894239
6.6285921,1159.9851837,103.4125681,61.7111772,16.7277348,47.1829284,17.9894276
6.6769826,1164.9483115,102.542847,62.1229049,16.8984716,47.18293,17.989433
6.7202892,1169.3542335,101.7721616,62.4921924,17.0529039,47.1829314,17.9894379
6.7467446,1172.0292215,101.3054731,62.7185103,17.1483467,47.1829322,17.9894409
6.7682094,1174.1904278,100.9286586,62.9027193,17.226578,47.1829329,17.9894433
6.7910624,1176.4824243,100.5287062,63.0993933,17.3106245,47.1829337,17.9894459
6.8201298,1179.3843437,100.0209009,63.3501329,17.4184123,47.1829346,17.9894492
6.8637309,1183.7093866,99.2583196,63.7262104,17.5806898,47.1829361,17.9894542
6.9030836,1187.5844839,98.5713541,64.0643843,17.7265346,47.1829374,17.9894587
6.9334699,1190.558231,98.0426325,64.3243587,17.8384116,47.1829384,17.9894621
6.9583953,1192.9856087,97.6104908,64.5367401,17.9295759,47.1829392,17.9894649
6.9846805,1195.5338269,97.1574946,64.7598973,18.0251584,47.1829401,17.9894679
7.0203917,1198.9768749,96.5474785,65.0621005,18.154455,47.1829413,17.9894719
7.0703917,1203.7610939,95.7031423,65.4842182,18.3352809,47.1829429,17.9894775
7.112752,1207.7812594,94.9999431,65.8427294,18.4900907,47.1829443,17.9894822
7.1325711,1209.6518211,94.6728746,66.0112481,18.5635298,47.1829449,17.9894845
7.1557277,1211.829049,94.291257,66.2086954,18.6500682,47.1829457,17.9894871
7.187606,1214.8117136,93.7667872,66.4811628,18.7701708,47.1829468,17.9894907
7.2354236,1219.2541425,92.9817454,66.8903763,18.9515208,47.1829484,17.9894961
7.2854236,1223.8590659,92.1637638,67.3178355,19.1415826,47.1829501,17.9895017
7.3354236,1228.4231026,91.3493066,67.7439734,19.3311949,47.1829518,17.9895074
7.3807998,1232.5299145,90.6153441,68.1292451,19.5025585,47.1829534,17.9895125
7.4307998,1237.0167659,89.8145882,68.5526022,19.6910171,47.1829551,17.9895181
7.4807998,1241.4636086,89.0204307,68.975117,19.879467,47.1829568,17.9895237
7.5307998,1245.8707496,88.2343285,69.397242,20.06835,47.1829585,17.9895293
7.5807998,1250.2384874,87.4542838,69.8194471,20.258127,47.1829602,17.9895348
7.6307998,1254.5670939,86.6783929,70.2413983,20.4484575,47.1829619,17.9895404
7.6807998,1258.8568481,85.911249,70.6634809,20.6397178,47.1829636,17.989546
7.7307998,1263.1080273,85.1494655,71.0863169,20.8325176,47.1829653,17.9895516
7.7807998,1267.3208882,84.3906708,71.5093711,21.0263087,47.1829671,17.9895572
7.8307998,1271.4956876,83.6373683,71.9324442,21.2208786,47.1829688,17.9895628
7.8807998,1275.6326649,82.8853775,72.3549429,21.4156238,47.1829706,17.9895684
7.9307998,1279.7320563,82.1382066,72.7763397,21.6100097,47.1829723,17.989574
7.9807998,1283.7940992,81.3939993,73.196303,21.8036988,47.1829741,17.9895795
8.0307998,1287.819038,80.6555018,73.6146721,21.9965236,47.1829758,17.9895851
8.0807998,1291.8071274,79.922845,74.0316125,22.1886412,47.1829775,17.9895906
8.1307998,1295.7586129,79.1995534,74.4480569,22.3809742,47.1829793,17.9895961
8.1753274,1299.2469709,78.5625705,74.8198423,22.5537678,47.1829808,17.989601
8.2030019,1301.40053,78.1692901,75.0517694,22.6622974,47.1829818,17.9896041
8.2289895,1303.412751,77.801115,75.270235,22.7650785,47.1829827,17.989607
8.259727,1305.7801913,77.3664049,75.5293165,22.8875698,47.1829838,17.9896104
8.3038606,1309.1557628,76.7433335,75.9020938,23.0646716,47.1829854,17.9896153
8.3538606,1312.9465134,76.0376617,76.3245129,23.2660313,47.1829872,17.9896209
8.4038606,1316.701869,75.3328351,76.7458315,23.4669489,47.182989,17.9896265
8.4538606,1320.4220149,74.6290233,77.1653004,23.6666702,47.1829908,17.989632
8.4859829,1322.7935161,74.1780377,77.4334725,23.794009,47.182992,17.9896356
8.5189935,1325.215588,73.7169525,77.7079685,23.9240542,47.1829931,17.9896392
8.5576602,1328.0334018,73.1807195,78.028279,24.0755171,47.1829945,17.9896435
8.6076602,1331.6464976,72.4967437,78.4414554,24.2709135,47.1829963,17.9896489
8.6576602,1335.2252135,71.8236872,78.8555458,24.4678427,47.182998,17.9896544
8.6815957,1336.9262541,71.5037785,79.0546721,24.5632282,47.1829989,17.989657
8.7075366,1338.7609705,71.1576542,79.2711545,24.6674349,47.1829998,17.9896599
8.7361665,1340.7752329,70.7769885,79.5108236,24.7833776,47.1830009,17.9896631
8.7645836,1342.7635287,70.4004158,79.7494876,24.8994273,47.1830019,17.9896662
8.80023,1345.2422115,69.9278958,80.0496889,25.0460908,47.1830032,17.9896702
8.85023,1348.69019,69.2628346,80.4711612,25.2527007,47.1830051,17.9896758
8.90023,1352.1046921,68.5954418,80.8915848,25.4588437,47.183007,17.9896814
8.9402154,1354.8112809,68.0604043,81.2263293,25.6226454,47.1830084,17.9896858
8.9669478,1356.608901,67.7021228,81.4490897,25.7313295,47.1830094,17.9896887
8.9921308,1358.2936427,67.3654948,81.6580979,25.8330257,47.1830103,17.9896915
9.0184665,1360.0465123,67.0148563,81.875831,25.9386917,47.1830113,17.9896944
9.045708,1361.8500317,66.6535323,82.1001771,26.0472836,47.1830122,17.9896973
9.0752165,1363.7926173,66.2648095,82.3422673,26.1641771,47.1830133,17.9897005
9.1171328,1366.532443,65.7189252,82.684991,26.3293945,47.1830148,17.9897051
9.1671328,1369.7707471,65.0747142,83.0928782,26.5260454,47.1830165,17.9897105
9.2171328,1372.9766817,64.438323,83.5008028,26.7232702,47.1830183,17.9897159
9.2581695,1375.5837873,63.9209349,83.8365761,26.8865122,47.1830198,17.9897203
9.2864457,1377.3675788,63.5667073,84.0688264,27.0000876,47.1830208,17.9897234
9.3101064,1378.8522959,63.2715611,84.2638854,27.0959727,47.1830217,17.989726
9.3328466,1380.2724637,62.9885804,84.4520123,27.1888955,47.1830225,17.9897285
9.3568265,1381.7628799,62.6906818,84.6510518,27.2876576,47.1830234,17.9897311
9.3841422,1383.4516841,62.3516029,84.8784754,27.4009991,47.1830244,17.9897341
9.4208074,1385.7036111,61.8964348,85.1845345,27.5541681,47.1830258,17.9897382
9.4708074,1388.747168,61.2759245,85.6026328,27.7642066,47.1830277,17.9897437
9.5208074,1391.7592998,60.6533145,86.0204845,27.9744953,47.1830296,17.9897492
9.5708074,1394.7401396,60.0294946,86.4369978,28.1839401,47.1830315,17.9897547
9.6078415,1396.927879,59.5657512,86.7441133,28.338002,47.1830328,17.9897588
9.638152,1398.7057144,59.1871121,86.9943697,28.4631935,47.183034,17.9897621
9.6722976,1400.6948343,58.7624313,87.2751884,28.6033383,47.1830352,17.9897658
9.7037819,1402.5161321,58.3706795,87.533019,28.7316595,47.1830364,17.9897692
9.7334803,1404.2228983,58.0038326,87.7752289,28.851881,47.1830375,17.9897724
9.7780278,1406.7627364,57.4613179,88.1374418,29.0314218,47.1830391,17.9897772
9.8280278,1409.5845529,56.8612618,88.5436661,29.2330507,47.1830409,17.9897826
9.8780278,1412.3759141,56.2695695,88.9510192,29.4362628,47.1830427,17.989788
9.9057192,1413.908765,55.9449968,89.1776606,29.5500399,47.1830437,17.989791
9.9302145,1415.2569304,55.6585745,89.3789133,29.6515704,47.1830447,17.9897937
9.9578037,1416.7666801,55.3359451,89.6063508,29.7668179,47.1830457,17.9897967
9.9925575,1418.6554178,54.9288327,89.8937028,29.9130362,47.183047,17.9898005
10.0425575,1421.3472952,54.3415371,90.3079263,30.1245762,47.1830489,17.989806
10.0925575,1424.0092901,53.7528233,90.7221912,30.3365825,47.1830508,17.9898114
10.1425575,1426.6415115,53.1618514,91.1356133,30.5481675,47.1830527,17.9898169
10.1909759,1429.1621733,52.5886305,91.5343986,30.7519012,47.1830546,17.9898222
10.2370775,1431.5364165,52.0442816,91.9124604,30.9446107,47.1830563,17.9898272
10.2781392,1433.6299857,51.5602684,92.247731,31.11509,47.1830578,17.9898316
10.319256,1435.7064829,51.077592,92.5820462,31.2846727,47.1830593,17.989836
10.3591048,1437.7000322,50.6103271,92.9046365,31.4478746,47.1830608,17.9898403
10.400242,1439.7385859,50.1326505,93.2362684,31.6152333,47.1830623,17.9898447
10.450242,1442.1898533,49.5595087,93.6382965,31.8179565,47.1830641,17.98985
10.500242,1444.6121699,48.9935314,94.0401488,32.0208935,47.183066,17.9898553
10.550242,1447.0055804,48.4335181,94.4429732,32.2251929,47.1830678,17.9898607
10.5875323,1448.7717877,48.0191267,94.7445831,32.3789978,47.1830692,17.9898647
10.6159978,1450.1091983,47.7045655,94.9757755,32.497512,47.1830703,17.9898677
10.6447634,1451.451205,47.3868575,95.210269,32.6182696,47.1830713,17.9898708
10.6787549,1453.0247477,47.0116301,95.4882757,32.7620434,47.1830726,17.9898745
10.7181494,1454.8318582,46.5773749,95.8114861,32.9299027,47.1830741,17.9898788
10.767893,1457.0884333,46.0297749,96.2207652,33.143347,47.1830761,17.9898842
10.817893,1459.3283492,45.4812733,96.6331454,33.3592424,47.183078,17.9898896
10.867893,1461.540036,44.9325929,97.0461455,33.5761095,47.18308,17.9898951
10.917893,1463.7236116,44.3856179,97.4594001,33.7935758,47.1830819,17.9899006
10.967893,1465.8791651,43.836087,97.8725606,34.0112895,47.1830839,17.989906
11.017893,1468.0067306,43.2798829,98.2845582,34.2281833,47.1830858,17.9899115
11.0613692,1469.8339644,42.7970057,98.6412979,34.4155575,47.1830875,17.9899162
11.1113692,1471.9093111,42.2454244,99.0500684,34.6298696,47.1830894,17.9899216
11.1613692,1473.9568346,41.6925049,99.45725,34.842934,47.1830913,17.989927
11.2020532,1475.602344,41.240825,99.7870267,35.0150154,47.1830929,17.9899314
11.2389857,1477.0802077,40.8316941,100.0850473,35.1700787,47.1830943,17.9899353
11.2794009,1478.680128,40.3869737,100.4097936,35.3385986,47.1830958,17.9899396
11.3272501,1480.5510702,39.8652129,100.7926976,35.5368179,47.1830976,17.9899447
11.3772501,1482.4792767,39.3259847,101.1914094,35.7428575,47.1830994,17.98995
11.4272501,1484.3801925,38.7950033,101.5894091,35.948496,47.1831013,17.9899552
11.4772501,1486.2539068,38.2715579,101.9876593,36.154692,47.1831031,17.9899605
11.5272501,1488.1004496,37.7538893,102.3870255,36.3623143,47.183105,17.9899658
11.5672618,1489.5585371,37.3435207,102.7079586,36.5300356,47.1831065,17.98997
11.6067346,1490.9799516,36.9380933,103.0258159,36.696944,47.183108,17.9899742
11.6567346,1492.7562477,36.4250297,103.4297944,36.9099944,47.1831099,17.9899796
11.7067346,1494.5055869,35.9105991,103.8349112,37.1244871,47.1831119,17.9899849
11.7567346,1496.2280895,35.3965734,104.2405346,37.3397805,47.1831138,17.9899903
11.8067346,1497.9238285,34.8847456,104.6466438,37.5558495,47.1831157,17.9899957
11.8567346,1499.5928824,34.3726716,105.0530791,37.7725291,47.1831177,17.9900011
11.9067346,1501.235334,33.8609836,105.4594866,37.989459,47.1831196,17.9900064
11.9567346,1502.8512512,33.3482118,105.8656346,38.2064039,47.1831216,17.9900118
12.0067346,1504.4406908,32.8330974,106.2710126,38.4228514,47.1831235,17.9900172
12.0567346,1506.0036966,32.3165707,106.6751925,38.6383733,47.1831255,17.9900225
12.1067346,1507.5403226,31.8046603,107.0781192,38.8529125,47.1831274,17.9900279
12.1567346,1509.0506483,31.2995144,107.4803911,39.0670604,47.1831293,17.9900332
12.2067346,1510.5347398,30.7960916,107.8823337,39.2811384,47.1831313,17.9900385
12.2567346,1511.9926538,30.2950411,108.2838782,39.4950753,47.1831332,17.9900438
12.3067346,1513.4244483,29.7968968,108.6851923,39.7090356,47.1831351,17.9900491
12.3567346,1514.8301773,29.3029996,109.0864343,39.9231757,47.183137,17.9900544
12.4067346,1516.2098881,28.8129375,109.4879332,40.1378249,47.183139,17.9900597
12.4567346,1517.5636289,28.3254941,109.8898076,40.3531011,47.1831409,17.9900651
12.5067346,1518.8914485,27.8407249,110.292133,40.5690795,47.1831428,17.9900704
12.5567346,1520.1933986,27.3572448,110.6949084,40.7857577,47.1831448,17.9900757
12.6067346,1521.469538,26.8726921,111.0978877,41.0028861,47.1831467,17.990081
12.6567346,1522.719921,26.3868822,111.5006696,41.2200608,47.1831487,17.9900864
12.7067346,1523.9445946,25.9055932,111.9031707,41.4371981,47.1831506,17.9900917
12.7567346,1525.143608,25.4267078,112.3056596,41.6545649,47.1831526,17.990097
12.8067346,1526.3170074,24.9499423,112.7080395,41.8720636,47.1831546,17.9901024
12.8567346,1527.4648378,24.4744131,113.1103326,42.0897163,47.1831565,17.9901077
12.9067346,1528.5871408,24.0005678,113.5124018,42.3073863,47.1831585,17.990113
12.9567346,1529.6839552,23.5260428,113.914157,42.5249851,47.1831604,17.9901183
13.0067346,1530.7553083,23.0523968,114.3153187,42.7422388,47.1831624,17.9901236
13.0567346,1531.8012384,22.5797997,114.7158548,42.9591165,47.1831643,17.9901289
13.1067346,1532.8217746,22.1084322,115.1156158,43.1754735,47.1831663,17.9901342
13.1567346,1533.8169595,21.6409404,115.5146333,43.3913414,47.1831682,17.9901395
13.2067346,1534.7868414,21.1770209,115.9130255,43.6068368,47.1831702,17.9901448
13.2567346,1535.7314641,20.7168247,116.310857,43.8220239,47.1831721,17.99015
13.3067346,1536.6508724,20.2610757,116.7082392,44.0370126,47.183174,17.9901553
13.3567346,1537.5451086,19.8097398,117.1052938,44.251923,47.183176,17.9901605
13.4067346,1538.4142109,19.3630274,117.502129,44.466863,47.1831779,17.9901658
13.4567346,1539.258214,18.9207778,117.8988487,44.681938,47.1831798,17.990171
13.5067346,1540.0771491,18.4832435,118.2955303,44.8972302,47.1831818,17.9901763
13.5567346,1540.8710442,18.0504498,118.6922574,45.1128302,47.1831837,17.9901815
13.6067346,1541.6399241,17.6233241,119.0891098,45.3288259,47.1831856,17.9901868
13.6567346,1542.3837984,17.2043027,119.4862924,45.5454395,47.1831876,17.990192
13.7067346,1543.1026735,16.790136,119.8839987,45.7628835,47.1831895,17.9901973
13.7567346,1543.796593,16.3786885,120.2820769,45.9810027,47.1831915,17.9902026
13.8067346,1544.4655996,15.9712506,120.6803836,46.1996505,47.1831935,17.9902078
13.8567346,1545.1097242,15.5700277,121.0788785,46.4187905,47.1831954,17.9902131
13.9067346,1545.7289877,15.1752163,121.4776083,46.6384819,47.1831974,17.9902184
13.9567346,1546.3234167,14.7869957,121.876567,46.8587268,47.1831994,17.9902237
14.0067346,1546.8930416,14.4035656,122.2757036,47.0794778,47.1832014,17.990229
14.0567346,1547.4379039,14.0250043,122.674842,47.3005476,47.1832034,17.9902342
14.1067346,1547.9580349,13.6527241,123.0738718,47.5218238,47.1832054,17.9902395
14.1567346,1548.4534599,13.2886378,123.4727374,47.7432566,47.1832074,17.9902448
14.2067346,1548.9242004,12.9340814,123.8714614,47.9648779,47.1832093,17.9902501
14.2567346,1549.3702779,12.5877508,124.2700272,48.186681,47.1832113,17.9902553
14.3067346,1549.7917147,12.250792,124.6683487,48.4085918,47.1832133,17.9902606
14.3567346,1550.1885305,11.9236356,125.0663873,48.6305861,47.1832153,17.9902659
14.4067346,1550.5607421,11.6046501,125.4640074,48.852562,47.1832173,17.9902711
14.4567346,1550.908366,11.299573,125.8611017,49.0744453,47.1832193,17.9902764
14.5067346,1551.2314228,11.0131881,126.2578559,49.2964007,47.1832213,17.9902816
14.5567346,1551.52993,10.7420793,126.6544059,49.5185592,47.1832233,17.9902869
14.6067346,1551.8039046,10.4855535,127.0506866,49.7408739,47.1832253,17.9902921
14.6567346,1552.0533629,10.2478041,127.446688,49.9633509,47.1832273,17.9902974
14.7067346,1552.2783205,10.0303054,127.8424901,50.1860834,47.1832293,17.9903026
14.7567346,1552.4787956,9.8352827,128.2381559,50.4091689,47.1832313,17.9903078
14.8067346,1552.6548114,9.6636659,128.6337839,50.6327567,47.1832333,17.9903131
14.8567346,1552.806388,9.5152591,129.0294257,50.8569165,47.1832354,17.9903183
14.9067346,1552.9335457,9.3896629,129.4250932,51.0816765,47.1832374,17.9903236
14.9567346,1553.0362988,9.285769,129.8207338,51.3069804,47.1832394,17.9903288
# Event EJECTION_CHARGE occurred at t=14.996 seconds
14.996,1553.0998885,9.2194386,130.1313537,51.4842184,47.183241,17.9903329
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=14.997 seconds
14.9985,1553.1034278,9.2156808,130.151127,51.4955105,47.1832411,17.9903332
14.9995,1553.1048261,2.8009733,130.1590359,51.5000279,47.1832411,17.9903333
# Event APOGEE occurred at t=15.125 seconds
15.1248401,1553.1982539,2.3135339,131.1460265,52.0722017,47.1832463,17.9903463
15.3448497,1552.9817285,2.9653713,132.8583031,53.0986741,47.1832555,17.990369
15.5896926,1552.2072801,4.6784307,134.7340748,54.2751277,47.1832661,17.9903938
15.7144144,1551.621062,5.4666981,135.6771563,54.8942501,47.1832717,17.9904063
15.8219506,1551.0340017,6.0588578,136.4838638,55.4441746,47.1832766,17.990417
15.939976,1550.3169486,6.5616011,137.3623639,56.0658748,47.1832822,17.9904286
16.0575361,1549.5397046,7.0122326,138.2305783,56.7042356,47.1832879,17.9904401
16.191997,1548.5896105,7.4174159,139.2183282,57.4598445,47.1832947,17.9904531
16.3459601,1547.439497,7.7303187,140.3416649,58.3549943,47.1833028,17.990468
16.4684053,1546.4889853,7.9216167,141.2228724,59.0807803,47.1833093,17.9904797
16.7053606,1544.5886917,8.1969738,142.8907712,60.5046058,47.1833221,17.9905017
17.0047107,1542.1137645,8.3741513,144.9542998,62.3492443,47.1833387,17.990529
17.4998918,1537.9456647,8.4736385,148.2854758,65.4732533,47.1833668,17.9905731
17.9998918,1533.7145255,8.4553666,151.6189043,68.7168528,47.183396,17.9906172
18.2078527,1531.9600441,8.5071487,152.9861444,70.064655,47.1834081,17.9906353
18.6172433,1528.5136259,8.4404731,155.5309283,72.5842702,47.1834307,17.990669
18.95631,1525.6544234,8.4491409,157.5567176,74.5984353,47.1834489,17.9906958
19.1657776,1523.8878344,8.4980869,158.7739227,75.8108248,47.1834598,17.9907119
19.5954544,1520.2707662,8.4368069,161.1243646,78.154793,47.1834808,17.990743
19.9252489,1517.4901124,8.4457445,162.8589374,79.8865767,47.1834964,17.990766
20.2364423,1514.8635094,8.4533514,164.5286618,81.5545692,47.1835114,17.9907881
20.7364423,1510.6558559,8.4132718,167.403757,84.4279716,47.1835373,17.9908261
21.0864053,1507.7100034,8.4400165,169.5176248,86.5411519,47.1835563,17.9908541
21.383619,1505.2029912,8.450265,171.2856045,88.308689,47.1835722,17.9908775
21.6899304,1502.6187386,8.4430803,173.0723774,90.0950882,47.1835882,17.9909011
21.9275303,1500.6145144,8.4612035,174.4810738,91.5035333,47.1836009,17.9909198
22.0510681,1499.5732497,8.4457372,175.2224059,92.2447441,47.1836076,17.9909296
22.3592713,1496.9762731,8.4442167,177.0255599,94.0476152,47.1836238,17.9909534
22.8592713,1492.7619498,8.438922,179.8266162,96.8482571,47.183649,17.9909905
23.1726894,1490.1298876,8.4487271,181.4621407,98.4835407,47.1836637,17.9910121
23.2823242,1489.2121872,8.3894686,182.0085303,99.0298479,47.1836686,17.9910194
23.7823242,1485.0078783,8.4415043,184.5756886,101.5966361,47.1836917,17.9910533
24.2823242,1480.7979765,8.4135886,187.3166208,104.337205,47.1837163,17.9910896
24.5750202,1478.3355994,8.4275055,188.9704605,105.9908336,47.1837312,17.9911115
24.7446316,1476.9075999,8.4586701,189.9332372,106.9534882,47.1837398,17.9911242
25.2446316,1472.7059865,8.4055938,192.9322272,109.9521195,47.1837668,17.9911639
25.7446316,1468.4997526,8.4361493,196.1031457,113.12268,47.1837953,17.9912059
26.1705378,1464.9097185,8.428819,198.8058195,115.8250483,47.1838196,17.9912416
26.6705378,1460.7083796,8.3961791,201.8048779,118.8237491,47.1838466,17.9912813
27.1705378,1456.5081443,8.4253625,204.6043725,121.6228865,47.1838717,17.9913184
27.6705378,1452.2971468,8.4254499,207.2918607,124.3100169,47.1838959,17.9913539
28.1705378,1448.0846479,8.4261886,209.9310341,126.9488319,47.1839196,17.9913888
28.5535594,1444.8628945,8.4156801,212.0085328,129.0260563,47.1839383,17.9914163
28.8464567,1442.4009261,8.4146033,213.6420423,130.6593563,47.183953,17.991438
29.3464567,1438.1928749,8.4193761,216.4661636,133.4831197,47.1839784,17.9914753
29.8464567,1433.9841939,8.4180046,219.3642368,136.3808348,47.1840045,17.9915137
30.3464567,1429.775305,8.4186271,222.2987466,139.3149865,47.1840309,17.9915525
30.8464567,1425.5687558,8.4102073,225.1845265,142.2004084,47.1840568,17.9915907
31.3464567,1421.3658471,8.4076752,227.9577682,144.9732926,47.1840817,17.9916274
31.4965961,1420.107494,8.5480061,228.7932286,145.808646,47.1840892,17.9916384
31.7729989,1417.8008348,8.4192395,230.427359,147.4425805,47.1841039,17.9916601
32.2729989,1413.6470633,8.3239422,233.7014125,150.7162822,47.1841334,17.9917034
32.5460001,1411.3756231,8.36591,235.6224355,152.6371136,47.1841507,17.9917288
32.6626918,1410.4005188,8.4469292,236.4424791,153.457075,47.184158,17.9917397
32.9960765,1407.6195217,8.3938389,238.6819342,155.6962956,47.1841782,17.9917693
33.1306748,1406.4969403,8.3576714,239.5564619,156.5707287,47.184186,17.9917809
33.2224636,1405.7300176,8.3965137,240.1516118,157.1658139,47.1841914,17.9917887
33.3594058,1404.5856671,8.4418214,241.0236541,158.0377597,47.1841992,17.9918003
33.6071508,1402.5143105,8.3969663,242.5558761,159.5698068,47.184213,17.9918206
34.1071508,1398.3331858,8.373219,245.4674008,162.4809785,47.1842392,17.9918591
34.399392,1395.8863984,8.3889353,247.0999797,164.1133506,47.1842539,17.9918807
34.899392,1391.688162,8.4050325,249.9046013,166.9176171,47.1842791,17.9919178
35.399392,1387.4868644,8.4001625,252.7069563,169.7196159,47.1843043,17.9919549
35.7732046,1384.3533428,8.3898188,254.733898,171.7462917,47.1843225,17.9919817
36.1282805,1381.3786247,8.3918714,256.5816816,173.593823,47.1843391,17.9920062
36.4337113,1378.8169515,8.3965389,258.1869126,175.1988369,47.1843536,17.9920274
36.7731575,1375.9695281,8.3931088,259.999668,177.0113509,47.1843698,17.9920514
36.9446346,1374.5328906,8.4605243,260.9342102,177.9457713,47.1843783,17.9920638
37.4446346,1370.3639893,8.3375807,263.8829371,180.8941451,47.1844048,17.9921028
37.5613579,1369.3943665,8.4823809,264.598385,181.6095109,47.1844112,17.9921122
37.7255853,1368.0302128,8.3951617,265.5723175,182.5833281,47.18442,17.9921251
37.8256207,1367.1978371,8.3302752,266.1553198,183.1662602,47.1844252,17.9921328
38.3256207,1363.0151916,8.4006006,269.0763544,186.0869421,47.1844515,17.9921715
38.8208478,1358.8632388,8.3734125,271.9004978,188.9107347,47.1844769,17.9922089
39.3208478,1354.6761259,8.3839731,274.6196213,191.6295038,47.1845013,17.9922449
39.8208478,1350.4843236,8.3861911,277.275214,194.2847417,47.1845252,17.99228
40.3208478,1346.292222,8.3826778,279.9020248,196.9111974,47.1845488,17.9923148
40.5519941,1344.3595633,8.4227074,281.1440151,198.1530239,47.18456,17.9923312
41.0519941,1340.2083153,8.3000104,284.1095258,201.1181834,47.1845866,17.9923704
41.2555562,1338.5203906,8.3196594,285.3958392,202.4043543,47.1845982,17.9923875
41.6308881,1335.3898399,8.3690927,287.7292673,204.7375187,47.1846192,17.9924183
42.1308881,1331.2105532,8.3621734,290.7033874,207.7112865,47.1846459,17.9924577
42.3583151,1329.3110335,8.3825748,292.037407,209.0451458,47.1846579,17.9924753
42.8250256,1325.4103545,8.370239,294.8740317,211.8814413,47.1846834,17.9925129
43.3250256,1321.2320912,8.3553228,298.0642371,215.0712938,47.1847121,17.9925551
43.7230203,1317.9055053,8.3699963,300.6663911,217.6731667,47.1847355,17.9925895
44.2230203,1313.7262299,8.354418,303.8366039,220.8430264,47.184764,17.9926315
44.7230203,1309.5577697,8.3396996,306.8019064,223.8079767,47.1847907,17.9926707
45.0822445,1306.5606062,8.3606641,308.8471535,225.8529708,47.1848091,17.9926978
45.3392005,1304.4151387,8.3795834,310.3439173,227.3495537,47.1848225,17.9927176
45.7223348,1301.2312239,8.3355825,312.7327163,229.738084,47.184844,17.9927492
45.9059914,1299.7069716,8.3170429,313.9297748,230.935014,47.1848548,17.992765
46.4059914,1295.5354095,8.3697817,317.1656696,234.1705577,47.1848839,17.9928079
46.8093852,1292.1696945,8.3434702,319.6716841,236.6762886,47.1849064,17.992841
47.0960363,1289.7813362,8.346279,321.388867,238.3932702,47.1849218,17.9928638
47.3483298,1287.6763989,8.3629817,322.9209758,239.9252015,47.1849356,17.992884
47.5169091,1286.2699471,8.3516837,323.9555807,240.9596879,47.1849449,17.9928977
47.8409985,1283.5662808,8.3550759,325.8992101,242.9030893,47.1849624,17.9929234
48.1903441,1280.6505456,8.3535179,327.9526624,244.9562958,47.1849809,17.9929506
48.4691632,1278.3240158,8.3623402,329.6224545,246.6258917,47.1849959,17.9929727
