# PML Intruder 38 mm J425-13 (Up to date)
# 1049 data points written for 7 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  "Nose cone, Payload section"
#
# Time (s),Altitude (m),Total velocity (m/s),Position East of launch (m),Position North of launch (m),Latitude (°),Longitude (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.5486356,1027.2890413,124.4569857,43.2987422,126.4618727,47.1839153,17.9891839
5.5670339,1029.5507823,124.0481771,43.4358732,126.7646603,47.183918,17.9891858
5.5946314,1032.9293934,123.436228,43.6420222,127.2168647,47.1839221,17.9891885
5.6360276,1037.9657676,122.520808,43.9507193,127.8922564,47.1839282,17.9891926
5.6615949,1041.0574657,121.9580436,44.1404025,128.3083092,47.1839319,17.9891951
5.6870294,1044.1188671,121.4020884,44.3282882,128.7214636,47.1839356,17.9891976
5.7251811,1048.6846319,120.5764232,44.6092863,129.3391776,47.1839412,17.9892013
5.7751811,1054.6211126,119.5075255,44.9776122,130.143595,47.1839484,17.9892062
5.8251811,1060.5046656,118.4497735,45.3466517,130.9416407,47.1839556,17.989211
5.8751811,1066.33581,117.4029372,45.7162051,131.7335913,47.1839627,17.9892159
5.9219942,1071.7483091,116.432825,46.0631117,132.4691916,47.1839693,17.9892205
5.9719942,1077.479331,115.4008526,46.4330654,133.2501719,47.1839763,17.9892254
6.0123984,1082.0729615,114.5751595,46.7305812,133.8787537,47.183982,17.9892293
6.0623984,1087.7116694,113.5635831,47.0977282,134.6528344,47.183989,17.9892342
6.1123984,1093.3001862,112.5635027,47.4643034,135.4222425,47.1839959,17.9892391
6.1623984,1098.8390933,111.5738663,47.8308554,136.1865204,47.1840028,17.9892439
6.2123984,1104.3290018,110.5962322,48.198267,136.9448891,47.1840096,17.9892488
6.2444526,1107.8230039,109.9741131,48.4347515,137.4275196,47.1840139,17.9892519
6.2925339,1113.0267934,109.0435803,48.7898526,138.1472939,47.1840204,17.9892566
6.3291485,1116.9595712,108.3370525,49.059222,138.6933886,47.1840253,17.9892602
6.3617631,1120.4409695,107.7122628,49.2981025,139.1786638,47.1840297,17.9892633
6.4057215,1125.1011449,106.8774624,49.6189074,139.8306239,47.1840355,17.9892676
6.4557215,1130.3574193,105.9368926,49.9825321,140.5689672,47.1840422,17.9892724
6.5057215,1135.5669992,105.0088572,50.3454432,141.3033248,47.1840488,17.9892772
6.5421709,1139.3357596,104.3402708,50.6108664,141.8349201,47.1840536,17.9892807
6.5661534,1141.8022948,103.9029788,50.7862606,142.1826391,47.1840567,17.989283
6.5952771,1144.7835729,103.3733004,50.9999073,142.6028701,47.1840605,17.9892858
6.6389626,1149.2266715,102.5809579,51.3207357,143.230023,47.1840661,17.9892901
6.6889626,1154.2696088,101.678258,51.6871145,143.9444768,47.1840725,17.9892949
6.7386147,1159.2329043,100.7886848,52.0493679,144.6511585,47.1840789,17.9892997
6.7886147,1164.1865042,99.9013797,52.4127367,145.3598703,47.1840853,17.9893045
6.8386147,1169.0959319,99.0231469,52.7750675,146.0653308,47.1840916,17.9893093
6.8886147,1173.9617023,98.1538866,53.1371168,146.7668661,47.1840979,17.9893141
6.9386147,1178.7842052,97.292179,53.4989682,147.4644541,47.1841042,17.9893189
6.9886147,1183.5639129,96.4396132,53.8613262,148.1574752,47.1841104,17.9893237
7.0382339,1188.2653422,95.6007557,54.2220463,148.8401638,47.1841165,17.9893285
7.0835211,1192.5201943,94.8406592,54.5523383,149.4588185,47.1841221,17.9893328
7.1335211,1197.1780155,94.0062253,54.91781,150.1373476,47.1841282,17.9893377
7.1835211,1201.7942207,93.1749481,55.2834252,150.8118696,47.1841343,17.9893425
7.2205073,1205.1820996,92.5587828,55.5527603,151.309435,47.1841388,17.9893461
7.2424669,1207.1827243,92.1936392,55.711792,151.6047044,47.1841414,17.9893482
7.2635191,1209.0931232,91.8448846,55.8635856,151.8877254,47.184144,17.9893502
7.2867382,1211.1916228,91.4625008,56.0303152,152.1997622,47.1841468,17.9893524
7.3173611,1213.9456792,90.9625594,56.2493913,152.6108476,47.1841505,17.9893553
7.3632953,1218.0482109,90.2222063,56.5774794,153.2253845,47.184156,17.9893596
7.4132953,1222.4754054,89.4235901,56.9350571,153.8903928,47.184162,17.9893644
7.4632953,1226.8628436,88.6319107,57.2932834,154.5511937,47.1841679,17.9893691
7.5132953,1231.2108615,87.8460558,57.6523949,155.2076122,47.1841738,17.9893739
7.5632953,1235.5196909,87.0652494,58.0120194,155.8600562,47.1841797,17.9893786
7.6132953,1239.7896166,86.2910227,58.372211,156.5085194,47.1841855,17.9893834
7.6605895,1243.7929734,85.5637548,58.7138904,157.1178233,47.184191,17.9893879
7.7105895,1247.988004,84.7975355,59.0755715,157.7582892,47.1841968,17.9893927
7.7605895,1252.1446213,84.0327316,59.4362879,158.3963627,47.1842025,17.9893975
7.7978994,1255.2212574,83.4635313,59.7040534,158.8716934,47.1842068,17.989401
7.8286623,1257.7419606,82.9963083,59.9237143,159.2633199,47.1842103,17.9894039
7.8631594,1260.5514985,82.47588,60.1689471,159.7020797,47.1842142,17.9894072
7.9131594,1264.5917873,81.72969,60.5232128,160.3364484,47.1842199,17.9894119
7.9631594,1268.5948528,80.9910559,60.877333,160.967814,47.1842256,17.9894165
8.0131594,1272.5610664,80.25852,61.2320233,161.5955328,47.1842313,17.9894212
8.057279,1276.0304898,79.6174142,61.5460605,162.1458636,47.1842362,17.9894254
8.0898761,1278.5756987,79.1458456,61.7789551,162.5501161,47.1842398,17.9894285
8.1387719,1282.364677,78.4406664,62.1290329,163.1534028,47.1842453,17.9894331
8.1887719,1286.2035336,77.7230324,62.4873084,163.7671078,47.1842508,17.9894378
8.2387719,1290.0064295,77.0078245,62.8454171,164.3780472,47.1842563,17.9894426
8.2887719,1293.773355,76.2939949,63.202229,164.9873287,47.1842618,17.9894473
8.3387719,1297.5044583,75.5849473,63.5574895,165.5952249,47.1842672,17.989452
8.3887719,1301.1999579,74.8802906,63.9112663,166.2017041,47.1842727,17.9894567
8.4387719,1304.8601164,74.181066,64.2638002,166.8065739,47.1842781,17.9894614
8.4887719,1308.4852031,73.4874134,64.6153394,167.4096364,47.1842835,17.989466
8.5387719,1312.0755939,72.8008141,64.9667393,168.0101158,47.1842889,17.9894707
8.5887719,1315.6316489,72.1195168,65.3188698,168.6072192,47.1842943,17.9894753
8.6387719,1319.1536121,71.4427072,65.6720131,169.2007125,47.1842997,17.98948
8.6819949,1322.1709297,70.8614676,65.9783965,169.7106054,47.1843042,17.989484
8.725266,1325.1664027,70.2821685,66.2862226,170.2180823,47.1843088,17.9894881
8.775266,1328.596396,69.6149201,66.6430241,170.80104,47.184314,17.9894928
8.825266,1331.9927307,68.9449982,66.9996639,171.3816157,47.1843193,17.9894976
8.8665112,1334.7688755,68.3913843,67.2924741,171.8599405,47.1843236,17.9895014
8.8983919,1336.8989026,67.9645098,67.5176414,172.2295891,47.1843269,17.9895044
8.9313177,1339.0843383,67.5261403,67.749168,172.6112534,47.1843303,17.9895075
8.9772344,1342.1078049,66.9206228,68.0708378,173.1428555,47.1843351,17.9895117
9.0272344,1345.3683908,66.2679849,68.4203565,173.7201181,47.1843403,17.9895164
9.0772344,1348.5962393,65.6214465,68.7699239,174.2949498,47.1843455,17.989521
9.1272344,1351.7915996,64.9785027,69.119876,174.8670711,47.1843506,17.9895256
9.1772344,1354.9546411,64.3393431,69.4702106,175.4365181,47.1843557,17.9895303
9.2272344,1358.0855528,63.7039825,69.821048,176.0032092,47.1843608,17.9895349
9.2772344,1361.1845101,63.0716263,70.1724674,176.567099,47.1843659,17.9895395
9.3272344,1364.2515222,62.4389343,70.5237835,177.1288573,47.184371,17.9895442
9.3772344,1367.2865235,61.8072059,70.8740059,177.6894355,47.184376,17.9895488
9.4272344,1370.2895777,61.1787241,71.222736,178.2492309,47.184381,17.9895534
9.4772344,1373.2609718,60.5571285,71.5705364,178.8077481,47.1843861,17.989558
9.5272344,1376.201097,59.9413822,71.9184941,179.3639996,47.1843911,17.9895626
9.5772344,1379.1101808,59.3287404,72.2669845,179.9176604,47.184396,17.9895673
9.6272344,1381.988411,58.720198,72.6162356,180.4685428,47.184401,17.9895719
9.6772344,1384.8358985,58.1129979,72.9661021,181.0168097,47.1844059,17.9895765
9.7272344,1387.6527262,57.5088967,73.316315,181.5627411,47.1844108,17.9895811
9.7772344,1390.4389871,56.9063416,73.6666986,182.1065279,47.1844157,17.9895858
9.8272344,1393.1947684,56.3067489,74.0170649,182.6483717,47.1844206,17.9895904
9.8772344,1395.9202037,55.7093628,74.3674674,183.188247,47.1844254,17.9895951
9.9272344,1398.6152677,55.1111705,74.7172881,183.726747,47.1844303,17.9895997
9.9772344,1401.2799447,54.5153496,75.065973,184.2644027,47.1844351,17.9896043
10.0272344,1403.9143835,53.9228366,75.4136365,184.8011303,47.18444,17.9896089
10.0772344,1406.5187028,53.3325758,75.7602546,185.3369734,47.1844448,17.9896135
10.1272344,1409.0930531,52.7464382,76.1059134,185.8718764,47.1844496,17.9896181
10.1772344,1411.6376423,52.1640236,76.4509253,186.4055773,47.1844544,17.9896226
10.2272344,1414.1526326,51.5850498,76.7954242,186.937977,47.1844592,17.9896272
10.2772344,1416.6382984,51.0121412,77.1400832,187.4684775,47.1844639,17.9896317
10.3272344,1419.0949305,50.4428754,77.4857183,187.9963447,47.1844687,17.9896363
10.3772344,1421.5226323,49.8754271,77.8322871,188.5216403,47.1844734,17.9896409
10.4272344,1423.9215543,49.3122702,78.1799964,189.0441953,47.1844781,17.9896455
10.4711295,1426.0040111,48.820307,78.4865876,189.5003386,47.1844822,17.9896496
10.5211295,1428.3492847,48.2594806,78.8369837,190.0173076,47.1844869,17.9896542
10.5711295,1430.6657969,47.695192,79.1873198,190.5327041,47.1844915,17.9896588
10.6211295,1432.9533919,47.1312083,79.5366369,191.0474149,47.1844961,17.9896635
10.6711295,1435.2119564,46.5640541,79.8842735,191.5620436,47.1845008,17.9896681
10.7040443,1436.6828024,46.1896597,80.1116941,191.9012357,47.1845038,17.9896711
10.7335897,1437.9922655,45.8540909,80.3147074,192.2061323,47.1845065,17.9896738
10.7635368,1439.3091174,45.5154652,80.5193882,192.515597,47.1845093,17.9896765
10.7985038,1440.8335339,45.1242914,80.7572054,192.8772866,47.1845126,17.9896796
10.8485038,1442.9890166,44.5719047,81.0958976,193.3944221,47.1845172,17.9896841
10.8985038,1445.1162335,44.0256548,81.4338433,193.9107491,47.1845219,17.9896886
10.9485038,1447.2155038,43.4848144,81.7718912,194.4255179,47.1845265,17.989693
10.9985038,1449.2871611,42.9494529,82.1111966,194.9376767,47.1845311,17.9896975
11.027245,1450.4656368,42.6436819,82.3073723,195.2303744,47.1845337,17.9897001
11.0546042,1451.5790964,42.3533539,82.4950402,195.5076955,47.1845362,17.9897026
11.0822359,1452.6954004,42.0605296,82.6854735,195.7865139,47.1845387,17.9897051
11.1139392,1453.9659715,41.7248269,82.9049056,196.1050129,47.1845416,17.989708
11.1489104,1455.354846,41.3557635,83.1480154,196.4547037,47.1845448,17.9897112
11.1835528,1456.7175959,40.9905858,83.389893,196.7994634,47.1845479,17.9897144
11.2335528,1458.6614251,40.4615745,83.7399715,197.2949978,47.1845523,17.9897191
11.2835528,1460.5777773,39.9288174,84.089826,197.7893571,47.1845568,17.9897237
11.3335528,1462.4663684,39.3929256,84.4382022,198.2836607,47.1845612,17.9897283
11.3777406,1464.1121991,38.9194375,84.7443643,198.7208876,47.1845651,17.9897324
11.4205646,1465.6864476,38.4616305,85.0394534,199.1450466,47.1845689,17.9897363
11.4624926,1467.2079536,38.0143642,85.3267643,199.5607958,47.1845727,17.9897401
11.5049302,1468.7280419,37.5642128,85.6159711,199.9820585,47.1845765,17.9897439
11.5545118,1470.4788196,37.0428922,85.952137,200.4745808,47.1845809,17.9897483
11.6045118,1472.2171379,36.5232951,86.2898321,200.9711674,47.1845854,17.9897528
11.6545118,1473.9284142,36.0089876,86.6269557,201.4670426,47.1845898,17.9897573
11.7045118,1475.6128941,35.4993098,86.9641117,201.9616918,47.1845943,17.9897617
11.7545118,1477.2707843,34.9926505,87.3018263,202.4546559,47.1845987,17.9897662
11.8045118,1478.9021931,34.4889662,87.6402613,202.9457924,47.1846031,17.9897707
11.8545118,1480.507297,33.9889218,87.9799188,203.4346527,47.1846075,17.9897752
11.9010794,1481.97868,33.5251428,88.2976644,203.8876347,47.1846116,17.9897794
11.9510794,1483.5332811,33.0292365,88.6402045,204.3716409,47.184616,17.9897839
12.0010794,1485.0618361,32.5355897,88.9842349,204.8531512,47.1846203,17.9897885
12.0510794,1486.5643918,32.044229,89.3296387,205.3322869,47.1846246,17.989793
12.1010794,1488.0410193,31.5548073,89.6764114,205.8090738,47.1846289,17.9897976
12.1510794,1489.4916988,31.065902,90.0241955,206.2838483,47.1846331,17.9898022
12.2010794,1490.9163666,30.5773031,90.3725275,206.7570316,47.1846374,17.9898068
12.2510794,1492.314943,30.0880111,90.7209716,207.2290072,47.1846416,17.9898115
12.3010794,1493.6872862,29.5977617,91.0689745,207.7002345,47.1846459,17.9898161
12.3510794,1495.0333342,29.1090983,91.4162726,208.1709286,47.1846501,17.9898207
12.4010794,1496.3531013,28.6205966,91.7628359,208.6411221,47.1846543,17.9898252
12.4510794,1497.6464146,28.1295999,92.1081795,209.111185,47.1846586,17.9898298
12.5010794,1498.9131052,27.6384562,92.4518528,209.5814509,47.1846628,17.9898344
12.5510794,1500.1532102,27.1523813,92.7938723,210.0519148,47.184667,17.9898389
12.6010794,1501.3669276,26.6693633,93.134595,210.5223321,47.1846713,17.9898434
12.6510794,1502.5541835,26.1860015,93.4737505,210.9928977,47.1846755,17.9898479
12.7010794,1503.7149989,25.7085903,93.8112606,211.4636709,47.1846797,17.9898523
12.7510794,1504.8497256,25.2398124,94.1477759,211.9342098,47.184684,17.9898568
12.8010794,1505.9586059,24.7747175,94.4837093,212.4042333,47.1846882,17.9898612
12.8510794,1507.0417077,24.3147783,94.8190645,212.8737405,47.1846924,17.9898657
12.9010794,1508.0992971,23.8611822,95.1543513,213.3423694,47.1846966,17.9898701
12.9510794,1509.131485,23.4097294,95.4896929,213.810028,47.1847008,17.9898746
13.0010794,1510.1382784,22.9628456,95.8249401,214.2768194,47.184705,17.989879
13.0510794,1511.1198868,22.5209162,96.1605013,214.7424338,47.1847092,17.9898834
13.1010794,1512.0763766,22.0831432,96.4963982,215.2068479,47.1847134,17.9898879
13.1510794,1513.0079213,21.6513596,96.8329732,215.6697943,47.1847176,17.9898923
13.2010794,1513.9146903,21.2246825,97.1705714,216.1310041,47.1847217,17.9898968
13.2510794,1514.7968217,20.8039863,97.5094521,216.5902773,47.1847258,17.9899013
13.3010794,1515.6545294,20.3900676,97.8501036,217.0472461,47.1847299,17.9899058
13.3510794,1516.4879453,19.9801509,98.1927567,217.5017483,47.184734,17.9899103
13.4010794,1517.2970255,19.5733161,98.537111,217.9540285,47.1847381,17.9899149
13.4510794,1518.0817274,19.168884,98.8828823,218.4043188,47.1847421,17.9899195
13.5010794,1518.8419354,18.7676676,99.2296049,218.8529785,47.1847462,17.989924
13.5510794,1519.5776691,18.3718232,99.5772002,219.3000856,47.1847502,17.9899286
13.6010794,1520.2889135,17.9785332,99.9255159,219.7457654,47.1847542,17.9899333
13.6510794,1520.9754901,17.5871541,100.2740131,220.1903897,47.1847582,17.9899379
13.7010794,1521.6373036,17.2000612,100.6223765,220.6341616,47.1847622,17.9899425
13.7510794,1522.2743298,16.81817,100.970462,221.0771623,47.1847662,17.9899471
13.8010794,1522.8865798,16.4433448,101.318214,221.5194201,47.1847702,17.9899517
13.8510794,1523.4741545,16.0775254,101.6657889,221.9608566,47.1847741,17.9899563
13.9010794,1524.0371696,15.720198,102.0133682,222.4013823,47.1847781,17.9899609
13.9510794,1524.5756619,15.3698303,102.3609513,222.8410013,47.184782,17.9899655
14.0010794,1525.0896213,15.027486,102.7084319,223.279766,47.184786,17.9899701
14.0510794,1525.5790899,14.6935642,103.0558118,223.7176744,47.1847899,17.9899747
14.1010794,1526.0440421,14.3667611,103.4029407,224.1547836,47.1847939,17.9899793
14.1510794,1526.4844453,14.0495149,103.7496499,224.5911502,47.1847978,17.9899839
14.2010794,1526.9003463,13.7423539,104.09596,225.0267644,47.1848017,17.9899884
14.2510794,1527.2917042,13.4433107,104.4416845,225.4616764,47.1848056,17.989993
14.3010794,1527.6584896,13.1573732,104.7866685,225.8959236,47.1848095,17.9899976
14.3510794,1528.0008367,12.887017,105.1311814,226.3294505,47.1848134,17.9900021
14.4010794,1528.3187907,12.6286072,105.4752724,226.7622544,47.1848173,17.9900067
14.4510794,1528.6123227,12.3841265,105.8187965,227.194373,47.1848212,17.9900112
14.5010794,1528.8814887,12.1558642,106.1618478,227.6258016,47.1848251,17.9900158
14.5510794,1529.1263159,11.9430428,106.5044412,228.0565502,47.184829,17.9900203
14.6010794,1529.3468125,11.7464764,106.8465338,228.4866372,47.1848328,17.9900248
14.6510794,1529.5430068,11.5688233,107.1881497,228.9160733,47.1848367,17.9900294
14.7010794,1529.7149454,11.4085578,107.5293816,229.3448631,47.1848405,17.9900339
14.7510794,1529.8626076,11.2658882,107.8700483,229.773034,47.1848444,17.9900384
14.8010794,1529.9860275,11.1445886,108.2101998,230.2005972,47.1848482,17.9900429
14.8510794,1530.0852481,11.04382,108.5499409,230.6275616,47.1848521,17.9900474
14.9010794,1530.160288,10.9635735,108.8892399,231.0539437,47.1848559,17.9900519
14.9510794,1530.2111774,10.9059494,109.2281521,231.4797567,47.1848597,17.9900564
# Event EJECTION_CHARGE occurred at t=14.996 seconds
14.996,1530.2363326,10.8732766,109.5324119,231.8618354,47.1848632,17.9900604
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=14.997 seconds
14.9985,1530.2371612,10.8719626,109.5493394,231.8830865,47.1848634,17.9900606
14.9995,1530.2374754,15.515697,109.5561106,231.8915701,47.1848634,17.9900607
15.006235,1530.2393187,15.2912083,109.6017297,231.9478484,47.1848639,17.9900613
15.0136384,1530.2408018,15.0632244,109.6519061,232.0080107,47.1848645,17.990062
15.0214283,1530.2417576,14.8331694,109.7047368,232.0694446,47.184865,17.9900627
15.0295948,1530.2421046,14.6001626,109.76016,232.1318507,47.1848656,17.9900634
15.0381706,1530.2417592,14.3639824,109.8184048,232.1952521,47.1848662,17.9900642
15.0471908,1530.2406243,14.1245249,109.8797164,232.2596551,47.1848668,17.990065
15.0566947,1530.2385874,13.8816779,109.9443712,232.3250615,47.1848673,17.9900658
15.0659181,1530.2357993,13.6350102,110.00717,232.3862148,47.1848679,17.9900667
# Event APOGEE occurred at t=15.075 seconds
15.0753442,1530.2321383,13.3838316,110.0713994,232.4464375,47.1848684,17.9900675
15.0853059,1530.2273921,13.1288624,110.1393286,232.507675,47.184869,17.9900684
15.0958399,1530.2214084,12.8698499,110.2112129,232.5698414,47.1848695,17.9900694
15.1070038,1530.2140021,12.6066518,110.2874473,232.632932,47.1848701,17.9900704
15.1208791,1530.2032964,12.3352163,110.382271,232.7074949,47.1848708,17.9900716
15.1372878,1530.1885307,12.0608766,110.4945266,232.790362,47.1848715,17.9900731
15.1549262,1530.1701693,11.7905429,110.6153642,232.8732769,47.1848723,17.9900747
15.1717885,1530.1502602,11.5183395,110.7310634,232.9468459,47.1848729,17.9900762
15.1854344,1530.1324977,11.2187924,110.8248109,233.0025281,47.1848734,17.9900775
15.2003331,1530.1114491,10.9269606,110.9272552,233.0596279,47.1848739,17.9900788
15.2163999,1530.0868421,10.6292251,111.0378112,233.1171083,47.1848745,17.9900803
15.2357071,1530.0546951,10.3292786,111.170745,233.1808617,47.184875,17.9900821
15.2566439,1530.016709,10.0227489,111.3149716,233.2437891,47.1848756,17.990084
15.2842055,1529.9618457,9.7107145,111.5049325,233.3173553,47.1848763,17.9900865
15.3328031,1529.8520526,9.3506014,111.8404373,233.422535,47.1848772,17.9900909
15.3557699,1529.7944904,8.9313564,111.9992242,233.4620321,47.1848776,17.990093
15.3793005,1529.7318328,8.5899707,112.1618797,233.4967379,47.1848779,17.9900952
15.4252749,1529.5988347,8.2742677,112.4794267,233.5489976,47.1848783,17.9900994
15.4707978,1529.4536488,7.9666975,112.7934606,233.5818504,47.1848786,17.9901035
15.53844,1529.2140197,7.6974572,113.2593355,233.5992912,47.1848788,17.9901097
15.608299,1528.9384158,7.9287646,113.7413194,233.5783402,47.1848786,17.9901161
15.6499538,1528.7612242,7.5120688,114.0295181,233.5480238,47.1848783,17.9901199
15.7091093,1528.4939185,7.7043835,114.4397748,233.484444,47.1848778,17.9901253
15.7825338,1528.1377823,7.4944183,114.951056,233.3733504,47.1848768,17.9901321
15.9272583,1527.3620687,7.4894464,115.9660369,233.0584299,47.1848739,17.9901455
15.9961649,1526.959893,7.1465578,116.4512256,232.8690623,47.1848722,17.9901519
16.1557001,1525.9548212,7.3812498,117.5697182,232.3603018,47.1848677,17.9901667
16.3055906,1524.9275089,7.5645833,118.6124994,231.8026259,47.1848626,17.9901805
16.4885238,1523.589742,7.8521077,119.8748466,231.0324812,47.1848557,17.9901972
16.6352147,1522.4653996,7.9532033,120.8760025,230.3569017,47.1848496,17.9902105
16.8612392,1520.6711485,8.1883265,122.3985197,229.2367523,47.1848396,17.9902306
17.2032103,1517.8664914,8.3696151,124.6839295,227.3735388,47.1848228,17.9902609
17.6616589,1514.025361,8.4459839,127.7365366,224.6386899,47.1847982,17.9903013
17.954497,1511.5552074,8.4497168,129.6490498,222.8345397,47.184782,17.9903266
18.1891249,1509.5754049,8.4469283,131.1576856,221.3855918,47.184769,17.9903465
18.5641625,1506.4125141,8.4428583,133.6206783,218.9855047,47.1847474,17.9903791
18.7194413,1505.1045334,8.4727252,134.6467433,217.9765354,47.1847383,17.9903927
19.2194413,1500.894374,8.4299876,137.8040686,214.8544751,47.1847102,17.9904345
19.7017074,1496.8265944,8.4493674,140.7352189,211.9379806,47.184684,17.9904733
20.2017074,1492.6032808,8.4439839,143.7597898,208.9202239,47.1846568,17.9905133
20.7017074,1488.3834245,8.4376595,146.7331165,205.9499622,47.1846301,17.9905526
21.2017074,1484.168234,8.4303663,149.5861652,203.0984047,47.1846045,17.9905904
21.6607781,1480.2973837,8.4392645,152.1597083,200.5256409,47.1845814,17.9906244
22.1607781,1476.0785384,8.437081,155.0003386,197.6855916,47.1845558,17.990662
22.6607781,1471.8609697,8.4341615,157.8291862,194.8571963,47.1845304,17.9906994
23.1189021,1468.0073985,8.4078207,160.2925013,192.3942467,47.1845082,17.990732
23.6189021,1463.8018297,8.4345648,162.8218489,189.8652751,47.1844855,17.9907655
24.078453,1459.9287878,8.4263123,165.1462167,187.5412441,47.1844646,17.9907963
24.4211992,1457.0512314,8.4218954,166.9898097,185.6978987,47.184448,17.9908207
24.6305521,1455.2964339,8.3982581,168.1683963,184.5194625,47.1844374,17.9908363
24.9666738,1452.472542,8.4197902,170.10367,182.5844301,47.18442,17.9908619
25.3961425,1448.8707411,8.3961027,172.7313409,179.9570662,47.1843964,17.9908966
25.6391688,1446.8334617,8.3994039,174.2783009,178.4102795,47.1843825,17.9909171
26.0055815,1443.7531807,8.4187422,176.6354809,176.0533613,47.1843613,17.9909483
26.5055815,1439.5452073,8.419758,179.9319833,172.7572165,47.1843316,17.9909919
26.8701891,1436.4781685,8.4171084,182.3251609,170.3642998,47.1843101,17.9910236
27.3701891,1432.2715807,8.4208908,185.5308993,167.1589192,47.1842813,17.991066
27.8701891,1428.0683591,8.399722,188.629822,164.060354,47.1842534,17.991107
28.1401432,1425.8021654,8.412177,190.2775011,162.4128676,47.1842386,17.9911288
28.6401432,1421.6022324,8.4072012,193.4387508,159.2519749,47.1842102,17.9911706
29.0049443,1418.536491,8.4102229,195.7673505,156.9236357,47.1841892,17.9912014
29.5049443,1414.3321687,8.4124451,198.9032335,153.7881099,47.184161,17.9912429
30.0049443,1410.12763,8.4071815,202.0564591,150.6352417,47.1841327,17.9912847
30.398105,1406.8252755,8.4027636,204.5152425,148.176739,47.1841106,17.9913172
30.6422117,1404.7763171,8.4063721,206.0274754,146.6646803,47.184097,17.9913372
31.067573,1401.2032724,8.4059351,208.6995701,143.9928891,47.1840729,17.9913726
31.567573,1397.0029964,8.398188,211.7990866,140.8937294,47.1840451,17.9914136
32.067573,1392.8141148,8.3730587,214.7275351,137.9656367,47.1840187,17.9914523
32.567573,1388.648661,8.3325175,217.3536882,135.3398369,47.1839951,17.9914871
32.7496349,1387.1338181,8.3506327,218.2502081,134.4434452,47.183987,17.9914989
33.0615458,1384.5295539,8.3852826,219.8404289,132.8534444,47.1839727,17.99152
33.3847724,1381.8230142,8.3884579,221.5401981,131.1539038,47.1839575,17.9915425
33.8847724,1377.6269258,8.3973259,224.2043462,128.4901106,47.1839335,17.9915777
34.3847724,1373.4297337,8.3927276,226.9192194,125.7755931,47.1839091,17.9916136
34.8847724,1369.2336277,8.3928559,229.6459758,123.0491926,47.1838846,17.9916497
35.2570587,1366.1138644,8.385195,231.718817,120.9766162,47.1838659,17.9916771
35.724693,1362.1958052,8.3905882,234.4198899,118.2758754,47.1838416,17.9917129
35.9532138,1360.2823344,8.4211674,235.7219996,116.9739278,47.1838299,17.9917301
36.3917666,1356.6171867,8.3719824,238.0805799,114.6156579,47.1838087,17.9917613
36.7177189,1353.8894995,8.3795369,239.7796913,112.9167773,47.1837934,17.9917838
37.2177189,1349.700897,8.3785613,242.4535308,110.2432923,47.1837694,17.9918192
37.5054005,1347.293095,8.3860562,243.9939426,108.7030843,47.1837555,17.9918396
37.9224478,1343.8018044,8.3806197,246.1571719,106.5401505,47.1837361,17.9918682
38.2738684,1340.8589325,8.3790004,247.9942592,104.7033124,47.1837196,17.9918925
38.4922286,1339.031575,8.3835319,249.1434942,103.554232,47.1837092,17.9919077
38.9354199,1335.3288695,8.3585687,251.3573125,101.3407271,47.1836893,17.991937
39.2054147,1333.073778,8.3651616,252.659164,100.0390664,47.1836776,17.9919542
39.7054147,1328.8900041,8.3742204,255.1319,97.5666841,47.1836554,17.9919869
40.2054147,1324.7032299,8.3751192,257.6648857,95.0340525,47.1836326,17.9920205
40.7054147,1320.516387,8.3726408,260.2262552,92.4730374,47.1836096,17.9920543
41.2054147,1316.3304666,8.3713274,262.8115783,89.8880686,47.1835863,17.9920885
41.4468026,1314.3164337,8.41469,264.1090393,88.5907781,47.1835747,17.9921057
41.6467993,1312.6518173,8.3562564,265.2351689,87.4647893,47.1835645,17.9921206
41.8751367,1310.7473468,8.3509997,266.5393071,86.160812,47.1835528,17.9921379
42.3751367,1306.5671155,8.3703938,269.3897302,83.3107419,47.1835272,17.9921756
42.8751367,1302.3832373,8.3652409,272.2251308,80.4756949,47.1835017,17.9922131
43.3751367,1298.2010091,8.3638343,275.0679421,77.6332372,47.1834761,17.9922507
43.8751367,1294.0198815,8.361296,277.9452369,74.756296,47.1834502,17.9922888
44.3751367,1289.8446847,8.3460566,280.9254991,71.7763869,47.1834234,17.9923282
44.8751367,1285.6834053,8.3216512,284.1206263,68.5816113,47.1833947,17.9923705
45.0752666,1284.0198102,8.3443444,285.4394359,67.262942,47.1833828,17.9923879
45.2337256,1282.7033359,8.4307863,286.4530196,66.2494693,47.1833737,17.9924014
45.3319124,1281.8881977,8.3214461,287.0667345,65.6358231,47.1833682,17.9924095
45.4821819,1280.6385086,8.324815,288.0029274,64.6997354,47.1833598,17.9924219
45.627839,1279.4257177,8.3577594,288.9030755,63.7996894,47.1833517,17.9924338
45.7612097,1278.3163284,8.4361966,289.7073315,62.9955268,47.1833445,17.9924444
45.8960798,1277.1953719,8.3524469,290.5002545,62.2026982,47.1833373,17.9924549
46.0666781,1275.7756623,8.332315,291.49089,61.2121821,47.1833284,17.992468
